elevation,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
728.8571429,ALB,Albania,ALB.1_1,Berat,County
250.4857143,TUR,Turkey,TUR.22_1,Çanakkale,Province
1109.111111,TUR,Turkey,TUR.74_1,Tokat,Province
1871.37037,TUR,Turkey,TUR.35_1,Gümüshane,Province
255.2105263,AZE,Azerbaijan,AZE.1_1,Absheron,Region
260.9822222,USA,United States,USA.26_1,Missouri,State
507.3275862,USA,United States,USA.49_1,West Virginia,State
499.2111111,ESP,Spain,ESP.10_1,Comunidad Valenciana,Autonomous Community
437.5555556,ALB,Albania,ALB.12_1,Vlorë,County
431.2333333,TUR,Turkey,TUR.12_1,Balikesir,Province
369,TUR,Turkey,TUR.79_1,Yalova,Province
540.6578947,TUR,Turkey,TUR.21_1,Bursa,Province
1038.353535,TUR,Turkey,TUR.7_1,Ankara,Province
1850.818182,ARM,Armenia,ARM.1_1,Aragatsotn,Province
2129,ARM,Armenia,ARM.6_1,Kotayk,Province
2190.7,ARM,Armenia,ARM.5_1,Gegharkunik,Province
605.9259259,UZB,Uzbekistan,UZB.3_1,Ferghana,Region
1159.283478,CHN,China,CHN.25_1,Shanxi,Province
226.5957447,PRK,North Korea,PRK.9_1,P'yŏngan-bukto,Province
247.7333333,PRT,Portugal,PRT.7_1,Coimbra,District
438.28125,ESP,Spain,ESP.11_1,Extremadura,Autonomous Community
775.3333333,ALB,Albania,ALB.6_1,Gjirokastër,County
762.875,TUR,Turkey,TUR.16_1,Bilecik,Province
1588.242718,TUR,Turkey,TUR.72_1,Sivas,Province
1955.857143,TUR,Turkey,TUR.15_1,Bayburt,Province
708.6785714,AZE,Azerbaijan,AZE.10_1,Yukhari-Karabakh,Region
694.4464286,UZB,Uzbekistan,UZB.10_1,Samarkand,Region
326.16,JPN,Japan,JPN.2_1,Akita,Prefecture
434.7916667,PRT,Portugal,PRT.6_1,Castelo Branco,District
378,GRC,Greece,GRC.2_1,Athos,Decentralized administration
942.9411765,TUR,Turkey,TUR.49_1,Kinkkale,Province
992.6666667,ARM,Armenia,ARM.3_1,Armavir,Province
1370,ARM,Armenia,ARM.4_1,Erevan,City
1666.043478,AZE,Azerbaijan,AZE.5_1,Kalbajar-Lachin,Region
2413.34375,KGZ,Kyrgyzstan,KGZ.1_1,Batken,Province
406.08,PRK,North Korea,PRK.10_1,P'yŏngan-namdo,Province
434.462963,JPN,Japan,JPN.16_1,Iwate,Prefecture
527.8793103,ITA,Italy,ITA.4_1,Calabria,Region
523.8596491,GRC,Greece,GRC.8_1,Thessaly and Central Greece,Decentralized administration
975.2692308,TUR,Turkey,TUR.32_1,Eskisehir,Province
1215.563636,TUR,Turkey,TUR.80_1,Yozgat,Province
1620.692308,TUR,Turkey,TUR.38_1,Iğdır,Province
1405.6,ARM,Armenia,ARM.2_1,Ararat,Province
191.4538043,TKM,Turkmenistan,TKM.1_1,Ahal,Province
14.11111111,CHN,China,CHN.27_1,Tianjin,Municipality
20,PRK,North Korea,PRK.14_1,Sinŭiju,Special Administrative Region
583.2260536,USA,United States,USA.17_1,Kansas,State
175.0909091,PRT,Portugal,PRT.11_1,Leiria,District
131.25,ESP,Spain,ESP.13_1,Islas Baleares,Autonomous Community
213.4571429,GRC,Greece,GRC.1_1,Aegean,Decentralized administration
1824.930233,TUR,Turkey,TUR.30_1,Erzincan,Province
2031.452381,TUR,Turkey,TUR.4_1,Agri,Province
2169.777778,ARM,Armenia,ARM.11_1,Vayots Dzor,Province
17.95,USA,United States,USA.8_1,Delaware,State
128.2592593,PRT,Portugal,PRT.16_1,Santarém,District
476.9363636,GRC,Greece,GRC.7_1,"Peloponnese, Western Greece and the Ionian Islands",Decentralized administration
1104.978723,TUR,Turkey,TUR.54_1,Kütahya,Province
1107.08,TUR,Turkey,TUR.51_1,Kirsehir,Province
1695.335938,IRN,Iran,IRN.29_1,West Azarbaijan,Province
1421.714286,AZE,Azerbaijan,AZE.7_1,Nakhchivan,Region
2022.705882,ARM,Armenia,ARM.9_1,Syunik,Province
125.9777778,USA,United States,USA.21_1,Maryland,State
264.2916667,PRT,Portugal,PRT.14_1,Portalegre,District
1339.970588,IRN,Iran,IRN.2_1,Ardebil,Province
379.5,PRT,Portugal,PRT.2_1,Azores,'Autonomous Region'
1211,TUR,Turkey,TUR.61_1,Nevsehir,Province
1613.148148,TUR,Turkey,TUR.76_1,Tunceli,Province
1777.1,TUR,Turkey,TUR.17_1,Bingöl,Province
1684,TUR,Turkey,TUR.60_1,Mus,Province
373.444795,TKM,Turkmenistan,TKM.5_1,Mary,Province
792.6415094,UZB,Uzbekistan,UZB.6_1,Kashkadarya,Region
2664.336538,TJK,Tajikistan,TJK.5_1,Tadzhikistan Territories,Region
4232.987069,TJK,Tajikistan,TJK.2_1,Gorno-Badakhshan,Region
1130.617251,CHN,China,CHN.22_1,Shaanxi,Province
439.1538462,PRK,North Korea,PRK.7_1,Kangwŏn-do,Province
305.6692708,USA,United States,USA.47_1,Virginia,State
111.4166667,PRT,Portugal,PRT.12_1,Lisboa,District
338.8181818,TUR,Turkey,TUR.41_1,Izmir,Province
496.7659574,TUR,Turkey,TUR.56_1,Manisa,Province
1190.092593,TUR,Turkey,TUR.3_1,Afyon,Province
2276.205128,TUR,Turkey,TUR.78_1,Van,Province
1633.9,IRN,Iran,IRN.5_1,East Azarbaijan,Province
512.95,AZE,Azerbaijan,AZE.6_1,Lankaran,Region
4042.747961,CHN,China,CHN.21_1,Qinghai,Province
1566.721053,CHN,China,CHN.20_1,Ningxia Hui,Autonomous Region
114.1111111,PRK,North Korea,PRK.11_1,P'yŏngyang,Special City
252.6058201,USA,United States,USA.18_1,Kentucky,State
1194.25,TUR,Turkey,TUR.53_1,Konya,Province
1531.157895,TUR,Turkey,TUR.47_1,Kayseri,Province
1350.5,TUR,Turkey,TUR.55_1,Malatya,Province
1266.638889,TUR,Turkey,TUR.29_1,Elazığ,Province
215.40625,PRK,North Korea,PRK.4_1,Hwanghae-bukto,Province
428.6,JPN,Japan,JPN.45_1,Yamagata,Prefecture
67,USA,United States,USA.9_1,District of Columbia,Federal District
215.8571429,PRT,Portugal,PRT.8_1,Évora,District
1098.035714,TUR,Turkey,TUR.5_1,Aksaray,Province
1825.228571,TUR,Turkey,TUR.18_1,Bitlis,Province
1073.197368,UZB,Uzbekistan,UZB.12_1,Surkhandarya,Region
202.0689655,JPN,Japan,JPN.24_1,Miyagi,Prefecture
79.875,PRT,Portugal,PRT.17_1,Setúbal,District
876.8235294,TUR,Turkey,TUR.77_1,Usak,Province
724.25,PRK,North Korea,PRK.8_1,Kumgangsan,Special Administrative Region
525.7530864,ESP,Spain,ESP.1_1,Andalucía,Autonomous Community
497.8372093,ESP,Spain,ESP.18_1,Región de Murcia,Autonomous Community
1342.636364,TUR,Turkey,TUR.42_1,K. Maras,Province
922.2,TUR,Turkey,TUR.26_1,Diyarbakir,Province
915,TJK,Tajikistan,TJK.1_1,Dushanbe,Region
951.7176471,TJK,Tajikistan,TJK.3_1,Khatlon,Region
82.96551724,PRK,North Korea,PRK.5_1,Hwanghae-namdo,Province
972.3809524,TUR,Turkey,TUR.25_1,Denizli,Province
1306.857143,TUR,Turkey,TUR.39_1,Isparta,Province
1616.653846,TUR,Turkey,TUR.62_1,Nigde,Province
858.6551724,TUR,Turkey,TUR.1_1,Adana,Province
974.125,TUR,Turkey,TUR.14_1,Batman,Province
3577.813665,AFG,Afghanistan,AFG.1_1,Badakhshan,Province
509.7462687,KOR,South Korea,KOR.6_1,Gangwon-do,Province
379.1818182,JPN,Japan,JPN.29_1,Niigata,Prefecture
180,PRT,Portugal,PRT.3_1,Beja,District
429.1595745,ITA,Italy,ITA.15_1,Sicily,Autonomous Region
254.8333333,GRC,Greece,GRC.3_1,Attica,Decentralized administration
851.0980392,IRN,Iran,IRN.8_1,Gilan,Province
1281.802198,IRN,Iran,IRN.21_1,North Khorasan,Province
422.5555556,TUR,Turkey,TUR.11_1,Aydin,Province
949.1851852,TUR,Turkey,TUR.2_1,Adiyaman,Province
1217.894737,TUR,Turkey,TUR.69_1,Siirt,Province
474.3648649,IRN,Iran,IRN.9_1,Golestan,Province
90.94623656,CHN,China,CHN.23_1,Shandong,Province
112.25,PRK,North Korea,PRK.6_1,Kaesŏng,Special Administrative Region
134.5365854,KOR,South Korea,KOR.8_1,Gyeonggi-do,Province
619.28,TUR,Turkey,TUR.68_1,Sanliurfa,Province
281,TKM,Turkmenistan,TKM.2_1,Aşgabat,Independent City
561.254902,JPN,Japan,JPN.8_1,Fukushima,Prefecture
1184.142857,TUR,Turkey,TUR.20_1,Burdur,Province
815.6388889,TUR,Turkey,TUR.57_1,Mardin,Province
1480.310345,TUR,Turkey,TUR.71_1,Sirnak,Province
2069.090909,TUR,Turkey,TUR.36_1,Hakkari,Province
1233.008,IRN,Iran,IRN.24_1,Razavi Khorasan,Province
48,KOR,South Korea,KOR.11_1,Incheon,Metropolitan City
467.0909091,TUR,Turkey,TUR.64_1,Osmaniye,Province
1947.645833,AFG,Afghanistan,AFG.31_1,Takhar,Province
63,KOR,South Korea,KOR.16_1,Seoul,Capital Metropolitan City
169.7647059,PRT,Portugal,PRT.9_1,Faro,District
594.4347826,TUR,Turkey,TUR.59_1,Mugla,Province
1003.38961,TUR,Turkey,TUR.8_1,Antalya,Province
1313.846154,TUR,Turkey,TUR.44_1,Karaman,Province
721.2962963,TUR,Turkey,TUR.33_1,Gaziantep,Province
391.1904762,AFG,Afghanistan,AFG.13_1,Jawzjan,Province
340,JPN,Japan,JPN.15_1,Ishikawa,Prefecture
149.6923077,TUN,Tunisia,TUN.4_1,Bizerte,Governorate
1038.5,TUR,Turkey,TUR.58_1,Mersin,Province
380.8,SYR,Syria,SYR.1_1,Al Ḥasakah,Province
917.6538462,IRQ,Iraq,IRQ.12_1,Dihok,Province
899.254902,IRQ,Iraq,IRQ.6_1,Arbil,Province
1062.441358,IRN,Iran,IRN.25_1,Semnan,Province
772.65,AFG,Afghanistan,AFG.4_1,Balkh,Province
516.1333333,AFG,Afghanistan,AFG.19_1,Kunduz,Province
307.875,DZA,Algeria,DZA.39_1,Skikda,Province
23.66666667,TUN,Tunisia,TUN.1_1,Ariana,Governorate
1783.269231,IRN,Iran,IRN.31_1,Zanjan,Province
1204.493151,AFG,Afghanistan,AFG.8_1,Faryab,Province
272.0833333,KOR,South Korea,KOR.2_1,Chungcheongbuk-do,Province
484.5416667,JPN,Japan,JPN.39_1,Tochigi,Prefecture
1295.5804,USA,United States,USA.3_1,Arizona,State
1761.171326,USA,United States,USA.32_1,New Mexico,State
400.2031008,USA,United States,USA.37_1,Oklahoma,State
198.8,DZA,Algeria,DZA.13_1,Boumerdès,Province
489.9,DZA,Algeria,DZA.23_1,Jijel,Province
140.4,DZA,Algeria,DZA.5_1,Annaba,Province
202.6,DZA,Algeria,DZA.19_1,El Tarf,Province
355.4166667,TUN,Tunisia,TUN.7_1,Jendouba,Governorate
281.8333333,TUN,Tunisia,TUN.2_1,Béja,Governorate
89,TUN,Tunisia,TUN.13_1,Manubah,Governorate
100.3,TUN,Tunisia,TUN.16_1,Nabeul,Governorate
483.4285714,TUR,Turkey,TUR.37_1,Hatay,Province
664,TUR,Turkey,TUR.48_1,Kilis,Province
330.0882353,IRQ,Iraq,IRQ.16_1,Ninawa,Province
1396.784091,IRN,Iran,IRN.20_1,Mazandaran,Province
4193.288066,PAK,Pakistan,PAK.6_1,Northern Areas,Centrally Administered Area
101.4827586,KOR,South Korea,KOR.3_1,Chungcheongnam-do,Province
272.4571429,KOR,South Korea,KOR.9_1,Gyeongsangbuk-do,Province
666.9375,JPN,Japan,JPN.43_1,Toyama,Prefecture
1122.6,JPN,Japan,JPN.26_1,Nagano,Prefecture
688.3043478,JPN,Japan,JPN.10_1,Gunma,Prefecture
105.5217391,JPN,Japan,JPN.14_1,Ibaraki,Prefecture
85.33333333,DZA,Algeria,DZA.4_1,Alger,Province
484.3,DZA,Algeria,DZA.47_1,Tizi Ouzou,Province
562.0769231,DZA,Algeria,DZA.8_1,Béjaïa,Province
61,TUN,Tunisia,TUN.23_1,Tunis,Governorate
99.5,TUN,Tunisia,TUN.3_1,Ben Arous (Tunis Sud),Governorate
415.4,SYR,Syria,SYR.2_1,Aleppo,Province
1578.137931,IRN,Iran,IRN.22_1,Qazvin,Province
1906.198473,PAK,Pakistan,PAK.5_1,N.W.F.P.,Province
295.7114428,USA,United States,USA.43_1,Tennessee,State
234.8933333,USA,United States,USA.34_1,North Carolina,State
218.2,DZA,Algeria,DZA.45_1,Tipaza,Province
427.8571429,DZA,Algeria,DZA.10_1,Blida,Province
764.3333333,DZA,Algeria,DZA.12_1,Bouira,Province
765.25,DZA,Algeria,DZA.29_1,Mila,Province
576.5714286,DZA,Algeria,DZA.21_1,Guelma,Province
238.4545455,TUN,Tunisia,TUN.24_1,Zaghouan,Governorate
361.5072464,SYR,Syria,SYR.3_1,Ar Raqqah,Province
2028.560976,AFG,Afghanistan,AFG.29_1,Samangan,Province
92,KOR,South Korea,KOR.15_1,Sejong,Metropolitan Autonomous City
509.4444444,USA,United States,USA.44_1,Texas,State
165.9068826,USA,United States,USA.4_1,Arkansas,State
323.8333333,DZA,Algeria,DZA.14_1,Chlef,Province
521.7647059,DZA,Algeria,DZA.2_1,Aïn Defla,Province
808.6071429,DZA,Algeria,DZA.28_1,Médéa,Province
979.4,DZA,Algeria,DZA.11_1,Bordj Bou Arréridj,Province
975.6818182,DZA,Algeria,DZA.37_1,Sétif,Province
734,DZA,Algeria,DZA.15_1,Constantine,Province
763.2666667,DZA,Algeria,DZA.40_1,Souk Ahras,Province
601,TUN,Tunisia,TUN.11_1,Le Kef,Governorate
577.0666667,TUN,Tunisia,TUN.19_1,Siliana,Governorate
896.7571429,IRQ,Iraq,IRQ.7_1,As-Sulaymaniyah,Province
1858.953271,IRN,Iran,IRN.17_1,Kordestan,Province
2132.125,AFG,Afghanistan,AFG.30_1,Sari Pul,Province
2326.626667,AFG,Afghanistan,AFG.3_1,Baghlan,Province
4883.162707,CHN,China,CHN.29_1,Xizang,Autonomous Region
146,KOR,South Korea,KOR.5_1,Daejeon,Metropolitan City
725.2307692,JPN,Japan,JPN.9_1,Gifu,Prefecture
165.6,DZA,Algeria,DZA.30_1,Mostaganem,Province
49.44444444,TUN,Tunisia,TUN.20_1,Sousse,Governorate
397.6666667,SYR,Syria,SYR.10_1,Idlib,Province
298.5288462,SYR,Syria,SYR.7_1,Dayr Az Zawr,Province
1790.263158,IRN,Iran,IRN.1_1,Alborz,Province
245.119863,CHN,China,CHN.12_1,Henan,Province
287.75,JPN,Japan,JPN.37_1,Shimane,Prefecture
370.8666667,JPN,Japan,JPN.6_1,Fukui,Prefecture
309.5294118,DZA,Algeria,DZA.35_1,Relizane,Province
899.0416667,DZA,Algeria,DZA.34_1,Oum el Bouaghi,Province
254.6363636,TUN,Tunisia,TUN.8_1,Kairouan,Governorate
245.7142857,KOR,South Korea,KOR.13_1,Jeollabuk-do,Province
418.9166667,JPN,Japan,JPN.35_1,Saitama,Prefecture
862.0666667,DZA,Algeria,DZA.46_1,Tissemsilt,Province
713.8,DZA,Algeria,DZA.26_1,M'Sila,Province
815.48,DZA,Algeria,DZA.42_1,Tébessa,Province
90,MLT,Malta,MLT.4_1,Tramuntana,Region
319.4444444,SYR,Syria,SYR.11_1,Lattakia,Province
1741.77551,IRN,Iran,IRN.28_1,Tehran,Province
1580.082192,AFG,Afghanistan,AFG.2_1,Badghis,Province
3451.242424,AFG,Afghanistan,AFG.24_1,Nuristan,Province
239,KOR,South Korea,KOR.4_1,Daegu,Metropolitan City
1019.4375,JPN,Japan,JPN.47_1,Yamanashi,Prefecture
51.63157895,JPN,Japan,JPN.4_1,Chiba,Prefecture
433.9756098,MAR,Morocco,MAR.14_1,Tanger - Tétouan,Region
181.8571429,DZA,Algeria,DZA.32_1,Oran,Province
803.875,DZA,Algeria,DZA.16_1,Djelfa,Province
936.3571429,DZA,Algeria,DZA.6_1,Batna,Province
795.862069,TUN,Tunisia,TUN.9_1,Kassérine,Governorate
44.25,TUN,Tunisia,TUN.15_1,Monastir,Governorate
494.2051282,SYR,Syria,SYR.8_1,Hamah,Province
271.7297297,IRQ,Iraq,IRQ.8_1,At-Ta'mim,Province
1896.438356,IRN,Iran,IRN.10_1,Hamadan,Province
3691.461538,AFG,Afghanistan,AFG.27_1,Panjshir,Province
238.3142857,KOR,South Korea,KOR.10_1,Gyeongsangnam-do,Province
255.7058824,JPN,Japan,JPN.22_1,Kyoto,Urban Prefecture
185.5714286,JPN,Japan,JPN.41_1,Tokyo,Metropolis
233.125,DZA,Algeria,DZA.3_1,Aïn Témouchent,Province
477.1052632,DZA,Algeria,DZA.27_1,Mascara,Province
962.5277778,DZA,Algeria,DZA.43_1,Tiaret,Province
776.3030303,DZA,Algeria,DZA.24_1,Khenchela,Province
62.6,TUN,Tunisia,TUN.12_1,Mahdia,Governorate
477.7878788,GRC,Greece,GRC.4_1,Crete,Decentralized administration
106,XNC,Northern Cyprus,XNC.4_1,Iskele,District
114.7888889,IRQ,Iraq,IRQ.17_1,Sala ad-Din,Province
1816.039604,IRN,Iran,IRN.19_1,Markazi,Province
187.25,KOR,South Korea,KOR.17_1,Ulsan,Metropolitan City
269.5357143,JPN,Japan,JPN.13_1,Hyōgo,Prefecture
279.5333333,JPN,Japan,JPN.36_1,Shiga,Prefecture
262,JPN,Japan,JPN.19_1,Kanagawa,Prefecture
921.4054054,DZA,Algeria,DZA.38_1,Sidi Bel Abbès,Province
344.2307692,TUN,Tunisia,TUN.18_1,Sidi Bou Zid,Governorate
1331.015789,AFG,Afghanistan,AFG.12_1,Hirat,Province
3238.77551,AFG,Afghanistan,AFG.5_1,Bamyan,Province
2758.619048,AFG,Afghanistan,AFG.28_1,Parwan,Province
1883.722222,AFG,Afghanistan,AFG.18_1,Kunar,Province
3844.260753,IND,India,IND.14_1,Jammu and Kashmir,State
129.173913,KOR,South Korea,KOR.14_1,Jeollanam-do,Province
428.8333333,JPN,Japan,JPN.42_1,Tottori,Prefecture
516.04,JPN,Japan,JPN.38_1,Shizuoka,Prefecture
1043.109524,MAR,Morocco,MAR.10_1,Oriental,Region
275.9480519,DZA,Algeria,DZA.9_1,Biskra,Province
89,TUN,Tunisia,TUN.17_1,Sfax,Governorate
188,XNC,Northern Cyprus,XNC.3_1,Güzelyurt,District
224.5,XNC,Northern Cyprus,XNC.2_1,Girne,District
98.66666667,XNC,Northern Cyprus,XNC.1_1,Gazimağusa,District
656.6441718,SYR,Syria,SYR.9_1,Hims,Province
2683.849624,AFG,Afghanistan,AFG.10_1,Ghor,Province
140,KOR,South Korea,KOR.1_1,Busan,Metropolitan City
330.44,JPN,Japan,JPN.31_1,Okayama,Prefecture
187.7777778,JPN,Japan,JPN.1_1,Aichi,Prefecture
100.3736655,USA,United States,USA.41_1,South Carolina,State
784.9342105,MAR,Morocco,MAR.15_1,Taza - Al Hoceima - Taounate,Region
869.3870968,DZA,Algeria,DZA.48_1,Tlemcen,Province
993,DZA,Algeria,DZA.36_1,Saïda,Province
406.75,CYP,Cyprus,CYP.5_1,Paphos,District
487.625,CYP,Cyprus,CYP.4_1,Nicosia,District
126,XNC,Northern Cyprus,XNC.5_1,Nicosia,District
36,XAD,Akrotiri and Dhekelia,XAD.2_1,Dhekelia,Sovereign Base Area
342,SYR,Syria,SYR.14_1,Tartus,Province
401.3709016,IRQ,Iraq,IRQ.1_1,Al-Anbar,Province
1430.146341,IRN,Iran,IRN.14_1,Kermanshah,Province
1134.634146,IRN,Iran,IRN.23_1,Qom,Province
1229.34009,IRN,Iran,IRN.30_1,Yazd,Province
2186.714286,AFG,Afghanistan,AFG.16_1,Kapisa,Province
1882.214286,AFG,Afghanistan,AFG.20_1,Laghman,Province
2161.204082,PAK,Pakistan,PAK.1_1,Azad Kashmir,Centrally Administered Area
13.0280112,CHN,China,CHN.15_1,Jiangsu,Province
142,KOR,South Korea,KOR.7_1,Gwangju,Metropolitan City
379.6774194,JPN,Japan,JPN.11_1,Hiroshima,Prefecture
255.2105263,JPN,Japan,JPN.23_1,Mie,Prefecture
92.04028436,USA,United States,USA.25_1,Mississippi,State
144.8090129,USA,United States,USA.1_1,Alabama,State
161.4174573,USA,United States,USA.11_1,Georgia,State
76.66666667,MAR,Morocco,MAR.4_1,Gharb - Chrarda - Béni Hssen,Region
467.4,CYP,Cyprus,CYP.3_1,Limassol,District
171,CYP,Cyprus,CYP.2_1,Larnaca,District
111.5753425,IRQ,Iraq,IRQ.13_1,Diyala,Province
140,JPN,Japan,JPN.33_1,Osaka,Urban Prefecture
3032.181818,AFG,Afghanistan,AFG.33_1,Wardak,Province
2131.5625,AFG,Afghanistan,AFG.14_1,Kabul,Province
1436.875,AFG,Afghanistan,AFG.22_1,Nangarhar,Province
1375.577778,PAK,Pakistan,PAK.3_1,F.A.T.A.,Territory
915.5959596,DZA,Algeria,DZA.25_1,Laghouat,Province
356.375,TUN,Tunisia,TUN.6_1,Gafsa,Governorate
366,LBN,Lebanon,LBN.1_1,Akkar,Governorate
118.9180672,CHN,China,CHN.1_1,Anhui,Province
144.3125,JPN,Japan,JPN.27_1,Naoasaki,Prefecture
226.625,JPN,Japan,JPN.46_1,Yamaguchi,Prefecture
616.1538462,JPN,Japan,JPN.28_1,Nara,Prefecture
855.6761134,DZA,Algeria,DZA.17_1,El Bayadh,Province
85.37908497,DZA,Algeria,DZA.18_1,El Oued,Province
56.09090909,TUN,Tunisia,TUN.22_1,Tozeur,Governorate
1086.6,LBN,Lebanon,LBN.7_1,North,Governorate
1399.9,LBN,Lebanon,LBN.2_1,Baalbak - Hermel,Governorate
1546.537037,IRN,Iran,IRN.6_1,Esfahan,Province
1219.004926,MAR,Morocco,MAR.9_1,Meknès - Tafilalet,Region
1169.030303,MAR,Morocco,MAR.3_1,Fès - Boulemane,Region
1154.825243,DZA,Algeria,DZA.31_1,Naâma,Province
143.16,TUN,Tunisia,TUN.5_1,Gabès,Governorate
1696.693878,IRN,Iran,IRN.18_1,Lorestan,Province
1277.739583,IRN,Iran,IRN.27_1,South Khorasan,Province
2566.7,AFG,Afghanistan,AFG.6_1,Daykundi,Province
2320.333333,AFG,Afghanistan,AFG.21_1,Logar,Province
2627.818182,AFG,Afghanistan,AFG.26_1,Paktya,Province
2588.400122,CHN,China,CHN.26_1,Sichuan,Province
137.6666667,JPN,Japan,JPN.17_1,Kagawa,Prefecture
299.9411765,JPN,Japan,JPN.44_1,Wakayama,Prefecture
412.1944444,MAR,Morocco,MAR.11_1,Rabat - Salé - Zemmour - Zaer,Region
108.3866667,TUN,Tunisia,TUN.10_1,Kebili,Governorate
909.5714286,LBN,Lebanon,LBN.5_1,Mount Lebanon,Governorate
853.0625,SYR,Syria,SYR.13_1,Rif Dimashq,Province
2707.223684,AFG,Afghanistan,AFG.9_1,Ghazni,Province
486.8666667,JPN,Japan,JPN.40_1,Tokushima,Prefecture
211.9866667,DZA,Algeria,DZA.33_1,Ouargla,Province
1256.25,LBN,Lebanon,LBN.4_1,Bekaa,Governorate
905.3166667,IRN,Iran,IRN.12_1,Ilam,Province
224.4943343,PAK,Pakistan,PAK.7_1,Punjab,Province
149.1764706,JPN,Japan,JPN.7_1,Fukuoka,Prefecture
446.8235294,JPN,Japan,JPN.5_1,Ehime,Prefecture
472.4655172,MAR,Morocco,MAR.1_1,Chaouia - Ouardigha,Region
88.16666667,TUN,Tunisia,TUN.14_1,Médenine,Governorate
735,PAK,Pakistan,PAK.4_1,F.C.T.,Capital Territory
448.0833333,JPN,Japan,JPN.20_1,Kochi,Prefecture
95.5,MAR,Morocco,MAR.5_1,Grand Casablanca,Region
619.3333333,LBN,Lebanon,LBN.8_1,South,Governorate
1686.928571,AFG,Afghanistan,AFG.17_1,Khost,Province
382.5,JPN,Japan,JPN.30_1,Oita,Prefecture
215.4339623,MAR,Morocco,MAR.2_1,Doukkala - Abda,Region
673.75,LBN,Lebanon,LBN.6_1,Nabatiyeh,Governorate
36.33333333,IRQ,Iraq,IRQ.10_1,Baghdad,Province
1073.252941,AFG,Afghanistan,AFG.7_1,Farah,Province
336.5,KOR,South Korea,KOR.12_1,Jeju,Province
194,JPN,Japan,JPN.34_1,Saga,Prefecture
291.2481752,TUN,Tunisia,TUN.21_1,Tataouine,Governorate
186.2307692,ISR,Israel,ISR.5_1,HaZafon,District
610.5,ISR,Israel,ISR.1_1,Golan,District
828.6666667,SYR,Syria,SYR.12_1,Quneitra,Province
621.8571429,SYR,Syria,SYR.6_1,Dar`a,Province
767.8478261,JOR,Jordan,JOR.10_1,Mafraq,Province
30.29508197,IRQ,Iraq,IRQ.18_1,Wasit,Province
1039.441624,AFG,Afghanistan,AFG.11_1,Hilmand,Province
1992.06383,AFG,Afghanistan,AFG.32_1,Uruzgan,Province
2172.238806,AFG,Afghanistan,AFG.25_1,Paktika,Province
48.34782609,LBY,Libya,LBY.10_1,An Nuqat al Khams,District
939.4583333,SYR,Syria,SYR.4_1,As Suwayda',Province
30.39130435,IRQ,Iraq,IRQ.9_1,Babil,Province
2958.417112,IND,India,IND.13_1,Himachal Pradesh,Union Territory
431.2006369,CHN,China,CHN.13_1,Hubei,Province
393.875,JPN,Japan,JPN.21_1,Kumamoto,Prefecture
33.86585366,USA,United States,USA.19_1,Louisiana,State
462.733564,DZA,Algeria,DZA.20_1,Ghardaïa,Province
342.3928571,LBY,Libya,LBY.2_1,Al Jabal al Akhdar,District
63,ISR,Israel,ISR.3_1,Haifa,District
348.4330357,IRN,Iran,IRN.15_1,Khuzestan,Province
2086.629032,AFG,Afghanistan,AFG.34_1,Zabul,Province
652.6666667,PRT,Portugal,PRT.13_1,Madeira,'Autonomous Region'
1321.607143,MAR,Morocco,MAR.13_1,Tadla - Azilal,Region
107.3333333,LBY,Libya,LBY.11_1,Az Zawiyah,District
145.8571429,LBY,Libya,LBY.4_1,Al Jifarah,District
122.375,LBY,Libya,LBY.20_1,Tripoli,District
241.1071429,LBY,Libya,LBY.8_1,Al Marqab,District
270.6571429,LBY,Libya,LBY.7_1,Al Marj,District
199.046875,LBY,Libya,LBY.13_1,Darnah,District
19.45,IRQ,Iraq,IRQ.15_1,Maysan,Province
423.75,JPN,Japan,JPN.25_1,Miyazaki,Prefecture
514,MEX,Mexico,MEX.3_1,Baja California,State
772.2037037,MAR,Morocco,MAR.8_1,Marrakech - Tensift - Al Haouz,Region
138.2075472,LBY,Libya,LBY.12_1,Benghazi,District
387.5,JOR,Jordan,JOR.5_1,Irbid,Province
71.14285714,IRQ,Iraq,IRQ.14_1,Karbala',Province
2274.132075,IRN,Iran,IRN.4_1,Chahar Mahall and Bakhtiari,Province
628.5200642,MEX,Mexico,MEX.26_1,Sonora,State
172.3402062,LBY,Libya,LBY.15_1,Misratah,District
363.85,PSE,Palestina,PSE.2_1,West Bank,District
1240.436464,AFG,Afghanistan,AFG.15_1,Kandahar,Province
243.7964072,IND,India,IND.28_1,Punjab,State
597.5173042,DZA,Algeria,DZA.7_1,Béchar,Province
538.0833333,LBY,Libya,LBY.17_1,Nalut,District
555.1141869,LBY,Libya,LBY.3_1,Al Jabal al Gharbi,District
64.75,ISR,Israel,ISR.4_1,HaMerkaz,District
650,JOR,Jordan,JOR.1_1,Ajlun,Province
628,JOR,Jordan,JOR.6_1,Jarash,Province
255.8235294,IRQ,Iraq,IRQ.5_1,An-Najaf,Province
20.65517241,IRQ,Iraq,IRQ.4_1,Al-Qadisiyah,Province
117.8303887,LBY,Libya,LBY.1_1,Al Butnan,District
235.6666667,JOR,Jordan,JOR.4_1,Balqa,Province
572.6,JOR,Jordan,JOR.12_1,Zarqa,Province
