,elevation,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
TUN.9_1,TUN,Tunisia,TUN.9_1,Kassérine,Governorate,324.3103448275862
TUN.15_1,TUN,Tunisia,TUN.15_1,Monastir,Governorate,327.5
SYR.8_1,SYR,Syria,SYR.8_1,Hamah,Province,390.6923076923077
IRQ.8_1,IRQ,Iraq,IRQ.8_1,At-Ta'mim,Province,331.4864864864865
IRN.10_1,IRN,Iran,IRN.10_1,Hamadan,Province,324.013698630137
AFG.27_1,AFG,Afghanistan,AFG.27_1,Panjshir,Province,1019.8461538461538
KOR.10_1,KOR,South Korea,KOR.10_1,Gyeongsangnam-do,Province,1395.2285714285715
JPN.22_1,JPN,Japan,JPN.22_1,Kyoto,Urban Prefecture,1723.8235294117646
JPN.41_1,JPN,Japan,JPN.41_1,Tokyo,Metropolis,1477.7142857142858
DZA.3_1,DZA,Algeria,DZA.3_1,Aïn Témouchent,Province,380.25
DZA.27_1,DZA,Algeria,DZA.27_1,Mascara,Province,420.5263157894737
DZA.43_1,DZA,Algeria,DZA.43_1,Tiaret,Province,351.0833333333333
DZA.24_1,DZA,Algeria,DZA.24_1,Khenchela,Province,265.42424242424244
TUN.12_1,TUN,Tunisia,TUN.12_1,Mahdia,Governorate,289.9
GRC.4_1,GRC,Greece,GRC.4_1,Crete,Decentralized administration,703.4848484848485
XNC.4_1,XNC,Northern Cyprus,XNC.4_1,Iskele,District,512.3333333333334
IRQ.17_1,IRQ,Iraq,IRQ.17_1,Sala ad-Din,Province,193.83333333333334
IRN.19_1,IRN,Iran,IRN.19_1,Markazi,Province,248.98019801980197
KOR.17_1,KOR,South Korea,KOR.17_1,Ulsan,Metropolitan City,1279.25
JPN.13_1,JPN,Japan,JPN.13_1,Hyōgo,Prefecture,1591.1785714285713
JPN.36_1,JPN,Japan,JPN.36_1,Shiga,Prefecture,1803.8666666666666
JPN.19_1,JPN,Japan,JPN.19_1,Kanagawa,Prefecture,1632.4285714285713
DZA.38_1,DZA,Algeria,DZA.38_1,Sidi Bel Abbès,Province,345.56756756756755
TUN.18_1,TUN,Tunisia,TUN.18_1,Sidi Bou Zid,Governorate,237.3846153846154
AFG.12_1,AFG,Afghanistan,AFG.12_1,Hirat,Province,252.67368421052632
AFG.5_1,AFG,Afghanistan,AFG.5_1,Bamyan,Province,412.18367346938777
AFG.28_1,AFG,Afghanistan,AFG.28_1,Parwan,Province,628.047619047619
AFG.18_1,AFG,Afghanistan,AFG.18_1,Kunar,Province,647.3333333333334
IND.14_1,IND,India,IND.14_1,Jammu and Kashmir,State,483.26075268817203
KOR.14_1,KOR,South Korea,KOR.14_1,Jeollanam-do,Province,1310.5434782608695
JPN.42_1,JPN,Japan,JPN.42_1,Tottori,Prefecture,1759.6666666666667
JPN.38_1,JPN,Japan,JPN.38_1,Shizuoka,Prefecture,1988.24
MAR.10_1,MAR,Morocco,MAR.10_1,Oriental,Region,266.2
DZA.9_1,DZA,Algeria,DZA.9_1,Biskra,Province,133.76623376623377
TUN.17_1,TUN,Tunisia,TUN.17_1,Sfax,Governorate,228.7
XNC.3_1,XNC,Northern Cyprus,XNC.3_1,Güzelyurt,District,405.0
XNC.2_1,XNC,Northern Cyprus,XNC.2_1,Girne,District,403.0
XNC.1_1,XNC,Northern Cyprus,XNC.1_1,Gazimağusa,District,397.6666666666667
SYR.9_1,SYR,Syria,SYR.9_1,Hims,Province,152.45398773006136
AFG.10_1,AFG,Afghanistan,AFG.10_1,Ghor,Province,295.0676691729323
KOR.1_1,KOR,South Korea,KOR.1_1,Busan,Metropolitan City,1382.0
JPN.31_1,JPN,Japan,JPN.31_1,Okayama,Prefecture,1567.04
JPN.1_1,JPN,Japan,JPN.1_1,Aichi,Prefecture,2029.5
USA.41_1,USA,United States,USA.41_1,South Carolina,State,1239.9110320284697
MAR.15_1,MAR,Morocco,MAR.15_1,Taza - Al Hoceima - Taounate,Region,489.4078947368421
DZA.48_1,DZA,Algeria,DZA.48_1,Tlemcen,Province,442.16129032258067
DZA.36_1,DZA,Algeria,DZA.36_1,Saïda,Province,340.04545454545456
CYP.5_1,CYP,Cyprus,CYP.5_1,Paphos,District,518.5
CYP.4_1,CYP,Cyprus,CYP.4_1,Nicosia,District,548.0
XNC.5_1,XNC,Northern Cyprus,XNC.5_1,Nicosia,District,384.0
XAD.2_1,XAD,Akrotiri and Dhekelia,XAD.2_1,Dhekelia,Sovereign Base Area,410.0
SYR.14_1,SYR,Syria,SYR.14_1,Tartus,Province,981.0
IRQ.1_1,IRQ,Iraq,IRQ.1_1,Al-Anbar,Province,107.75
IRN.14_1,IRN,Iran,IRN.14_1,Kermanshah,Province,517.2439024390244
IRN.23_1,IRN,Iran,IRN.23_1,Qom,Province,206.41463414634146
IRN.30_1,IRN,Iran,IRN.30_1,Yazd,Province,118.69594594594595
AFG.16_1,AFG,Afghanistan,AFG.16_1,Kapisa,Province,623.8571428571429
AFG.20_1,AFG,Afghanistan,AFG.20_1,Laghman,Province,611.2142857142857
PAK.1_1,PAK,Pakistan,PAK.1_1,Azad Kashmir,Centrally Administered Area,831.4081632653061
CHN.15_1,CHN,China,CHN.15_1,Jiangsu,Province,913.140056022409
KOR.7_1,KOR,South Korea,KOR.7_1,Gwangju,Metropolitan City,1350.0
JPN.11_1,JPN,Japan,JPN.11_1,Hiroshima,Prefecture,1739.8064516129032
JPN.23_1,JPN,Japan,JPN.23_1,Mie,Prefecture,1929.0526315789473
USA.25_1,USA,United States,USA.25_1,Mississippi,State,1479.2203791469194
USA.1_1,USA,United States,USA.1_1,Alabama,State,1459.1845493562232
USA.11_1,USA,United States,USA.11_1,Georgia,State,1288.5142314990512
MAR.4_1,MAR,Morocco,MAR.4_1,Gharb - Chrarda - Béni Hssen,Region,591.1666666666666
CYP.3_1,CYP,Cyprus,CYP.3_1,Limassol,District,558.8
CYP.2_1,CYP,Cyprus,CYP.2_1,Larnaca,District,426.5
IRQ.13_1,IRQ,Iraq,IRQ.13_1,Diyala,Province,245.06849315068493
JPN.33_1,JPN,Japan,JPN.33_1,Osaka,Urban Prefecture,1448.5
AFG.33_1,AFG,Afghanistan,AFG.33_1,Wardak,Province,413.06060606060606
AFG.14_1,AFG,Afghanistan,AFG.14_1,Kabul,Province,473.0625
AFG.22_1,AFG,Afghanistan,AFG.22_1,Nangarhar,Province,509.6666666666667
PAK.3_1,PAK,Pakistan,PAK.3_1,F.A.T.A.,Territory,498.02222222222224
DZA.25_1,DZA,Algeria,DZA.25_1,Laghouat,Province,175.82828282828282
TUN.6_1,TUN,Tunisia,TUN.6_1,Gafsa,Governorate,169.70833333333334
LBN.1_1,LBN,Lebanon,LBN.1_1,Akkar,Governorate,763.0
CHN.1_1,CHN,China,CHN.1_1,Anhui,Province,1139.9180672268908
JPN.27_1,JPN,Japan,JPN.27_1,Naoasaki,Prefecture,2050.5
JPN.46_1,JPN,Japan,JPN.46_1,Yamaguchi,Prefecture,1831.7083333333333
JPN.28_1,JPN,Japan,JPN.28_1,Nara,Prefecture,1965.6923076923076
DZA.17_1,DZA,Algeria,DZA.17_1,El Bayadh,Province,127.43724696356276
DZA.18_1,DZA,Algeria,DZA.18_1,El Oued,Province,69.85620915032679
TUN.22_1,TUN,Tunisia,TUN.22_1,Tozeur,Governorate,88.45454545454545
LBN.7_1,LBN,Lebanon,LBN.7_1,North,Governorate,943.2
LBN.2_1,LBN,Lebanon,LBN.2_1,Baalbak - Hermel,Governorate,592.6
IRN.6_1,IRN,Iran,IRN.6_1,Esfahan,Province,149.26719576719577
MAR.9_1,MAR,Morocco,MAR.9_1,Meknès - Tafilalet,Region,232.42364532019704
MAR.3_1,MAR,Morocco,MAR.3_1,Fès - Boulemane,Region,290.42424242424244
DZA.31_1,DZA,Algeria,DZA.31_1,Naâma,Province,225.39805825242718
TUN.5_1,TUN,Tunisia,TUN.5_1,Gabès,Governorate,172.68
IRN.18_1,IRN,Iran,IRN.18_1,Lorestan,Province,381.0204081632653
IRN.27_1,IRN,Iran,IRN.27_1,South Khorasan,Province,148.45138888888889
AFG.6_1,AFG,Afghanistan,AFG.6_1,Daykundi,Province,284.95
AFG.21_1,AFG,Afghanistan,AFG.21_1,Logar,Province,335.1666666666667
AFG.26_1,AFG,Afghanistan,AFG.26_1,Paktya,Province,504.95454545454544
CHN.26_1,CHN,China,CHN.26_1,Sichuan,Province,856.4920828258222
JPN.17_1,JPN,Japan,JPN.17_1,Kagawa,Prefecture,1577.8333333333333
JPN.44_1,JPN,Japan,JPN.44_1,Wakayama,Prefecture,1979.0588235294117
MAR.11_1,MAR,Morocco,MAR.11_1,Rabat - Salé - Zemmour - Zaer,Region,486.5833333333333
TUN.10_1,TUN,Tunisia,TUN.10_1,Kebili,Governorate,96.90666666666667
LBN.5_1,LBN,Lebanon,LBN.5_1,Mount Lebanon,Governorate,996.7142857142857
SYR.13_1,SYR,Syria,SYR.13_1,Rif Dimashq,Province,178.421875
AFG.9_1,AFG,Afghanistan,AFG.9_1,Ghazni,Province,287.8157894736842
JPN.40_1,JPN,Japan,JPN.40_1,Tokushima,Prefecture,1953.9333333333334
DZA.33_1,DZA,Algeria,DZA.33_1,Ouargla,Province,39.21904761904762
LBN.4_1,LBN,Lebanon,LBN.4_1,Bekaa,Governorate,809.5
IRN.12_1,IRN,Iran,IRN.12_1,Ilam,Province,390.6166666666667
PAK.7_1,PAK,Pakistan,PAK.7_1,Punjab,Province,325.6968838526912
JPN.7_1,JPN,Japan,JPN.7_1,Fukuoka,Prefecture,1827.4705882352941
JPN.5_1,JPN,Japan,JPN.5_1,Ehime,Prefecture,1962.764705882353
MAR.1_1,MAR,Morocco,MAR.1_1,Chaouia - Ouardigha,Region,429.7586206896552
TUN.14_1,TUN,Tunisia,TUN.14_1,Médenine,Governorate,172.6
PAK.4_1,PAK,Pakistan,PAK.4_1,F.C.T.,Capital Territory,1015.5
JPN.20_1,JPN,Japan,JPN.20_1,Kochi,Prefecture,2192.375
MAR.5_1,MAR,Morocco,MAR.5_1,Grand Casablanca,Region,414.0
LBN.8_1,LBN,Lebanon,LBN.8_1,South,Governorate,898.0
AFG.17_1,AFG,Afghanistan,AFG.17_1,Khost,Province,492.42857142857144
JPN.30_1,JPN,Japan,JPN.30_1,Oita,Prefecture,2071.1
MAR.2_1,MAR,Morocco,MAR.2_1,Doukkala - Abda,Region,331.64150943396226
LBN.6_1,LBN,Lebanon,LBN.6_1,Nabatiyeh,Governorate,831.0
IRQ.10_1,IRQ,Iraq,IRQ.10_1,Baghdad,Province,153.66666666666666
AFG.7_1,AFG,Afghanistan,AFG.7_1,Farah,Province,128.88235294117646
KOR.12_1,KOR,South Korea,KOR.12_1,Jeju,Province,1858.0
JPN.34_1,JPN,Japan,JPN.34_1,Saga,Prefecture,1956.0
TUN.21_1,TUN,Tunisia,TUN.21_1,Tataouine,Governorate,87.21167883211679
ISR.5_1,ISR,Israel,ISR.5_1,HaZafon,District,570.0
ISR.1_1,ISR,Israel,ISR.1_1,Golan,District,602.0
SYR.12_1,SYR,Syria,SYR.12_1,Quneitra,Province,561.0
SYR.6_1,SYR,Syria,SYR.6_1,Dar`a,Province,284.64285714285717
JOR.10_1,JOR,Jordan,JOR.10_1,Mafraq,Province,100.3586956521739
IRQ.18_1,IRQ,Iraq,IRQ.18_1,Wasit,Province,170.2622950819672
AFG.11_1,AFG,Afghanistan,AFG.11_1,Hilmand,Province,108.56345177664974
AFG.32_1,AFG,Afghanistan,AFG.32_1,Uruzgan,Province,260.1276595744681
AFG.25_1,AFG,Afghanistan,AFG.25_1,Paktika,Province,276.1044776119403
LBY.10_1,LBY,Libya,LBY.10_1,An Nuqat al Khams,District,157.17391304347825
SYR.4_1,SYR,Syria,SYR.4_1,As Suwayda',Province,192.33333333333334
IRQ.9_1,IRQ,Iraq,IRQ.9_1,Babil,Province,120.08695652173913
IND.13_1,IND,India,IND.13_1,Himachal Pradesh,Union Territory,1026.3101604278074
CHN.13_1,CHN,China,CHN.13_1,Hubei,Province,1187.9203821656051
JPN.21_1,JPN,Japan,JPN.21_1,Kumamoto,Prefecture,2358.875
USA.19_1,USA,United States,USA.19_1,Louisiana,State,1490.7146341463415
DZA.20_1,DZA,Algeria,DZA.20_1,Ghardaïa,Province,43.78200692041523
LBY.2_1,LBY,Libya,LBY.2_1,Al Jabal al Akhdar,District,231.28571428571428
ISR.3_1,ISR,Israel,ISR.3_1,Haifa,District,576.5
IRN.15_1,IRN,Iran,IRN.15_1,Khuzestan,Province,309.0044642857143
AFG.34_1,AFG,Afghanistan,AFG.34_1,Zabul,Province,269.8225806451613
PRT.13_1,PRT,Portugal,PRT.13_1,Madeira,'Autonomous Region',697.3333333333334
MAR.13_1,MAR,Morocco,MAR.13_1,Tadla - Azilal,Region,452.94642857142856
LBY.11_1,LBY,Libya,LBY.11_1,Az Zawiyah,District,186.58333333333334
LBY.4_1,LBY,Libya,LBY.4_1,Al Jifarah,District,233.85714285714286
LBY.20_1,LBY,Libya,LBY.20_1,Tripoli,District,295.375
LBY.8_1,LBY,Libya,LBY.8_1,Al Marqab,District,226.35714285714286
LBY.7_1,LBY,Libya,LBY.7_1,Al Marj,District,249.68571428571428
LBY.13_1,LBY,Libya,LBY.13_1,Darnah,District,101.53125
IRQ.15_1,IRQ,Iraq,IRQ.15_1,Maysan,Province,201.48333333333332
JPN.25_1,JPN,Japan,JPN.25_1,Miyazaki,Prefecture,2600.1428571428573
MEX.3_1,MEX,Mexico,MEX.3_1,Baja California,State,172.70634920634922
MAR.8_1,MAR,Morocco,MAR.8_1,Marrakech - Tensift - Al Haouz,Region,343.1574074074074
LBY.12_1,LBY,Libya,LBY.12_1,Benghazi,District,198.39622641509433
JOR.5_1,JOR,Jordan,JOR.5_1,Irbid,Province,382.6666666666667
IRQ.14_1,IRQ,Iraq,IRQ.14_1,Karbala',Province,84.5
IRN.4_1,IRN,Iran,IRN.4_1,Chahar Mahall and Bakhtiari,Province,293.4339622641509
MEX.26_1,MEX,Mexico,MEX.26_1,Sonora,State,412.8940609951846
LBY.15_1,LBY,Libya,LBY.15_1,Misratah,District,138.91752577319588
PSE.2_1,PSE,Palestina,PSE.2_1,West Bank,District,408.95
AFG.15_1,AFG,Afghanistan,AFG.15_1,Kandahar,Province,176.49171270718233
IND.28_1,IND,India,IND.28_1,Punjab,State,644.245508982036
DZA.7_1,DZA,Algeria,DZA.7_1,Béchar,Province,48.78142076502732
LBY.17_1,LBY,Libya,LBY.17_1,Nalut,District,52.68859649122807
LBY.3_1,LBY,Libya,LBY.3_1,Al Jabal al Gharbi,District,64.14532871972318
ISR.4_1,ISR,Israel,ISR.4_1,HaMerkaz,District,545.5
JOR.1_1,JOR,Jordan,JOR.1_1,Ajlun,Province,397.0
JOR.6_1,JOR,Jordan,JOR.6_1,Jarash,Province,324.0
IRQ.5_1,IRQ,Iraq,IRQ.5_1,An-Najaf,Province,82.2156862745098
IRQ.4_1,IRQ,Iraq,IRQ.4_1,Al-Qadisiyah,Province,108.62068965517241
LBY.1_1,LBY,Libya,LBY.1_1,Al Butnan,District,38.56537102473498
JOR.4_1,JOR,Jordan,JOR.4_1,Balqa,Province,253.33333333333334
JOR.12_1,JOR,Jordan,JOR.12_1,Zarqa,Province,89.8
SAU.3_1,SAU,Saudi Arabia,SAU.3_1,Al Hudud ash Shamaliyah,Region,112.62060301507537
AFG.23_1,AFG,Afghanistan,AFG.23_1,Nimroz,Province,58.23021582733813
CHN.3_1,CHN,China,CHN.3_1,Chongqing,Municipality,1235.3236363636363
JPN.18_1,JPN,Japan,JPN.18_1,Kagoshima,Prefecture,2496.766666666667
MAR.12_1,MAR,Morocco,MAR.12_1,Souss - Massa - Draâ,Region,226.95020746887965
JOR.2_1,JOR,Jordan,JOR.2_1,Amman,Province,167.45454545454547
IRQ.11_1,IRQ,Iraq,IRQ.11_1,Dhi-Qar,Province,114.79545454545455
IRN.13_1,IRN,Iran,IRN.13_1,Kerman,Province,159.77687296416937
PAK.2_1,PAK,Pakistan,PAK.2_1,Baluchistan,Province,179.94912280701755
MEX.6_1,MEX,Mexico,MEX.6_1,Chihuahua,State,469.7269326683292
ISR.2_1,ISR,Israel,ISR.2_1,HaDarom,District,163.77551020408163
ISR.6_1,ISR,Israel,ISR.6_1,Jerusalem,District,448.0
JOR.9_1,JOR,Jordan,JOR.9_1,Madaba,Province,246.33333333333334
CHN.24_1,CHN,China,CHN.24_1,Shanghai,Municipality,1010.9565217391304
EGY.24_1,EGY,Egypt,EGY.24_1,Matrouh,Governorate,63.949438202247194
EGY.23_1,EGY,Egypt,EGY.23_1,Kafr ash Shaykh,Governorate,119.38461538461539
SAU.4_1,SAU,Saudi Arabia,SAU.4_1,Al Jawf,Region,56.45897435897436
IRQ.3_1,IRQ,Iraq,IRQ.3_1,Al-Muthannia,Province,112.5
IRN.7_1,IRN,Iran,IRN.7_1,Fars,Province,229.84928229665073
DZA.1_1,DZA,Algeria,DZA.1_1,Adrar,Province,15.95747696669029
LBY.19_1,LBY,Libya,LBY.19_1,Surt,District,83.86206896551724
EGY.3_1,EGY,Egypt,EGY.3_1,Al Buhayrah,Governorate,76.89473684210526
EGY.1_1,EGY,Egypt,EGY.1_1,Ad Daqahliyah,Governorate,65.66666666666667
EGY.21_1,EGY,Egypt,EGY.21_1,Dumyat,Governorate,94.5
JOR.7_1,JOR,Jordan,JOR.7_1,Karak,Province,235.5
IRN.16_1,IRN,Iran,IRN.16_1,Kohgiluyeh and Buyer Ahmad,Province,291.8936170212766
IRN.26_1,IRN,Iran,IRN.26_1,Sistan and Baluchestan,Province,129.3573883161512
IND.35_1,IND,India,IND.35_1,Uttarakhand,State,1514.6888888888889
EGY.20_1,EGY,Egypt,EGY.20_1,Bur Sa`id,Governorate,64.4
EGY.26_1,EGY,Egypt,EGY.26_1,Shamal Sina',Governorate,81.21348314606742
JOR.8_1,JOR,Jordan,JOR.8_1,Ma`an,Province,61.559633027522935
IRQ.2_1,IRQ,Iraq,IRQ.2_1,Al-Basrah,Province,127.36065573770492
LBY.9_1,LBY,Libya,LBY.9_1,Al Wahat,District,25.161490683229815
EGY.6_1,EGY,Egypt,EGY.6_1,Al Iskandariyah,Governorate,106.75
EGY.5_1,EGY,Egypt,EGY.5_1,Al Gharbiyah,Governorate,51.833333333333336
EGY.16_1,EGY,Egypt,EGY.16_1,Ash Sharqiyah,Governorate,41.578947368421055
CHN.31_1,CHN,China,CHN.31_1,Zhejiang,Province,1481.1114285714286
USA.10_1,USA,United States,USA.10_1,Florida,State,1365.9253112033196
EGY.7_1,EGY,Egypt,EGY.7_1,Al Isma`iliyah,Governorate,41.35294117647059
JOR.11_1,JOR,Jordan,JOR.11_1,Tafilah,Province,190.14285714285714
IND.6_1,IND,India,IND.6_1,Chandigarh,Union Territory,1008.0
IND.12_1,IND,India,IND.12_1,Haryana,State,574.8724832214765
EGY.9_1,EGY,Egypt,EGY.9_1,Al Minufiyah,Governorate,31.0
JOR.3_1,JOR,Jordan,JOR.3_1,Aqaba,Province,58.69565217391305
DZA.22_1,DZA,Algeria,DZA.22_1,Illizi,Province,26.021897810218977
EGY.12_1,EGY,Egypt,EGY.12_1,Al Qalyubiyah,Governorate,26.666666666666668
NPL.4_1,NPL,Nepal,NPL.4_1,Mid-Western,Development Region,1043.8125
MAR.6_1,MAR,Morocco,MAR.6_1,Guelmim - Es-Semara,Region,105.59817351598174
EGY.8_1,EGY,Egypt,EGY.8_1,Al Jizah,Governorate,14.292682926829269
EGY.15_1,EGY,Egypt,EGY.15_1,As Suways,Governorate,24.416666666666668
IND.34_1,IND,India,IND.34_1,Uttar Pradesh,State,1011.010152284264
EGY.11_1,EGY,Egypt,EGY.11_1,Al Qahirah,Governorate,29.571428571428573
KWT.3_1,KWT,Kuwait,KWT.3_1,Al Jahrah,Province,121.0
IRN.3_1,IRN,Iran,IRN.3_1,Bushehr,Province,238.89743589743588
IND.29_1,IND,India,IND.29_1,Rajasthan,State,447.88809310653534
NPL.3_1,NPL,Nepal,NPL.3_1,Far-Western,Development Region,1395.6764705882354
CHN.14_1,CHN,China,CHN.14_1,Hunan,Province,1412.5602322206096
EGY.22_1,EGY,Egypt,EGY.22_1,Janub Sina',Governorate,23.918367346938776
CHN.16_1,CHN,China,CHN.16_1,Jiangxi,Province,1618.640510948905
MEX.7_1,MEX,Mexico,MEX.7_1,Coahuila,State,330.0807086614173
DZA.44_1,DZA,Algeria,DZA.44_1,Tindouf,Province,31.529190207156308
DZA.41_1,DZA,Algeria,DZA.41_1,Tamanghasset,Province,28.005765199161427
EGY.4_1,EGY,Egypt,EGY.4_1,Al Fayyum,Governorate,10.857142857142858
LBY.22_1,LBY,Libya,LBY.22_1,Wadi ash Shati',District,19.532467532467532
LBY.5_1,LBY,Libya,LBY.5_1,Al Jufrah,District,15.678474114441418
IND.3_1,IND,India,IND.3_1,Arunachal Pradesh,State,1663.2936802973977
EGY.19_1,EGY,Egypt,EGY.19_1,Bani Suwayf,Governorate,8.129032258064516
KWT.2_1,KWT,Kuwait,KWT.2_1,Al Farwaniyah,Province,112.0
KWT.6_1,KWT,Kuwait,KWT.6_1,Mubarak Al-Kabeer,Province,109.0
NPL.5_1,NPL,Nepal,NPL.5_1,West,Development Region,1344.7263157894736
ESP.14_1,ESP,Spain,ESP.14_1,Islas Canarias,Autonomous Community,261.5
EGY.2_1,EGY,Egypt,EGY.2_1,Al Bahr al Ahmar,Governorate,9.01510574018127
SAU.8_1,SAU,Saudi Arabia,SAU.8_1,Ash Sharqiyah,Region,86.25883694412771
KWT.1_1,KWT,Kuwait,KWT.1_1,Al Ahmadi,Province,107.85714285714286
CHN.30_1,CHN,China,CHN.30_1,Yunnan,Province,1100.014563106796
CHN.8_1,CHN,China,CHN.8_1,Guizhou,Province,1172.6453287197232
SAU.13_1,SAU,Saudi Arabia,SAU.13_1,Tabuk,Region,53.26139817629179
IRN.11_1,IRN,Iran,IRN.11_1,Hormozgan,Province,254.06392694063928
EGY.10_1,EGY,Egypt,EGY.10_1,Al Minya,Governorate,4.805825242718447
SAU.9_1,SAU,Saudi Arabia,SAU.9_1,Ha'il,Region,136.67002518891687
IND.25_1,IND,India,IND.25_1,NCT of Delhi,Union Territory,684.6
PAK.8_1,PAK,Pakistan,PAK.8_1,Sind,Province,178.74454148471617
MMR.4_1,MMR,Myanmar,MMR.4_1,Kachin,State,2293.419014084507
NPL.1_1,NPL,Nepal,NPL.1_1,Central,Development Region,1614.7209302325582
CHN.4_1,CHN,China,CHN.4_1,Fujian,Province,1569.6851385390428
MAR.7_1,MAR,Morocco,MAR.7_1,Laâyoune - Boujdour - Sakia El Hamra,Region,51.8421052631579
NPL.2_1,NPL,Nepal,NPL.2_1,East,Development Region,1563.4574468085107
IND.30_1,IND,India,IND.30_1,Sikkim,State,1214.608695652174
BTN.4_1,BTN,Bhutan,BTN.4_1,Gasa,District,357.6666666666667
MEX.2_1,MEX,Mexico,MEX.2_1,Baja California Sur,State,178.91596638655463
BTN.14_1,BTN,Bhutan,BTN.14_1,Thimphu,District,604.8571428571429
BTN.18_1,BTN,Bhutan,BTN.18_1,Wangduephodrang,District,966.8461538461538
BTN.1_1,BTN,Bhutan,BTN.1_1,Bumthang,District,724.8
BTN.6_1,BTN,Bhutan,BTN.6_1,Lhuentse,District,783.1428571428571
BTN.19_1,BTN,Bhutan,BTN.19_1,Yangtse,District,798.4
IND.4_1,IND,India,IND.4_1,Assam,State,2351.2346153846156
LBY.14_1,LBY,Libya,LBY.14_1,Ghat,District,16.288235294117648
LBY.18_1,LBY,Libya,LBY.18_1,Sabha,District,14.672413793103448
EGY.18_1,EGY,Egypt,EGY.18_1,Asyut,Governorate,3.618181818181818
BTN.10_1,BTN,Bhutan,BTN.10_1,Punakha,District,912.25
MEX.19_1,MEX,Mexico,MEX.19_1,Nuevo León,State,513.2238095238096
MEX.28_1,MEX,Mexico,MEX.28_1,Tamaulipas,State,729.9448818897638
ESH.3_1,ESH,Western Sahara,ESH.3_1,Laayoune,Province,29.656565656565657
ESH.2_1,ESH,Western Sahara,ESH.2_1,Es Semara,Province,34.77168949771689
EGY.14_1,EGY,Egypt,EGY.14_1,Al Wadi al Jadid,Governorate,2.6972343522561864
BTN.5_1,BTN,Bhutan,BTN.5_1,Haa,District,1442.0
BTN.8_1,BTN,Bhutan,BTN.8_1,Paro,District,853.0
BTN.16_1,BTN,Bhutan,BTN.16_1,Trongsa,District,1209.8
SAU.7_1,SAU,Saudi Arabia,SAU.7_1,Ar Riyad,Region,119.1060100166945
IND.5_1,IND,India,IND.5_1,Bihar,State,1172.1715210355987
BTN.7_1,BTN,Bhutan,BTN.7_1,Monggar,District,1315.0
BTN.15_1,BTN,Bhutan,BTN.15_1,Trashigang,District,1282.75
LBY.21_1,LBY,Libya,LBY.21_1,Wadi al Hayat,District,15.564814814814815
EGY.27_1,EGY,Egypt,EGY.27_1,Suhaj,Governorate,2.7142857142857144
SAU.5_1,SAU,Saudi Arabia,SAU.5_1,Al Madinah,Region,89.02159827213823
SAU.6_1,SAU,Saudi Arabia,SAU.6_1,Al Quassim,Region,160.34463276836158
BTN.12_1,BTN,Bhutan,BTN.12_1,Samtse,District,3323.0
BTN.2_1,BTN,Bhutan,BTN.2_1,Chhukha,District,2371.5
BTN.3_1,BTN,Bhutan,BTN.3_1,Dagana,District,2290.0
BTN.20_1,BTN,Bhutan,BTN.20_1,Zhemgang,District,2037.0
MMR.12_1,MMR,Myanmar,MMR.12_1,Sagaing,Division,1794.9512987012988
MRT.12_1,MRT,Mauritania,MRT.12_1,Tiris Zemmour,Region,24.12425328554361
IND.36_1,IND,India,IND.36_1,West Bengal,State,1724.1115241635687
BTN.17_1,BTN,Bhutan,BTN.17_1,Tsirang,District,2177.0
BTN.13_1,BTN,Bhutan,BTN.13_1,Sarpang,District,2759.3333333333335
BTN.9_1,BTN,Bhutan,BTN.9_1,Pemagatshel,District,2300.3333333333335
BTN.11_1,BTN,Bhutan,BTN.11_1,Samdrupjongkhar,District,2279.2
MEX.25_1,MEX,Mexico,MEX.25_1,Sinaloa,State,776.849710982659
BHS.22_1,BHS,Bahamas,BHS.22_1,North Abaco,District,1388.0
LBY.16_1,LBY,Libya,LBY.16_1,Murzuq,District,9.204413472706156
LBY.6_1,LBY,Libya,LBY.6_1,Al Kufrah,District,2.8547445255474453
IND.24_1,IND,India,IND.24_1,Nagaland,State,2001.7068965517242
MEX.10_1,MEX,Mexico,MEX.10_1,Durango,State,645.72040302267
BHS.32_1,BHS,Bahamas,BHS.32_1,West Grand Bahama,District,1430.0
BHS.11_1,BHS,Bahamas,BHS.11_1,East Grand Bahama,District,1418.0
IND.19_1,IND,India,IND.19_1,Madhya Pradesh,State,1056.736680327869
JPN.32_1,JPN,Japan,JPN.32_1,Okinawa,Prefecture,2128.6666666666665
BHS.6_1,BHS,Bahamas,BHS.6_1,Central Abaco,District,1276.3333333333333
EGY.25_1,EGY,Egypt,EGY.25_1,Qina,Governorate,1.8837209302325582
BGD.6_1,BGD,Bangladesh,BGD.6_1,Rangpur,Division,2305.796296296296
ESH.1_1,ESH,Western Sahara,ESH.1_1,Boujdour,Province,32.072463768115945
CHN.7_1,CHN,China,CHN.7_1,Guangxi,Autonomous Region,1546.4132450331126
BHS.28_1,BHS,Bahamas,BHS.28_1,South Abaco,District,1157.0
BHR.5_1,BHR,Bahrain,BHR.5_1,Southern,Governorate,79.5
QAT.6_1,QAT,Qatar,QAT.6_1,Madinat ash Shamal,Municipality,94.0
OMN.10_1,OMN,Oman,OMN.10_1,Musandam,Province,322.25
QAT.3_1,QAT,Qatar,QAT.3_1,Al Khor,Municipality,94.0
ARE.5_1,ARE,United Arab Emirates,ARE.5_1,Ras Al-Khaimah,Emirate,192.0
