temp_difference,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
8.662851145,COL,Colombia,COL.1_1,Amazonas,Commissiary
7.486078043,GAB,Gabon,GAB.3_1,Moyen-Ogooué,Province
11.16193214,UGA,Uganda,UGA.39_1,Mbarara,District
10.74343332,UGA,Uganda,UGA.53_1,Sembabule,District
11.93095015,KEN,Kenya,KEN.45_1,Vihiga,County
13.81964438,KEN,Kenya,KEN.31_1,Nakuru,County
8.179905567,ECU,Ecuador,ECU.21_1,Santo Domingo de los Tsachilas,Province
9.751379154,ECU,Ecuador,ECU.16_1,Napo,Province
9.426978483,ECU,Ecuador,ECU.17_1,Orellana,Province
9.777985688,PER,Peru,PER.17_1,Loreto,Region
8.987118654,GAB,Gabon,GAB.2_1,Haut-Ogooué,Province
10.17892372,COD,Democratic Republic of the Congo,COD.17_1,Maniema,Province
10.27184669,UGA,Uganda,UGA.35_1,Masaka,District
11.93621243,KEN,Kenya,KEN.17_1,Kisumu,County
12.28758896,KEN,Kenya,KEN.12_1,Kericho,County
13.03649998,KEN,Kenya,KEN.35_1,Nyandarua,County
12.07843334,KEN,Kenya,KEN.36_1,Nyeri,County
11.03291238,KEN,Kenya,KEN.41_1,Tharaka-Nithi,County
10.21749192,KEN,Kenya,KEN.18_1,Kitui,County
9.651956541,KEN,Kenya,KEN.40_1,Tana River,County
7.386889393,IDN,Indonesia,IDN.22_1,Papua Barat,Province
10.85778537,UGA,Uganda,UGA.6_1,Bushenyi,District
10.37398009,UGA,Uganda,UGA.51_1,Rakai,District
7.70878005,UGA,Uganda,UGA.15_1,Kalangala,District
11.07286239,KEN,Kenya,KEN.6_1,Embu,County
9.817101475,ECU,Ecuador,ECU.6_1,Cotopaxi,Province
11.07819988,UGA,Uganda,UGA.52_1,Rukungiri,District
11.26506622,KEN,Kenya,KEN.8_1,Homa Bay,County
12.37726677,KEN,Kenya,KEN.2_1,Bomet,County
11.3770001,KEN,Kenya,KEN.15_1,Kirinyaga,County
8.726990014,ECU,Ecuador,ECU.13_1,Los Rios,Province
6.431450312,GAB,Gabon,GAB.8_1,Ogooué-Maritime,Province
11.60213343,KEN,Kenya,KEN.16_1,Kisii,County
11.7929001,KEN,Kenya,KEN.34_1,Nyamira,County
12.50521326,KEN,Kenya,KEN.33_1,Narok,County
11.4918375,KEN,Kenya,KEN.29_1,Murang'a,County
7.644809752,GAB,Gabon,GAB.4_1,Ngounié,Province
9.304981034,COD,Democratic Republic of the Congo,COD.16_1,Maï-Ndombe,Province
11.14163333,UGA,Uganda,UGA.19_1,Kanungu,District
11.70409997,UGA,Uganda,UGA.48_1,Ntungamo,District
11.43408109,KEN,Kenya,KEN.27_1,Migori,County
8.349197295,IDN,Indonesia,IDN.23_1,Papua,Province
9.183548404,ECU,Ecuador,ECU.10_1,Guayas,Province
12.21238557,KEN,Kenya,KEN.13_1,Kiambu,County
11.37492942,KEN,Kenya,KEN.22_1,Machakos,County
7.800188088,IDN,Indonesia,IDN.8_1,Jambi,Province
10.18781661,ECU,Ecuador,ECU.23_1,Tungurahua,Province
9.598426258,ECU,Ecuador,ECU.18_1,Pastaza,Province
9.979308558,COG,Republic of Congo,COG.9_1,Plateaux,Region
10.7994499,UGA,Uganda,UGA.26_1,Kisoro,District
11.2365501,UGA,Uganda,UGA.12_1,Kabale,District
11.16975766,RWA,Rwanda,RWA.3_1,Iburasirazuba,Province
9.720754529,TZA,Tanzania,TZA.6_1,Kagera,Region
10.54549739,TZA,Tanzania,TZA.12_1,Mara,Region
11.9024169,KEN,Kenya,KEN.10_1,Kajiado,County
9.526466775,ECU,Ecuador,ECU.2_1,Bolivar,Province
10.90437752,BRA,Brazil,BRA.10_1,Maranhão,State
12.06110003,KEN,Kenya,KEN.30_1,Nairobi,County
8.322801524,IDN,Indonesia,IDN.25_1,Sulawesi Barat,Province
10.84961812,RWA,Rwanda,RWA.1_1,Amajyaruguru,Province
8.33103325,IDN,Indonesia,IDN.13_1,Kalimantan Selatan,Province
6.319029671,PNG,Papua New Guinea,PNG.16_1,New Ireland,Province
10.20057117,ECU,Ecuador,ECU.5_1,Chimborazo,Province
9.718273613,ECU,Ecuador,ECU.15_1,Morona Santiago,Province
10.03762282,RWA,Rwanda,RWA.4_1,Iburengerazuba,Province
9.685301346,TZA,Tanzania,TZA.16_1,Mwanza,Region
10.96131739,KEN,Kenya,KEN.23_1,Makueni,County
7.393138988,IDN,Indonesia,IDN.3_1,Bangka Belitung,Province
9.445366856,ECU,Ecuador,ECU.20_1,Santa Elena,Province
10.19562043,COD,Democratic Republic of the Congo,COD.21_1,Sankuru,Province
9.935922095,COD,Democratic Republic of the Congo,COD.22_1,Sud-Kivu,Province
11.48934037,TZA,Tanzania,TZA.1_1,Arusha,Region
6.915024781,KEN,Kenya,KEN.21_1,Lamu,County
7.878756677,IDN,Indonesia,IDN.31_1,Sumatera Selatan,Province
7.826499036,COG,Republic of Congo,COG.8_1,Niari,Region
10.57801337,RWA,Rwanda,RWA.2_1,Amajyepfo,Province
11.0711503,RWA,Rwanda,RWA.5_1,Umujyi wa Kigali,Province
8.260310773,IDN,Indonesia,IDN.26_1,Sulawesi Selatan,Province
6.477175125,PNG,Papua New Guinea,PNG.12_1,Manus,Province
8.197528692,COG,Republic of Congo,COG.6_1,Lékoumou,Region
11.93842875,TZA,Tanzania,TZA.24_1,Simiyu,Region
10.29002434,ECU,Ecuador,ECU.3_1,Cañar,Province
10.67381683,BRA,Brazil,BRA.24_1,Santa Catarina,State
7.300979998,GAB,Gabon,GAB.5_1,Nyanga,Province
10.23187923,COD,Democratic Republic of the Congo,COD.9_1,Kasaï,Province
10.63456002,BDI,Burundi,BDI.10_1,Kirundo,Province
10.76762856,BDI,Burundi,BDI.13_1,Muyinga,Province
10.97210189,TZA,Tanzania,TZA.4_1,Geita,Region
8.294542671,KEN,Kenya,KEN.14_1,Kilifi,County
7.840006221,IDN,Indonesia,IDN.5_1,Bengkulu,Province
10.63193934,ECU,Ecuador,ECU.1_1,Azuay,Province
10.57431745,BDI,Burundi,BDI.6_1,Cibitoke,Province
10.6788801,BDI,Burundi,BDI.15_1,Ngozi,Province
10.64500033,KEN,Kenya,KEN.39_1,Taita Taveta,County
8.328672065,PNG,Papua New Guinea,PNG.18_1,Sandaun,Province
12.23332007,BRA,Brazil,BRA.18_1,Piauí,State
10.11476673,BRA,Brazil,BRA.6_1,Ceará,State
9.437004535,COG,Republic of Congo,COG.11_1,Pool,Region
10.08228337,BDI,Burundi,BDI.9_1,Kayanza,Province
10.73435005,BDI,Burundi,BDI.5_1,Cankuzo,Province
10.48510446,TZA,Tanzania,TZA.8_1,Kigoma,Region
10.91853293,TZA,Tanzania,TZA.9_1,Kilimanjaro,Region
8.083933647,IDN,Indonesia,IDN.28_1,Sulawesi Tenggara,Province
7.331059246,IDN,Indonesia,IDN.19_1,Maluku,Province
10.35136074,ECU,Ecuador,ECU.7_1,El Oro,Province
10.61701468,PER,Peru,PER.1_1,Amazonas,Region
10.5808331,BDI,Burundi,BDI.1_1,Bubanza,Province
10.81485035,BDI,Burundi,BDI.8_1,Karuzi,Province
10.33971654,COD,Democratic Republic of the Congo,COD.13_1,Kwilu,Province
10.1966047,BDI,Burundi,BDI.12_1,Muramvya,Province
10.64947984,BDI,Burundi,BDI.7_1,Gitega,Province
10.71369993,BDI,Burundi,BDI.17_1,Ruyigi,Province
11.8542708,TZA,Tanzania,TZA.23_1,Shinyanga,Region
11.43917422,ECU,Ecuador,ECU.12_1,Loja,Province
10.24755291,ECU,Ecuador,ECU.24_1,Zamora Chinchipe,Province
8.6545601,BDI,Burundi,BDI.2_1,Bujumbura Mairie,Province
9.291150067,BDI,Burundi,BDI.3_1,Bujumbura Rural,Province
10.40983327,BDI,Burundi,BDI.14_1,Mwaro,Province
9.738221198,PNG,Papua New Guinea,PNG.5_1,East Sepik,Province
10.30193372,PER,Peru,PER.25_1,Tumbes,Region
6.828351061,COG,Republic of Congo,COG.5_1,Kouilou,Region
8.499219162,COG,Republic of Congo,COG.1_1,Bouenza,Region
9.68185996,BDI,Burundi,BDI.4_1,Bururi,Province
11.22465985,TZA,Tanzania,TZA.11_1,Manyara,Region
9.101762291,KEN,Kenya,KEN.19_1,Kwale,County
10.60183332,BDI,Burundi,BDI.16_1,Rutana,Province
11.82207422,TZA,Tanzania,TZA.26_1,Tabora,Region
11.72917572,TZA,Tanzania,TZA.25_1,Singida,Region
8.172956001,IDN,Indonesia,IDN.17_1,Lampung,Province
9.922003715,COD,Democratic Republic of the Congo,COD.10_1,Kinshasa,Province
9.736196622,BDI,Burundi,BDI.11_1,Makamba,Province
8.2371798,KEN,Kenya,KEN.28_1,Mombasa,County
9.239026729,PNG,Papua New Guinea,PNG.11_1,Madang,Province
11.66785091,PER,Peru,PER.21_1,Piura,Region
8.9971199,COG,Republic of Congo,COG.2_1,Brazzaville,Region
11.87335396,COD,Democratic Republic of the Congo,COD.12_1,Kwango,Province
10.69242339,COD,Democratic Republic of the Congo,COD.7_1,Kasaï-Central,Province
9.776427942,TZA,Tanzania,TZA.27_1,Tanga,Region
7.523456911,PNG,Papua New Guinea,PNG.4_1,East New Britain,Province
7.301393705,AGO,Angola,AGO.4_1,Cabinda,Province
8.988944019,COD,Democratic Republic of the Congo,COD.11_1,Kongo-Central,Province
11.56133125,TZA,Tanzania,TZA.3_1,Dodoma,Region
12.21203856,PER,Peru,PER.6_1,Cajamarca,Region
9.448268552,BRA,Brazil,BRA.20_1,Rio Grande do Norte,State
11.6119765,COD,Democratic Republic of the Congo,COD.14_1,Lomami,Province
7.29964495,TZA,Tanzania,TZA.18_1,Pemba North,Region
11.2770356,COD,Democratic Republic of the Congo,COD.24_1,Tanganyika,Province
8.169539159,PNG,Papua New Guinea,PNG.22_1,Western,Province
10.32049653,PNG,Papua New Guinea,PNG.9_1,Hela,Province
10.81925309,PNG,Papua New Guinea,PNG.7_1,Enga,Province
7.389805575,PNG,Papua New Guinea,PNG.20_1,West New Britain,Province
6.913504219,PNG,Papua New Guinea,PNG.1_1,Bougainville,Autonomous Region
12.05645463,BRA,Brazil,BRA.27_1,Tocantins,State
11.43789754,TZA,Tanzania,TZA.7_1,Katavi,Region
7.278646633,TZA,Tanzania,TZA.19_1,Pemba South,Region
11.06703845,PNG,Papua New Guinea,PNG.21_1,Western Highlands,Province
11.36227384,PER,Peru,PER.23_1,San Martín,Region
10.87619292,PNG,Papua New Guinea,PNG.10_1,Jiwaka,Province
9.758725531,PNG,Papua New Guinea,PNG.14_1,Morobe,Province
11.2556932,PER,Peru,PER.14_1,Lambayeque,Region
11.35652417,COD,Democratic Republic of the Congo,COD.8_1,Kasaï-Oriental,Province
8.568117652,IDN,Indonesia,IDN.10_1,Jawa Tengah,Province
8.786861073,AGO,Angola,AGO.18_1,Zaire,Province
10.40886206,AGO,Angola,AGO.17_1,Uíge,Province
8.569924049,TZA,Tanzania,TZA.14_1,Morogoro,Region
8.450920943,TZA,Tanzania,TZA.20_1,Pwani,Region
8.0140305,TZA,Tanzania,TZA.28_1,Zanzibar North,Region
7.158105124,IDN,Indonesia,IDN.4_1,Banten,Province
11.06369195,PNG,Papua New Guinea,PNG.19_1,Southern Highlands,Province
11.08471108,PNG,Papua New Guinea,PNG.3_1,Chimbu,Province
10.882123,PNG,Papua New Guinea,PNG.6_1,Eastern Highlands,Province
9.604293792,BRA,Brazil,BRA.15_1,Paraíba,State
8.21376995,TZA,Tanzania,TZA.30_1,Zanzibar West,Region
8.21678495,TZA,Tanzania,TZA.29_1,Zanzibar South and Central,Region
7.742510843,IDN,Indonesia,IDN.9_1,Jawa Barat,Province
11.85899572,COD,Democratic Republic of the Congo,COD.4_1,Haut-Lomami,Province
8.46804,IDN,Indonesia,IDN.7_1,Jakarta Raya,Province
8.710297825,TZA,Tanzania,TZA.2_1,Dar es Salaam,Region
9.744283431,PNG,Papua New Guinea,PNG.8_1,Gulf,Province
6.058646667,SLB,Solomon Islands,SLB.2_1,Choiseul,Province
11.47936737,TZA,Tanzania,TZA.21_1,Rukwa,Region
12.08092784,TZA,Tanzania,TZA.13_1,Mbeya,Region
10.51303536,TZA,Tanzania,TZA.5_1,Iringa,Region
8.617639348,IDN,Indonesia,IDN.11_1,Jawa Timur,Province
6.456082282,SLB,Solomon Islands,SLB.10_1,Western,Province
12.26065859,PER,Peru,PER.13_1,La Libertad,Region
13.53190444,AGO,Angola,AGO.12_1,Lunda Norte,Province
10.72248107,BRA,Brazil,BRA.1_1,Acre,State
10.87238177,PER,Peru,PER.26_1,Ucayali,Region
12.85746888,BRA,Brazil,BRA.12_1,Mato Grosso,State
10.08766393,BRA,Brazil,BRA.17_1,Pernambuco,State
13.69152656,AGO,Angola,AGO.14_1,Malanje,Province
6.480125025,SLB,Solomon Islands,SLB.5_1,Isabel,Province
8.180180164,IDN,Indonesia,IDN.33_1,Yogyakarta,Province
8.047896607,AGO,Angola,AGO.1_1,Bengo,Province
12.84088352,COD,Democratic Republic of the Congo,COD.15_1,Lualaba,Province
12.81012439,COD,Democratic Republic of the Congo,COD.3_1,Haut-Katanga,Province
8.952145938,PNG,Papua New Guinea,PNG.2_1,Central,Province
12.41386556,PER,Peru,PER.2_1,Ancash,Region
11.78221508,BRA,Brazil,BRA.22_1,Rondônia,State
10.01403776,AGO,Angola,AGO.6_1,Cuanza Norte,Province
8.864526142,TZA,Tanzania,TZA.10_1,Lindi,Region
8.993446668,PNG,Papua New Guinea,PNG.17_1,Oro,Province
7.374275671,IDN,Indonesia,IDN.2_1,Bali,Province
8.192313629,IDN,Indonesia,IDN.20_1,Nusa Tenggara Barat,Province
7.903354702,IDN,Indonesia,IDN.21_1,Nusa Tenggara Timur,Province
8.26980495,TLS,Timor-Leste,TLS.7_1,Dili,District
12.34591964,PER,Peru,PER.10_1,Huánuco,Region
13.96441438,AGO,Angola,AGO.13_1,Lunda Sul,Province
12.36772175,ZMB,Zambia,ZMB.4_1,Luapula,Province
12.08852956,ZMB,Zambia,ZMB.8_1,Northern,Province
8.67448788,TLS,Timor-Leste,TLS.4_1,Baucau,District
8.2328599,TLS,Timor-Leste,TLS.9_1,Lautém,District
7.310376357,PNG,Papua New Guinea,PNG.13_1,Milne Bay,Province
6.901154286,SLB,Solomon Islands,SLB.7_1,Malaita,Province
11.40214404,BRA,Brazil,BRA.5_1,Bahia,State
8.1793098,TLS,Timor-Leste,TLS.10_1,Liquiçá,District
8.795866633,TLS,Timor-Leste,TLS.1_1,Aileu,District
8.814275025,TLS,Timor-Leste,TLS.11_1,Manatuto,District
8.33482155,AGO,Angola,AGO.11_1,Luanda,Province
10.64277337,TZA,Tanzania,TZA.17_1,Njombe,Region
8.4576867,TLS,Timor-Leste,TLS.8_1,Ermera,District
8.59457365,TLS,Timor-Leste,TLS.13_1,Viqueque,District
6.57679495,PYF,French Polynesia,PYF.3_1,Îles Marquises,Administrative subdivisions
8.474868446,BRA,Brazil,BRA.2_1,Alagoas,State
8.524506567,TLS,Timor-Leste,TLS.5_1,Bobonaro,District
8.6663351,TLS,Timor-Leste,TLS.2_1,Ainaro,District
8.552989925,TLS,Timor-Leste,TLS.12_1,Manufahi,District
8.13197592,TLS,Timor-Leste,TLS.6_1,Covalima,District
6.73335505,SLB,Solomon Islands,SLB.1_1,Central,Province
11.79716223,ZMB,Zambia,ZMB.6_1,Muchinga,Province
7.87762,TLS,Timor-Leste,TLS.3_1,Ambeno,District
9.266791369,TZA,Tanzania,TZA.22_1,Ruvuma,Region
8.5765896,PNG,Papua New Guinea,PNG.15_1,National Capital District,District
7.45984715,SLB,Solomon Islands,SLB.3_1,Guadalcanal, 
12.22667503,PER,Peru,PER.20_1,Pasco,Region
8.540348126,BRA,Brazil,BRA.26_1,Sergipe,State
10.30507755,MWI,Malawi,MWI.5_1,Chitipa,District
8.3737627,MWI,Malawi,MWI.8_1,Karonga,District
10.2457774,BOL,Bolivia,BOL.6_1,Pando,Department
11.60652708,AGO,Angola,AGO.7_1,Cuanza Sul,Province
13.48364578,AUS,Australia,AUS.7_1,Queensland,State
5.522679933,SLB,Solomon Islands,SLB.9_1,Temotu,Province
10.62917394,PER,Peru,PER.18_1,Madre de Dios,Region
10.36047778,TZA,Tanzania,TZA.15_1,Mtwara,Region
7.51164089,SLB,Solomon Islands,SLB.6_1,Makira Ulawa,Province
11.6615376,PER,Peru,PER.16_1,Lima,Region
10.65952027,BOL,Bolivia,BOL.3_1,El Beni,Department
9.392261818,MWI,Malawi,MWI.25_1,Rumphi,District
10.79038702,MOZ,Mozambique,MOZ.1_1,Cabo Delgado,Province
12.49501655,PER,Peru,PER.12_1,Junín,Region
13.89127328,AGO,Angola,AGO.3_1,Bié,Province
14.36585211,AGO,Angola,AGO.15_1,Moxico,Province
15.09003992,ZMB,Zambia,ZMB.7_1,North-Western,Province
11.28700905,MWI,Malawi,MWI.17_1,Mzimba,District
8.331955003,MWI,Malawi,MWI.19_1,Nkhata Bay,District
14.42615251,AUS,Australia,AUS.6_1,Northern Territory,Territory
13.96004291,PER,Peru,PER.8_1,Cusco,Region
10.70153835,MOZ,Mozambique,MOZ.8_1,Nassa,Province
12.93635603,AGO,Angola,AGO.9_1,Huambo,Province
8.03925515,SLB,Solomon Islands,SLB.8_1,Rennell and Bellona,Province
8.672283389,PER,Peru,PER.15_1,Lima Province,Province
12.8651296,ZMB,Zambia,ZMB.3_1,Eastern,Province
8.52551985,COM,Comoros,COM.2_1,Njazídja,Autonomous Island
12.77348651,BOL,Bolivia,BOL.4_1,La Paz,Department
10.49998986,AGO,Angola,AGO.2_1,Benguela,Province
13.78554091,PER,Peru,PER.9_1,Huancavelica,Region
13.9781601,ZMB,Zambia,ZMB.1_1,Central,Province
9.397423162,MDG,Madagascar,MDG.2_1,Antsiranana,Autonomous Province
15.51828155,ZMB,Zambia,ZMB.2_1,Copperbelt,Province
9.071996336,MWI,Malawi,MWI.20_1,Nkhotakota,District
8.0278702,COM,Comoros,COM.1_1,Mwali,Autonomous Island
14.44178989,PER,Peru,PER.5_1,Ayacucho,Region
12.020936,MWI,Malawi,MWI.9_1,Kasungu,District
11.7238469,BRA,Brazil,BRA.9_1,Goiás,State
8.2548399,MYT,Mayotte,MYT.11_1,M'tsangamouji,Commune
8.2326698,MYT,Mayotte,MYT.4_1,Boueni,Commune
10.75052287,PER,Peru,PER.11_1,Ica,Region
14.52652411,PER,Peru,PER.22_1,Puno,Region
15.23563017,PER,Peru,PER.3_1,Apurímac,Region
10.85482006,MWI,Malawi,MWI.23_1,Ntchisi,District
13.45243966,AGO,Angola,AGO.10_1,Huíla,Province
12.87421825,MWI,Malawi,MWI.14_1,Mchinji,District
11.42764441,MWI,Malawi,MWI.7_1,Dowa,District
9.665322488,MWI,Malawi,MWI.26_1,Salima,District
5.8431602,WSM,Samoa,WSM.11_1,Vaisigano,District
5.5952501,WSM,Samoa,WSM.6_1,Gagaifomauga,District
5.9164851,WSM,Samoa,WSM.4_1,Fa'asaleleaga,District
11.42406499,BOL,Bolivia,BOL.8_1,Santa Cruz,Department
10.08260951,AGO,Angola,AGO.16_1,Namibe,Province
12.19977364,MWI,Malawi,MWI.11_1,Lilongwe,District
10.15592631,MWI,Malawi,MWI.6_1,Dedza,District
9.992675804,MWI,Malawi,MWI.13_1,Mangochi,District
11.57302207,MOZ,Mozambique,MOZ.7_1,Nampula,Province
5.9029198,WSM,Samoa,WSM.7_1,Palauli,District
15.81707831,AGO,Angola,AGO.5_1,Cuando Cubango,Province
15.39136908,ZMB,Zambia,ZMB.10_1,Western,Province
6.37067005,VUT,Vanuatu,VUT.6_1,Torba,Province
5.8972502,WSM,Samoa,WSM.1_1,A'ana,District
5.7905998,WSM,Samoa,WSM.9_1,Tuamasaga,District
5.6201401,WSM,Samoa,WSM.3_1,Atua,District
12.22106667,MDG,Madagascar,MDG.4_1,Mahajanga,Autonomous Province
14.4296315,AUS,Australia,AUS.11_1,Western Australia,State
13.24891053,MOZ,Mozambique,MOZ.10_1,Tete,Province
12.22180672,BRA,Brazil,BRA.13_1,Minas Gerais,State
11.00486357,MWI,Malawi,MWI.22_1,Ntcheu,District
11.03751402,MWI,Malawi,MWI.12_1,Machinga,District
14.90156851,PER,Peru,PER.4_1,Arequipa,Region
12.8976971,ZMB,Zambia,ZMB.5_1,Lusaka,Province
7.021109208,VUT,Vanuatu,VUT.3_1,Sanma,Province
11.57819994,MWI,Malawi,MWI.1_1,Balaka,District
6.5421624,VUT,Vanuatu,VUT.2_1,Penama,Province
11.72769592,MOZ,Mozambique,MOZ.11_1,Zambezia,Province
10.29548564,MDG,Madagascar,MDG.5_1,Toamasina,Autonomous Province
15.36499004,AGO,Angola,AGO.8_1,Cunene,Province
10.90292478,MWI,Malawi,MWI.18_1,Neno,District
10.55390271,MWI,Malawi,MWI.28_1,Zomba,District
14.48364556,ZMB,Zambia,ZMB.9_1,Southern,Province
11.17957499,MWI,Malawi,MWI.2_1,Blantyre,District
11.26174988,BRA,Brazil,BRA.7_1,Distrito Federal,Federal District
11.85895015,MWI,Malawi,MWI.24_1,Phalombe,District
4.297160929,FJI,Fiji,FJI.3_1,Northern,Division
13.34419943,ZWE,Zimbabwe,ZWE.6_1,Mashonaland West,Province
13.66724414,ZWE,Zimbabwe,ZWE.4_1,Mashonaland Central,Province
11.24745035,MWI,Malawi,MWI.16_1,Mwanza,District
11.2872,MWI,Malawi,MWI.4_1,Chiradzulu,District
11.3213331,MWI,Malawi,MWI.15_1,Mulanje,District
14.07146082,BOL,Bolivia,BOL.2_1,Cochabamba,Department
11.84155003,MWI,Malawi,MWI.3_1,Chikwawa,District
10.99180002,MWI,Malawi,MWI.27_1,Thyolo,District
7.122224988,VUT,Vanuatu,VUT.1_1,Malampa,Province
5.1032398,PYF,French Polynesia,PYF.5_1,Îles Tuamotu-Gambier,Administrative subdivisions
14.60355919,PER,Peru,PER.19_1,Moquegua,Region
5.52564,PYF,French Polynesia,PYF.4_1,Îles Sous-le-Vent,Administrative subdivisions
12.61478203,MOZ,Mozambique,MOZ.4_1,Manica,Province
12.36120019,MWI,Malawi,MWI.21_1,Nsanje,District
13.18907329,ZWE,Zimbabwe,ZWE.5_1,Mashonaland East,Province
7.212052475,VUT,Vanuatu,VUT.4_1,Shefa,Province
12.4169273,PER,Peru,PER.24_1,Tacna,Region
12.14769239,MOZ,Mozambique,MOZ.9_1,Sofala,Province
12.53552279,NAM,Namibia,NAM.6_1,Kunene,Region
15.06942838,ZWE,Zimbabwe,ZWE.8_1,Matabeleland North,Province
11.73485169,BRA,Brazil,BRA.11_1,Mato Grosso do Sul,State
14.00989866,ZWE,Zimbabwe,ZWE.10_1,Midlands,Province
4.5568533,FJI,Fiji,FJI.2_1,Eastern,Division
17.46065321,BOL,Bolivia,BOL.5_1,Oruro,Department
15.08527041,NAM,Namibia,NAM.9_1,Omusati,Region
16.3479925,NAM,Namibia,NAM.7_1,Ohangwena,Region
16.12117725,NAM,Namibia,NAM.4_1,Kavango,Region
12.87997522,ZWE,Zimbabwe,ZWE.3_1,Manicaland,Province
6.483260039,FJI,Fiji,FJI.5_1,Western,Division
6.55896745,PYF,French Polynesia,PYF.2_1,Îles du Vent,Administrative subdivisions
15.79790218,NAM,Namibia,NAM.13_1,Zambezi,Region
14.31946836,CHL,Chile,CHL.4_1,Arica y Parinacota,Region
16.25854295,NAM,Namibia,NAM.10_1,Oshana,Region
16.1985241,NAM,Namibia,NAM.11_1,Oshikoto,Region
12.88534975,ZWE,Zimbabwe,ZWE.2_1,Harare,City
12.56939614,MDG,Madagascar,MDG.1_1,Antananarivo,Autonomous Province
5.736100025,FJI,Fiji,FJI.1_1,Central,Division
16.40244267,BOL,Bolivia,BOL.7_1,Potosí,Department
15.92490003,BWA,Botswana,BWA.2_1,Chobe,District
10.3905608,BRA,Brazil,BRA.8_1,Espírito Santo,State
16.20946334,BWA,Botswana,BWA.12_1,North-West,District
13.80414911,MDG,Madagascar,MDG.6_1,Toliary,Autonomous Province
12.85035655,BOL,Bolivia,BOL.1_1,Chuquisaca,Department
6.937375067,VUT,Vanuatu,VUT.5_1,Tafea,Province
13.66061452,CHL,Chile,CHL.15_1,Tarapacá,Region
16.21462447,NAM,Namibia,NAM.12_1,Otjozondjupa,Region
15.61176723,BWA,Botswana,BWA.1_1,Central,District
13.81445345,ZWE,Zimbabwe,ZWE.7_1,Masvingo,Province
12.48484017,PRY,Paraguay,PRY.1_1,Alto Paraguay,Department
14.32006336,ZWE,Zimbabwe,ZWE.9_1,Matabeleland South,Province
7.468172597,NCL,New Caledonia,NCL.2_1,Nord,Province
5.36991,TON,Tonga,TON.2_1,Ha'apai,Island Group
11.31279832,BRA,Brazil,BRA.25_1,São Paulo,State
13.45350463,PRY,Paraguay,PRY.5_1,Boquerón,Department
14.3034,ZWE,Zimbabwe,ZWE.1_1,Bulawayo,City
11.22218541,MDG,Madagascar,MDG.3_1,Fianarantsoa,Autonomous Province
6.8520899,MUS,Mauritius,MUS.6_1,Pamplemousses,District
16.97285938,NAM,Namibia,NAM.8_1,Omaheke,Region
6.602885,MUS,Mauritius,MUS.2_1,Black River,District
6.44662,MUS,Mauritius,MUS.5_1,Moka,District
6.5532799,MUS,Mauritius,MUS.3_1,Flacq,District
6.2697101,MUS,Mauritius,MUS.4_1,Grand Port,District
7.119736711,NCL,New Caledonia,NCL.1_1,Îles Loyauté,Province
14.8656133,NAM,Namibia,NAM.2_1,Erongo,Region
14.45251338,BWA,Botswana,BWA.11_1,North-East,District
13.35388976,BOL,Bolivia,BOL.9_1,Tarija,Department
10.50843338,BRA,Brazil,BRA.19_1,Rio de Janeiro,State
6.2203533,REU,Reunion,REU.2_1,Saint-Denis,Arrondissement
15.02842361,CHL,Chile,CHL.2_1,Antofagasta,Region
16.91909528,BWA,Botswana,BWA.5_1,Ghanzi,District
12.38032358,MOZ,Mozambique,MOZ.3_1,Inhambane,Province
6.77952,REU,Reunion,REU.3_1,Saint-Paul,Arrondissement
5.8949299,REU,Reunion,REU.1_1,Saint-Benoît,Arrondissement
6.4709066,REU,Reunion,REU.4_1,Saint-Pierre,Arrondissement
5.8748298,TON,Tonga,TON.1_1,'Eua,Island Group
13.26999241,MOZ,Mozambique,MOZ.2_1,Gaza,Province
8.024779978,NCL,New Caledonia,NCL.3_1,Sud,Province
16.03812727,NAM,Namibia,NAM.5_1,Khomas,Region
15.47007914,ARG,Argentina,ARG.10_1,Jujuy,Province
13.80284468,ARG,Argentina,ARG.17_1,Salta,Province
12.86161573,PRY,Paraguay,PRY.17_1,Presidente Hayes,Department
11.46326667,PRY,Paraguay,PRY.3_1,Amambay,Department
11.75389831,PRY,Paraguay,PRY.10_1,Concepción,Department
14.26012846,ZAF,South Africa,ZAF.5_1,Limpopo,Province
12.66099512,ARG,Argentina,ARG.9_1,Formosa,Province
12.04365894,BRA,Brazil,BRA.16_1,Paraná,State
16.44625556,BWA,Botswana,BWA.9_1,Kweneng,District
16.19894131,NAM,Namibia,NAM.3_1,Hardap,Region
11.6087985,PRY,Paraguay,PRY.18_1,San Pedro,Department
17.49158882,BWA,Botswana,BWA.7_1,Kgalagadi,District
11.84889144,PRY,Paraguay,PRY.8_1,Canindeyú,Department
16.0795309,BWA,Botswana,BWA.8_1,Kgatleng,District
16.40529002,BWA,Botswana,BWA.15_1,Southern,District
13.74113017,ZAF,South Africa,ZAF.6_1,Mpumalanga,Province
12.69445737,ARG,Argentina,ARG.3_1,Chaco,Province
13.01352832,MOZ,Mozambique,MOZ.6_1,Maputo,Province
11.68366831,PRY,Paraguay,PRY.6_1,Caaguazú,Department
12.56597051,PRY,Paraguay,PRY.2_1,Alto Paraná,Department
15.8518,BWA,Botswana,BWA.4_1,Gaborone,City
15.36187485,BWA,Botswana,BWA.14_1,South-East,District
