temp_difference,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
9.829907238,VEN,Venezuela,VEN.17_1,Monagas,State
7.9038899,TTO,Trinidad and Tobago,TTO.9_1,Princes Town,Region
11.39167036,NGA,Nigeria,NGA.32_1,Plateau,State
13.56614259,TCD,Chad,TCD.20_1,Tandjilé,Region
13.38890159,SSD,South Sudan,SSD.9_1,West Bahr-al-Ghazal,State
13.44041311,SSD,South Sudan,SSD.6_1,Unity,State
13.32449444,ETH,Ethiopia,ETH.8_1,Oromia,State
6.91413992,VNM,Vietnam,VNM.12_1,Cần Thơ,City
6.938210025,VNM,Vietnam,VNM.61_1,Vĩnh Long,Province
6.5761413,VNM,Vietnam,VNM.6_1,Bến Tre,Province
8.086040613,PHL,Philippines,PHL.52_1,Negros Oriental,Province
5.8488402,PHL,Philippines,PHL.30_1,Dinagat Islands,Province
9.459722618,CRI,Costa Rica,CRI.2_1,Cartago,Province
10.61941298,VEN,Venezuela,VEN.8_1,Cojedes,State
8.0618401,TTO,Trinidad and Tobago,TTO.13_1,Siparia,Region
8.0575199,TTO,Trinidad and Tobago,TTO.6_1,Penal-Debe,Region
11.23567344,TGO,Togo,TGO.2_1,Kara,Region
11.1207997,NGA,Nigeria,NGA.24_1,Kwara,State
12.13007578,CMR,Cameroon,CMR.7_1,Nord,Region
12.26476414,SOM,Somalia,SOM.17_1,Togdheer,Region
7.756753325,PHL,Philippines,PHL.15_1,Bohol,Province
10.52374607,CRI,Costa Rica,CRI.7_1,San José,Province
9.987015007,COL,Colombia,COL.28_1,Sucre,Department
8.677939477,VEN,Venezuela,VEN.22_1,Trujillo,State
10.37228557,VEN,Venezuela,VEN.13_1,Guárico,State
8.328317097,VEN,Venezuela,VEN.9_1,Delta Amacuro,State
12.1455133,SLE,Sierra Leone,SLE.2_1,Northern,Province
9.934279577,CIV,Côte d'Ivoire,CIV.14_1,Zanzan,District
11.41280943,BEN,Benin,BEN.6_1,Donga,Department
12.37231528,TCD,Chad,TCD.15_1,Mayo-Kebbi Ouest,Region
11.4878702,SOM,Somalia,SOM.16_1,Sool,Region
6.816424,VNM,Vietnam,VNM.24_1,Hậu Giang,Province
6.637642533,VNM,Vietnam,VNM.51_1,Sóc Trăng,Province
6.52913165,VNM,Vietnam,VNM.59_1,Trà Vinh,Province
6.334386238,PHL,Philippines,PHL.74_1,Surigao del Norte,Province
9.941332271,VEN,Venezuela,VEN.19_1,Portuguesa,State
9.87394,GIN,Guinea,GIN.2_1,Conakry,Region
13.34910944,SSD,South Sudan,SSD.5_1,North Bahr-al-Ghazal,State
13.11165,ETH,Ethiopia,ETH.5_1,Dire Dawa,City
6.721250033,LKA,Sri Lanka,LKA.9_1,Jaffna,District
8.481859356,PAN,Panama,PAN.1_1,Bocas del Toro,Province
6.2352546,PAN,Panama,PAN.4_1,Colón,Province
11.22342091,NGA,Nigeria,NGA.35_1,Taraba,State
13.44614305,TCD,Chad,TCD.13_1,Mandoul,Region
13.43274346,CAF,Central African Republic,CAF.1_1,Bamingui-Bangoran,Prefecture
7.00985794,LKA,Sri Lanka,LKA.13_1,Kilinochchi,District
9.039853353,THA,Thailand,THA.67_1,Surat Thani,Province
6.5775517,VNM,Vietnam,VNM.2_1,Bạc Liêu,Province
6.460379544,PAN,Panama,PAN.12_1,Panamá,Province
6.25827398,PAN,Panama,PAN.8_1,Kuna Yala,Indigenous Territory
9.004797709,COL,Colombia,COL.13_1,Córdoba,Department
15.27554123,GIN,Guinea,GIN.8_1,Nzérékoré,Region
13.26454193,SSD,South Sudan,SSD.3_1,Jungoli,State
6.5798972,VNM,Vietnam,VNM.13_1,Cà Mau,Province
7.79268713,PHL,Philippines,PHL.2_1,Agusan del Norte,Province
7.924353084,VEN,Venezuela,VEN.15_1,Mérida,State
10.05447449,CIV,Côte d'Ivoire,CIV.11_1,Vallée du Bandama,District
10.97747691,TGO,Togo,TGO.1_1,Centre,Region
10.18633309,NGA,Nigeria,NGA.15_1,Federal Capital Territory,State
10.33604963,NGA,Nigeria,NGA.26_1,Nassarawa,State
13.31635,ETH,Ethiopia,ETH.7_1,Harari People,State
7.3151143,LKA,Sri Lanka,LKA.19_1,Mullaitivu,District
8.846275736,THA,Thailand,THA.39_1,Phangnga,Province
7.667929133,PHL,Philippines,PHL.75_1,Surigao del Sur,Province
6.88760102,PAN,Panama,PAN.11_1,Panamá Oeste,Province
9.258567502,COL,Colombia,COL.22_1,Norte de Santander,Department
9.448396484,VEN,Venezuela,VEN.5_1,Barinas,State
12.17992636,CIV,Côte d'Ivoire,CIV.12_1,Woroba,District
10.29245012,NGA,Nigeria,NGA.31_1,Oyo,State
13.24444616,TCD,Chad,TCD.11_1,Logone Occidental,Region
12.90993786,TCD,Chad,TCD.12_1,Logone Oriental,Region
13.17316866,CAF,Central African Republic,CAF.5_1,Haute-Kotto,Prefecture
13.0279999,ETH,Ethiopia,ETH.1_1,Addis Abeba,City
9.822160038,SOM,Somalia,SOM.12_1,Nugaal,Region
6.791863283,LKA,Sri Lanka,LKA.15_1,Mannar,District
7.915114271,LKA,Sri Lanka,LKA.25_1,Vavuniya,District
8.947206468,THA,Thailand,THA.31_1,Nakhon Si Thammarat,Province
8.239287929,PHL,Philippines,PHL.3_1,Agusan del Sur,Province
8.16289,PAN,Panama,PAN.10_1,Ngöbe Buglé,Indigenous Territory
7.924128462,PAN,Panama,PAN.3_1,Coclé,Province
7.374753405,PAN,Panama,PAN.5_1,Darién,Province
12.91847272,SLE,Sierra Leone,SLE.1_1,Eastern,Province
13.32812052,SSD,South Sudan,SSD.8_1,Warap,State
8.159495629,LKA,Sri Lanka,LKA.24_1,Trincomalee,District
8.790607057,PHL,Philippines,PHL.49_1,Misamis Oriental,Province
8.85838953,PAN,Panama,PAN.2_1,Chiriquí,Province
8.8540752,PAN,Panama,PAN.13_1,Veraguas,Province
7.278259967,PAN,Panama,PAN.6_1,Emberá,Indigenous Territory
9.005445656,COL,Colombia,COL.2_1,Antioquia,Department
9.514159237,GHA,Ghana,GHA.2_1,Brong Ahafo,Region
9.010926165,GHA,Ghana,GHA.9_1,Volta,Region
10.67742756,BEN,Benin,BEN.5_1,Collines,Department
8.2911814,LKA,Sri Lanka,LKA.2_1,Anuradhapura,District
8.351844598,COL,Colombia,COL.12_1,Chocó,Department
8.759847297,VEN,Venezuela,VEN.21_1,Táchira,State
9.310451533,NGA,Nigeria,NGA.23_1,Kogi,State
13.46576966,ETH,Ethiopia,ETH.6_1,Gambela Peoples,State
9.248281557,THA,Thailand,THA.18_1,Krabi,Province
8.105386406,PHL,Philippines,PHL.79_1,Zamboanga del Norte,Province
8.561281329,PHL,Philippines,PHL.48_1,Misamis Occidental,Province
9.683123593,PHL,Philippines,PHL.16_1,Bukidnon,Province
7.34563495,SLE,Sierra Leone,SLE.4_1,Western,Province
9.610918776,SLE,Sierra Leone,SLE.3_1,Southern,Province
14.36180999,LBR,Liberia,LBR.8_1,Lofa,County
12.50204917,CAF,Central African Republic,CAF.10_1,Nana-Grébizi,Economic Prefecture
13.81742547,ETH,Ethiopia,ETH.10_1,"Southern Nations, Nationalities and Peoples",State
7.543066656,LKA,Sri Lanka,LKA.22_1,Puttalam,District
10.06945916,VEN,Venezuela,VEN.6_1,Bolívar,State
7.780819131,GUY,Guyana,GUY.1_1,Barima-Waini,Region
9.789287075,TGO,Togo,TGO.4_1,Plateaux,Region
12.42373871,CAF,Central African Republic,CAF.15_1,Ouham,Prefecture
12.47877289,CAF,Central African Republic,CAF.4_1,Haut-Mbomou,Prefecture
8.238784267,LKA,Sri Lanka,LKA.21_1,Polonnaruwa,District
9.057549,PHL,Philippines,PHL.41_1,Lanao del Norte,Province
9.364684243,PAN,Panama,PAN.7_1,Herrera,Province
9.521980545,VEN,Venezuela,VEN.3_1,Apure,State
12.3652514,CIV,Côte d'Ivoire,CIV.8_1,Montagnes,District
8.982145419,NGA,Nigeria,NGA.30_1,Osun,State
10.06967409,NGA,Nigeria,NGA.7_1,Benue,State
11.59139152,CMR,Cameroon,CMR.1_1,Adamaoua,Region
8.078205014,LKA,Sri Lanka,LKA.14_1,Kurunegala,District
7.87717755,LKA,Sri Lanka,LKA.4_1,Batticaloa,District
8.28368,THA,Thailand,THA.48_1,Phuket,Province
8.465924863,PHL,Philippines,PHL.80_1,Zamboanga del Sur,Province
9.46989593,PHL,Philippines,PHL.42_1,Lanao del Sur,Province
9.02081195,PAN,Panama,PAN.9_1,Los Santos,Province
10.05759666,COL,Colombia,COL.27_1,Santander,Department
12.30456066,LBR,Liberia,LBR.3_1,Gbapolu,County
9.200829606,CIV,Côte d'Ivoire,CIV.6_1,Lacs,District
8.573114498,NGA,Nigeria,NGA.28_1,Ogun,State
9.254768521,NGA,Nigeria,NGA.13_1,Ekiti,State
8.3365051,LKA,Sri Lanka,LKA.16_1,Matale,District
8.99857458,THA,Thailand,THA.70_1,Trang,Province
8.191862463,PHL,Philippines,PHL.81_1,Zamboanga Sibugay,Province
8.711550008,PHL,Philippines,PHL.27_1,Davao del Norte,Province
8.605417685,PHL,Philippines,PHL.26_1,Compostela Valley,Province
8.296509969,PHL,Philippines,PHL.29_1,Davao Oriental,Province
10.52264881,CIV,Côte d'Ivoire,CIV.9_1,Sassandra-Marahoué,District
8.46791193,NGA,Nigeria,NGA.29_1,Ondo,State
11.51395684,CAF,Central African Republic,CAF.14_1,Ouham-Pendé,Prefecture
13.29279922,SSD,South Sudan,SSD.4_1,Lakes,State
8.801559978,THA,Thailand,THA.40_1,Phatthalung,Province
8.403382546,THA,Thailand,THA.64_1,Songkhla,Province
6.933001747,GUY,Guyana,GUY.7_1,Pomeroon-Supenaam,Region
13.97753336,LBR,Liberia,LBR.12_1,Nimba,County
8.540809035,GHA,Ghana,GHA.1_1,Ashanti,Region
9.740377173,BEN,Benin,BEN.12_1,Zou,Department
9.377061111,BEN,Benin,BEN.11_1,Plateau,Department
12.23640961,CAF,Central African Republic,CAF.13_1,Ouaka,Prefecture
10.19707225,SOM,Somalia,SOM.11_1,Mudug,Region
7.416111708,LKA,Sri Lanka,LKA.1_1,Ampara,District
9.463456756,PHL,Philippines,PHL.44_1,Maguindanao,Province
9.55994055,PHL,Philippines,PHL.53_1,North Cotabato,Province
6.9759798,PLW,Palau,PLW.10_1,Ngardmau,State
10.46047653,LBR,Liberia,LBR.4_1,Grand Cape Mount,County
12.70801597,LBR,Liberia,LBR.2_1,Bong,County
8.700138617,NGA,Nigeria,NGA.12_1,Edo,State
12.10590267,SOM,Somalia,SOM.6_1,Galguduud,Region
8.195287157,LKA,Sri Lanka,LKA.11_1,Kandy,District
7.96543345,LKA,Sri Lanka,LKA.3_1,Badulla,District
7.24013848,LKA,Sri Lanka,LKA.18_1,Moneragala,District
9.1096231,PHL,Philippines,PHL.28_1,Davao del Sur,Province
7.0178099,PLW,Palau,PLW.12_1,Ngchesar,State
7.523331784,CIV,Côte d'Ivoire,CIV.3_1,Comoé,District
9.102678443,BEN,Benin,BEN.7_1,Kouffo,Department
7.14839602,LKA,Sri Lanka,LKA.7_1,Gampaha,District
7.462515033,LKA,Sri Lanka,LKA.12_1,Kegalle,District
7.467653167,MYS,Malaysia,MYS.13_1,Sabah,State
9.644774193,COL,Colombia,COL.3_1,Arauca,Intendancy
8.499917669,GUY,Guyana,GUY.2_1,Cuyuni-Mazaruni,Region
10.12197512,CIV,Côte d'Ivoire,CIV.13_1,Yamoussoukro,Autonomous district
8.370759989,GHA,Ghana,GHA.4_1,Eastern,Region
8.921436629,NGA,Nigeria,NGA.14_1,Enugu,State
10.27776907,CMR,Cameroon,CMR.6_1,Nord-Ouest,Region
8.1797502,LKA,Sri Lanka,LKA.20_1,Nuwara Eliya,District
8.4494462,THA,Thailand,THA.61_1,Satun,Province
9.485884533,COL,Colombia,COL.6_1,Boyacá,Department
7.0731411,GUY,Guyana,GUY.5_1,Essequibo Islands-West Demerara,Region
10.31107157,LBR,Liberia,LBR.1_1,Bomi,County
7.416587478,GHA,Ghana,GHA.10_1,Western,Region
7.9900341,BEN,Benin,BEN.3_1,Atlantique,Department
7.816603333,BEN,Benin,BEN.10_1,Ouémé,Department
6.96488,LKA,Sri Lanka,LKA.5_1,Colombo,District
7.4418702,FSM,Micronesia,FSM.3_1,Pohnpei,State
7.367846717,GUY,Guyana,GUY.3_1,Demerara-Mahaica,Region
10.53886667,LBR,Liberia,LBR.11_1,Montserrado,County
11.08760003,LBR,Liberia,LBR.9_1,Margibi,County
8.291568021,TGO,Togo,TGO.3_1,Maritime,Region
8.1773276,BEN,Benin,BEN.9_1,Mono,Department
9.043092865,NGA,Nigeria,NGA.11_1,Ebonyi,State
8.429611637,NGA,Nigeria,NGA.9_1,Cross River,State
12.7424022,SSD,South Sudan,SSD.10_1,West Equatoria,State
6.204375033,LKA,Sri Lanka,LKA.10_1,Kalutara,District
6.849399055,LKA,Sri Lanka,LKA.23_1,Ratnapura,District
8.39177206,THA,Thailand,THA.38_1,Pattani,Province
9.416012236,PHL,Philippines,PHL.72_1,Sultan Kudarat,Province
11.03810871,LBR,Liberia,LBR.5_1,GrandBassa,County
8.476421669,CIV,Côte d'Ivoire,CIV.5_1,Gôh-Djiboua,District
7.453193245,CIV,Côte d'Ivoire,CIV.7_1,Lagunes,District
7.393102718,NGA,Nigeria,NGA.25_1,Lagos,State
8.787239146,NGA,Nigeria,NGA.4_1,Anambra,State
10.93999099,CAF,Central African Republic,CAF.11_1,Nana-Mambéré,Prefecture
12.26080685,CAF,Central African Republic,CAF.9_1,Mbomou,Prefecture
8.76802015,MYS,Malaysia,MYS.10_1,Perlis,State
8.398130008,THA,Thailand,THA.76_1,Yala,Province
8.01327965,PHL,Philippines,PHL.9_1,Basilan,Province
9.694263238,PHL,Philippines,PHL.70_1,South Cotabato,Province
8.480936994,GUY,Guyana,GUY.9_1,Upper Demerara-Berbice,Region
7.891593773,GUY,Guyana,GUY.6_1,Mahaica-Berbice,Region
10.99312226,LBR,Liberia,LBR.6_1,GrandGedeh,County
7.898778667,CIV,Côte d'Ivoire,CIV.2_1,Bas-Sassandra,District
8.464006048,NGA,Nigeria,NGA.10_1,Delta,State
7.975485161,CMR,Cameroon,CMR.9_1,Sud-Ouest,Region
11.70007505,CAF,Central African Republic,CAF.6_1,Kémo,Prefecture
6.460145743,LKA,Sri Lanka,LKA.8_1,Hambantota,District
8.542213558,MYS,Malaysia,MYS.2_1,Kedah,State
8.262449009,THA,Thailand,THA.33_1,Narathiwat,Province
9.448581993,COL,Colombia,COL.32_1,Vichada,Commissiary
8.704219912,GUY,Guyana,GUY.4_1,East Berbice-Corentyne,Region
10.91104638,LBR,Liberia,LBR.13_1,River Cess,County
7.520503892,GHA,Ghana,GHA.3_1,Central,Region
9.696400469,CMR,Cameroon,CMR.8_1,Ouest,Region
5.64861404,LKA,Sri Lanka,LKA.6_1,Galle,District
5.902375,LKA,Sri Lanka,LKA.17_1,Matara,District
9.29886865,PHL,Philippines,PHL.67_1,Sarangani,Province
9.783534314,COL,Colombia,COL.9_1,Casanare,Intendancy
11.09657544,VEN,Venezuela,VEN.1_1,Amazonas,State
8.200319164,GHA,Ghana,GHA.5_1,Greater Accra,Region
9.006252227,CMR,Cameroon,CMR.2_1,Centre,Region
13.19271094,SSD,South Sudan,SSD.1_1,Central Equatoria,State
8.191198158,MYS,Malaysia,MYS.3_1,Kelantan,State
7.79197188,PHL,Philippines,PHL.73_1,Sulu,Province
8.07218004,SUR,Suriname,SUR.5_1,Nickerie,District
7.971501775,SUR,Suriname,SUR.3_1,Coronie,District
7.788142764,SUR,Suriname,SUR.8_1,Saramacca,District
7.716180025,SUR,Suriname,SUR.2_1,Commewijne,District
8.055705477,SUR,Suriname,SUR.4_1,Marowijne,District
8.667016424,NGA,Nigeria,NGA.17_1,Imo,State
8.359834167,NGA,Nigeria,NGA.1_1,Abia,State
10.39694781,CMR,Cameroon,CMR.3_1,Est,Region
13.76868096,SSD,South Sudan,SSD.2_1,Eastern Equatoria,State
8.744093226,MYS,Malaysia,MYS.9_1,Perak,State
9.480458767,COL,Colombia,COL.14_1,Cundinamarca,Department
7.8846502,SUR,Suriname,SUR.10_1,Wanica,District
9.767941414,LBR,Liberia,LBR.15_1,Sinoe,County
11.33115667,CAF,Central African Republic,CAF.12_1,Ombella-M'Poko,Prefecture
7.512232831,MYS,Malaysia,MYS.16_1,Trengganu,State
9.339616055,COL,Colombia,COL.7_1,Caldas,Department
8.406483141,GUY,Guyana,GUY.8_1,Potaro-Siparuni,Region
8.525217406,SUR,Suriname,SUR.6_1,Para,District
8.9374887,GUF,French Guiana,GUF.2_1,Saint-Laurent-du-Maroni,Arrondissement
8.895826078,LBR,Liberia,LBR.14_1,River Gee,County
6.530072829,CIV,Côte d'Ivoire,CIV.1_1,Abidjan,Autonomous district
12.12415601,CAF,Central African Republic,CAF.3_1,Basse-Kotto,Prefecture
8.941017585,IDN,Indonesia,IDN.1_1,Aceh,Province
8.89716,COL,Colombia,COL.25_1,Risaralda,Department
8.57671245,GUF,French Guiana,GUF.1_1,Cayenne,Arrondissement
7.989882471,NGA,Nigeria,NGA.33_1,Rivers,State
7.831372924,NGA,Nigeria,NGA.3_1,Akwa Ibom,State
8.500986733,MYS,Malaysia,MYS.11_1,Pulau Pinang,State
7.44887245,PHL,Philippines,PHL.77_1,Tawi-Tawi,Province
9.437715652,COL,Colombia,COL.29_1,Tolima,Department
9.000602359,SUR,Suriname,SUR.9_1,Sipaliwini,District
8.846914426,SUR,Suriname,SUR.1_1,Brokopondo,District
7.728775517,NGA,Nigeria,NGA.6_1,Bayelsa,State
7.51609261,CMR,Cameroon,CMR.5_1,Littoral,Region
10.84379182,CAF,Central African Republic,CAF.8_1,Mambéré-Kadéï,Prefecture
11.01006055,COD,Democratic Republic of the Congo,COD.1_1,Bas-Uélé,Province
12.29962898,SOM,Somalia,SOM.8_1,Hiiraan,Region
9.263665041,BRA,Brazil,BRA.23_1,Roraima,State
7.386815489,LBR,Liberia,LBR.10_1,Maryland,County
11.03774312,COD,Democratic Republic of the Congo,COD.20_1,Nord-Ubangi,Province
11.34810118,COD,Democratic Republic of the Congo,COD.5_1,Haut-Uélé,Province
9.124417766,COL,Colombia,COL.30_1,Valle del Cauca,Department
7.96815905,LBR,Liberia,LBR.7_1,GrandKru,County
10.60541872,CAF,Central African Republic,CAF.7_1,Lobaye,Prefecture
13.68718535,KEN,Kenya,KEN.43_1,Turkana,County
12.95987529,SOM,Somalia,SOM.2_1,Bakool,Region
7.5272102,BRN,Brunei,BRN.2_1,Brunei and Muara,District
8.224181207,MYS,Malaysia,MYS.14_1,Sarawak,State
9.314133791,COL,Colombia,COL.20_1,Meta,Department
10.51880311,COD,Democratic Republic of the Congo,COD.23_1,Sud-Ubangi,Province
7.477366767,BRN,Brunei,BRN.4_1,Tutong,District
7.50994004,BRN,Brunei,BRN.3_1,Temburong,District
9.5110848,COL,Colombia,COL.24_1,Quindío,Department
8.309117047,MYS,Malaysia,MYS.8_1,Pahang,State
7.432857833,BRN,Brunei,BRN.1_1,Belait,District
8.512135155,GUY,Guyana,GUY.10_1,Upper Takutu-Upper Essequibo,Region
10.8326998,CAF,Central African Republic,CAF.2_1,Bangui,Autonomous Commune
11.41413177,KEN,Kenya,KEN.25_1,Marsabit,County
8.43989462,IDN,Indonesia,IDN.29_1,Sulawesi Utara,Province
8.607424323,BRA,Brazil,BRA.3_1,Amapá,State
11.13633421,KEN,Kenya,KEN.24_1,Mandera,County
9.128120773,IDN,Indonesia,IDN.32_1,Sumatera Utara,Province
8.400325368,IDN,Indonesia,IDN.15_1,Kalimantan Timur,Province
10.28667517,CAF,Central African Republic,CAF.16_1,Sangha-Mbaéré,Economic Prefecture
12.53214043,UGA,Uganda,UGA.28_1,Kotido,District
11.95997141,SOM,Somalia,SOM.7_1,Gedo,Region
6.809879052,IDN,Indonesia,IDN.16_1,Kepulauan Riau,Province
9.979103348,COL,Colombia,COL.15_1,Guainía,Commissiary
11.22131244,SOM,Somalia,SOM.5_1,Bay,Region
9.477955825,COL,Colombia,COL.17_1,Huila,Department
6.8712602,GNQ,Equatorial Guinea,GNQ.2_1,Bioko Norte,Province
12.12826682,UGA,Uganda,UGA.58_1,Yumbe,District
12.25702,UGA,Uganda,UGA.41_1,Moyo,District
13.16120001,UGA,Uganda,UGA.27_1,Kitgum,District
11.5133294,SOM,Somalia,SOM.14_1,Shabeellaha Dhexe,Region
8.934585956,MYS,Malaysia,MYS.15_1,Selangor,State
6.8009726,GNQ,Equatorial Guinea,GNQ.3_1,Bioko Sur,Province
8.485776761,CMR,Cameroon,CMR.10_1,Sud,Region
9.881121327,COG,Republic of Congo,COG.7_1,Likouala,Region
10.3510609,COD,Democratic Republic of the Congo,COD.6_1,Ituri,Province
11.40605281,UGA,Uganda,UGA.3_1,Arua,District
10.87025371,KEN,Kenya,KEN.46_1,Wajir,County
12.0322876,UGA,Uganda,UGA.1_1,Adjumani,District
12.11656767,UGA,Uganda,UGA.8_1,Gulu,District
9.708003722,COL,Colombia,COL.10_1,Cauca,Department
13.1367588,UGA,Uganda,UGA.49_1,Pader,District
9.433935984,SOM,Somalia,SOM.15_1,Shabeellaha Hoose,Region
10.27098771,COD,Democratic Republic of the Congo,COD.18_1,Mongala,Province
12.74777202,UGA,Uganda,UGA.40_1,Moroto,District
8.481108406,MYS,Malaysia,MYS.7_1,Negeri Sembilan,State
8.968847243,COL,Colombia,COL.8_1,Caquetá,Intendancy
9.074031375,COL,Colombia,COL.16_1,Guaviare,Commissiary
11.17686663,UGA,Uganda,UGA.47_1,Nebbi,District
7.526967613,MYS,Malaysia,MYS.1_1,Johor,State
8.365072995,COL,Colombia,COL.21_1,Nariño,Department
10.51151805,COG,Republic of Congo,COG.12_1,Sangha,Region
12.31693167,UGA,Uganda,UGA.2_1,Apac,District
12.48757728,UGA,Uganda,UGA.33_1,Lira,District
12.38655553,KEN,Kenya,KEN.47_1,West Pokot,County
7.613464045,IDN,Indonesia,IDN.18_1,Maluku Utara,Province
9.836475511,BRA,Brazil,BRA.14_1,Pará,State
12.65595494,UGA,Uganda,UGA.45_1,Nakapiripirit,District
12.5230339,KEN,Kenya,KEN.37_1,Samburu,County
8.173085067,MYS,Malaysia,MYS.6_1,Melaka,State
9.065999476,GAB,Gabon,GAB.9_1,Wouleu-Ntem,Province
9.603260684,COD,Democratic Republic of the Congo,COD.25_1,Tshopo,Province
11.08891808,UGA,Uganda,UGA.36_1,Masindi,District
12.60797677,UGA,Uganda,UGA.22_1,Katakwi,District
8.281821402,IDN,Indonesia,IDN.24_1,Riau,Province
9.467445096,BRA,Brazil,BRA.4_1,Amazonas,State
7.491996816,GNQ,Equatorial Guinea,GNQ.6_1,Litoral,Province
7.904441885,GNQ,Equatorial Guinea,GNQ.4_1,Centro Sur,Province
8.24568695,GNQ,Equatorial Guinea,GNQ.5_1,Kié-Ntem,Province
9.703990992,COD,Democratic Republic of the Congo,COD.2_1,Équateur,Province
10.8455,SOM,Somalia,SOM.3_1,Banaadir,Region
8.976160325,COL,Colombia,COL.31_1,Vaupés,Commissiary
8.327694235,GNQ,Equatorial Guinea,GNQ.7_1,Wele-Nzas,Province
8.3768173,UGA,Uganda,UGA.31_1,Lake Albert,Water body
11.82092,UGA,Uganda,UGA.14_1,Kaberamaido,District
11.52887004,UGA,Uganda,UGA.55_1,Soroti,District
11.74436946,KEN,Kenya,KEN.9_1,Isiolo,County
10.88814463,SOM,Somalia,SOM.9_1,Jubbada Dhexe,Region
8.433881857,IDN,Indonesia,IDN.12_1,Kalimantan Barat,Province
9.696813408,COD,Democratic Republic of the Congo,COD.26_1,Tshuapa,Province
6.51474,STP,São Tomé and Príncipe,STP.1_1,Príncipe,Municipality
10.18384091,UGA,Uganda,UGA.9_1,Hoima,District
11.23684555,UGA,Uganda,UGA.46_1,Nakasongola,District
12.14962494,UGA,Uganda,UGA.29_1,Kumi,District
12.15524006,UGA,Uganda,UGA.20_1,Kapchorwa,District
9.375071874,GAB,Gabon,GAB.6_1,Ogooué-Ivindo,Province
10.99438501,UGA,Uganda,UGA.34_1,Luwero,District
10.98152026,UGA,Uganda,UGA.23_1,Kayunga,District
11.05245376,UGA,Uganda,UGA.17_1,Kamuli,District
13.61722183,KEN,Kenya,KEN.1_1,Baringo,County
6.8628602,SGP,Singapore,SGP.3_1,North,Region
6.5287399,SGP,Singapore,SGP.4_1,North-East,Region
7.804311771,ECU,Ecuador,ECU.8_1,Esmeraldas,Province
9.066423314,COL,Colombia,COL.23_1,Putumayo,Intendancy
10.01772232,COG,Republic of Congo,COG.3_1,Cuvette-Ouest,Region
10.64047258,UGA,Uganda,UGA.25_1,Kiboga,District
11.81990005,UGA,Uganda,UGA.50_1,Pallisa,District
11.3477998,UGA,Uganda,UGA.54_1,Sironko,District
12.94516658,KEN,Kenya,KEN.42_1,Trans Nzoia,County
12.4955777,KEN,Kenya,KEN.5_1,Elgeyo-Marakwet,County
9.974292874,SOM,Somalia,SOM.10_1,Jubbada Hoose,Region
8.508303202,IDN,Indonesia,IDN.27_1,Sulawesi Tengah,Province
9.41903094,ECU,Ecuador,ECU.4_1,Carchi,Province
10.63061667,UGA,Uganda,UGA.5_1,Bundibugyo,District
10.38179988,UGA,Uganda,UGA.24_1,Kibale,District
11.14820005,UGA,Uganda,UGA.38_1,Mbale,District
12.13970002,KEN,Kenya,KEN.3_1,Bungoma,County
7.007297225,GAB,Gabon,GAB.1_1,Estuaire,Province
10.62197693,UGA,Uganda,UGA.30_1,Kyenjojo,District
11.2219249,UGA,Uganda,UGA.10_1,Iganga,District
11.8046999,UGA,Uganda,UGA.56_1,Tororo,District
12.63550924,KEN,Kenya,KEN.44_1,Uasin Gishu,County
9.549324887,KEN,Kenya,KEN.7_1,Garissa,County
8.5839391,IDN,Indonesia,IDN.6_1,Gorontalo,Province
9.665812627,ECU,Ecuador,ECU.11_1,Imbabura,Province
10.18784993,COD,Democratic Republic of the Congo,COD.19_1,Nord-Kivu,Province
11.1314003,UGA,Uganda,UGA.13_1,Kabarole,District
10.38097775,UGA,Uganda,UGA.43_1,Mubende,District
11.89007495,KEN,Kenya,KEN.4_1,Busia,County
14.5827482,KEN,Kenya,KEN.20_1,Laikipia,County
8.077120726,IDN,Indonesia,IDN.30_1,Sumatera Barat,Province
8.792121324,IDN,Indonesia,IDN.14_1,Kalimantan Tengah,Province
8.925609621,ECU,Ecuador,ECU.9_1,Galápagos,Province
9.277327652,ECU,Ecuador,ECU.22_1,Sucumbios,Province
9.66101102,UGA,Uganda,UGA.44_1,Mukono,District
10.78544995,UGA,Uganda,UGA.11_1,Jinja,District
11.12371667,UGA,Uganda,UGA.4_1,Bugiri,District
11.7319999,UGA,Uganda,UGA.7_1,Busia,District
11.96082272,KEN,Kenya,KEN.26_1,Meru,County
9.562739858,COG,Republic of Congo,COG.4_1,Cuvette,Region
10.64871451,UGA,Uganda,UGA.21_1,Kasese,District
10.80558754,UGA,Uganda,UGA.18_1,Kamwenge,District
10.09393675,UGA,Uganda,UGA.57_1,Wakiso,District
7.908736648,UGA,Uganda,UGA.32_1,Lake Victoria,Water body
10.35443653,UGA,Uganda,UGA.37_1,Mayuge,District
12.19887495,KEN,Kenya,KEN.11_1,Kakamega,County
12.22532846,KEN,Kenya,KEN.32_1,Nandi,County
8.855430002,ECU,Ecuador,ECU.14_1,Manabi,Province
10.02590231,ECU,Ecuador,ECU.19_1,Pichincha,Province
6.3162298,STP,São Tomé and Príncipe,STP.2_1,São Tomé,Municipality
8.183510693,GAB,Gabon,GAB.7_1,Ogooué-Lolo,Province
10.22646105,UGA,Uganda,UGA.42_1,Mpigi,District
11.03101456,KEN,Kenya,KEN.38_1,Siaya,County
