GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1,Sand,Silt,Clay,OC,CN,pH
ROU,Romania,ROU.39_1,Tulcea,County,40.6,33.25,26.200000000000003,0.9850000000000001,10.5,7.75
RUS,Russia,RUS.1_1,Adygey,Republic,42.65,21.05,36.300000000000004,1.7049999999999998,12.5,6.550000000000001
UZB,Uzbekistan,UZB.5_1,Karakalpakstan,Autononous Region,58.688235294117646,19.094117647058823,22.30588235294118,0.3697058823529411,8.647058823529411,7.917647058823531
JPN,Japan,JPN.12_1,Hokkaido,Circuit,53.48260869565218,22.017391304347825,24.504347826086953,1.460869565217391,11.08695652173913,6.765217391304346
USA,United States,USA.51_1,Wyoming,State,66.84615384615384,16.51868131868132,16.718681318681316,0.798021978021978,14.010989010989011,7.078021978021979
USA,United States,USA.33_1,New York,State,53.563414634146326,24.856097560975606,21.68536585365854,2.1029268292682928,12.926829268292684,5.295121951219513
USA,United States,USA.46_1,Vermont,State,66.8375,27.775,5.55,1.8537499999999998,16.375,5.0625
FRA,France,FRA.11_1,Occitanie,Region,42.059259259259264,30.12962962962963,27.84444444444445,1.6551851851851853,10.444444444444445,6.562962962962963
FRA,France,FRA.13_1,Provence-Alpes-C??te d'Azur,Region,42.68888888888889,31.355555555555554,25.977777777777774,1.321111111111111,9.88888888888889,6.922222222222222
ITA,Italy,ITA.9_1,Liguria,Region,36.4,37.2,26.4,1.07,9.0,6.9
BIH,Bosnia and Herzegovina,BIH.2_1,Federacija Bosna i Hercegovina,Entity,47.77777777777778,23.233333333333334,29.0,1.8633333333333333,10.333333333333334,6.233333333333333
SRB,Serbia,SRB.8_1,Ma?�vanski,District,19.8,55.2,24.8,4.27,17.0,4.7
SRB,Serbia,SRB.7_1,Kolubarski,District,19.8,55.2,24.8,4.27,17.0,4.7
SRB,Serbia,SRB.13_1,Podunavski,District,36.4,37.2,26.4,1.07,9.0,6.9
SRB,Serbia,SRB.2_1,Brani?�evski,District,36.4,37.2,26.4,1.07,9.0,6.9
SRB,Serbia,SRB.1_1,Borski,District,76.0,9.9,14.1,0.41,11.0,6.4
ROU,Romania,ROU.28_1,Mehedin?�i,County,39.1,26.5,34.6,1.46,13.0,6.4
ROU,Romania,ROU.18_1,Dolj,County,51.65,21.45,26.9,1.0325,12.0,7.275
ROU,Romania,ROU.31_1,Olt,County,50.849999999999994,11.25,37.9,0.5700000000000001,14.5,6.7
ROU,Romania,ROU.20_1,Giurgiu,County,51.7,19.35,29.05,1.045,11.5,6.4
ROU,Romania,ROU.26_1,Ilfov,County,39.1,26.5,34.6,1.46,13.0,6.4
ROU,Romania,ROU.12_1,C?�l?�ra?�i,County,37.2,31.2,31.6,1.09,9.0,6.7
ROU,Romania,ROU.25_1,Ialomi?�a,County,40.6,33.25,26.200000000000003,0.9850000000000001,10.5,7.75
ROU,Romania,ROU.15_1,Constan?�a,County,41.6,26.600000000000005,31.8,1.32,11.0,7.5
RUS,Russia,RUS.15_1,Dagestan,Republic,51.199999999999996,25.081249999999997,23.737499999999997,7.1031249999999995,16.375,6.812499999999999
MNG,Mongolia,MNG.15_1,?�mn??govi,Province,61.17543859649122,19.54736842105263,19.315789473684205,0.3782456140350877,9.087719298245615,6.84561403508772
ITA,Italy,ITA.16_1,Toscana,Region,39.84285714285715,34.01428571428572,26.2,1.7842857142857143,10.857142857142858,6.057142857142857
ITA,Italy,ITA.11_1,Marche,Region,43.45,29.95,26.625,1.48,9.75,6.275
HRV,Croatia,HRV.20_1,Zadarska,County,58.9,16.2,24.9,0.97,11.0,7.1
HRV,Croatia,HRV.14_1,?�ibensko-Kninska,County,58.9,16.2,24.9,0.97,11.0,7.1
SRB,Serbia,SRB.25_1,Zlatiborski,District,32.7,30.3,37.1,3.28,12.0,4.9
SRB,Serbia,SRB.9_1,Moravi?�ki,District,32.7,30.3,37.1,3.28,12.0,4.9
SRB,Serbia,SRB.21_1,?�umadijski,District,32.7,30.3,37.1,3.28,12.0,4.9
SRB,Serbia,SRB.14_1,Pomoravski,District,36.4,37.2,26.4,1.07,9.0,6.9
SRB,Serbia,SRB.23_1,Zaje?�arski,District,34.55,33.75,31.75,2.175,10.5,5.9
BGR,Bulgaria,BGR.26_1,Vidin,Province,25.1,12.2,62.7,0.68,19.0,7.2
ROU,Romania,ROU.37_1,Teleorman,County,39.35,33.2,27.6,1.055,11.5,7.2
BGR,Bulgaria,BGR.16_1,Ruse,Province,40.35,26.55,33.2,1.3900000000000001,12.0,6.95
BGR,Bulgaria,BGR.18_1,Silistra,Province,41.6,26.6,31.8,1.32,11.0,7.5
RUS,Russia,RUS.25_1,Karachay-Cherkess,Republic,58.9,16.2,24.9,0.97,11.0,7.1
USA,United States,USA.16_1,Iowa,State,44.41090909090908,25.818181818181824,29.814545454545442,1.0867272727272728,9.727272727272727,6.539999999999999
ESP,Spain,ESP.12_1,Galicia,Autonomous Community,54.22222222222223,20.06666666666667,25.688888888888886,3.5311111111111106,10.333333333333334,5.033333333333334
ESP,Spain,ESP.17_1,Principado de Asturias,Autonomous Community,71.33333333333333,10.133333333333335,18.566666666666666,1.0866666666666667,12.0,6.433333333333333
ITA,Italy,ITA.18_1,Umbria,Region,36.4,37.2,26.399999999999995,1.07,9.0,6.900000000000001
MNE,Montenegro,MNE.14_1,Pljevlja,Municipality,48.5,30.8,20.7,1.74,9.0,7.6
SRB,Serbia,SRB.16_1,Ra?�ki,District,32.7,30.3,37.1,3.28,12.0,4.9
SRB,Serbia,SRB.15_1,Rasinski,District,32.7,30.3,37.1,3.28,12.0,4.9
SRB,Serbia,SRB.10_1,Ni?�avski,District,32.7,30.3,37.1,3.28,12.0,4.9
BGR,Bulgaria,BGR.10_1,Montana,Province,64.3,12.2,23.5,0.63,10.0,6.4
BGR,Bulgaria,BGR.27_1,Vratsa,Province,64.3,12.2,23.5,0.63,10.0,6.4
BGR,Bulgaria,BGR.13_1,Pleven,Province,41.6,26.6,31.8,1.32,11.0,7.5
BGR,Bulgaria,BGR.25_1,Veliko Tarnovo,Province,58.8,18.25,22.95,0.865,11.0,6.95
BGR,Bulgaria,BGR.23_1,Targovishte,Province,64.3,12.2,23.5,0.63,10.0,6.4
BGR,Bulgaria,BGR.17_1,Shumen,Province,41.6,26.6,31.8,1.32,11.0,7.5
BGR,Bulgaria,BGR.24_1,Varna,Province,41.6,26.6,31.8,1.32,11.0,7.5
BGR,Bulgaria,BGR.3_1,Dobrich,Province,41.6,26.6,31.8,1.32,11.0,7.5
GEO,Georgia,GEO.1_1,Abkhazia,Autonomous Republic,57.13333333333333,16.066666666666666,26.8,1.3966666666666665,12.0,6.433333333333333
RUS,Russia,RUS.20_1,Kabardin-Balkar,Republic,50.775,18.625,30.599999999999998,1.3375,11.75,6.824999999999999
RUS,Russia,RUS.17_1,Ingush,Republic,46.3,24.9,28.8,1.27,37.0,7.1
RUS,Russia,RUS.10_1,Chechnya,Republic,44.1,25.6,30.300000000000004,1.855,12.0,6.824999999999999
UZB,Uzbekistan,UZB.9_1,Navoi,Region,58.592307692307685,21.461538461538456,20.069230769230767,0.43153846153846154,12.23076923076923,7.992307692307692
CHN,China,CHN.18_1,Liaoning,Province,44.60204081632653,20.855102040816327,34.54285714285715,1.6110204081632653,12.122448979591837,6.587755102040818
USA,United States,USA.28_1,Nebraska,State,45.05466666666666,31.70533333333334,23.315999999999995,1.5138666666666665,9.48,6.841333333333334
USA,United States,USA.36_1,Ohio,State,62.91052631578946,15.636842105263156,21.478947368421053,1.1989473684210528,11.68421052631579,6.015789473684211
ESP,Spain,ESP.5_1,Castilla y Le??n,Autonomous Community,58.11818181818182,16.760606060606058,25.172727272727276,1.9836363636363634,12.06060606060606,6.169696969696971
ESP,Spain,ESP.3_1,Cantabria,Autonomous Community,81.6,6.8,11.7,0.44,14.0,7.6
ESP,Spain,ESP.16_1,Pa?�s Vasco,Autonomous Community,81.6,6.8,11.7,0.44,14.0,7.6
ESP,Spain,ESP.9_1,Comunidad Foral de Navarra,Autonomous Community,69.75,10.2,20.125,0.785,13.25,7.174999999999999
MNE,Montenegro,MNE.12_1,Nik?�ic,Municipality,53.7,23.5,22.799999999999997,1.355,10.0,7.35
MNE,Montenegro,MNE.9_1,Kola?�in,Municipality,32.7,30.3,37.1,3.28,12.0,4.9
MNE,Montenegro,MNE.17_1,Ro??aje,Municipality,48.5,30.8,20.7,1.74,9.0,7.6
XKO,Kosovo,XKO.3_1,Kosovska Mitrovica,District,32.7,30.3,37.1,3.28,12.0,4.9
XKO,Kosovo,XKO.5_1,Pristina,District,32.7,30.3,37.1,3.28,12.0,4.9
SRB,Serbia,SRB.4_1,Jablani?�ki,District,32.7,30.3,37.1,3.28,12.0,4.9
BGR,Bulgaria,BGR.21_1,Sofia,Province,37.666666666666664,21.166666666666668,41.2,2.606666666666667,14.0,5.800000000000001
BGR,Bulgaria,BGR.5_1,Grad Sofiya,Province,64.3,12.2,23.5,0.63,10.0,6.4
BGR,Bulgaria,BGR.9_1,Lovech,Province,76.0,9.9,14.1,0.41,11.0,6.4
BGR,Bulgaria,BGR.4_1,Gabrovo,Province,76.0,9.9,14.1,0.41,11.0,6.4
BGR,Bulgaria,BGR.19_1,Sliven,Province,76.0,9.9,14.1,0.41,11.0,6.4
BGR,Bulgaria,BGR.2_1,Burgas,Province,68.2,11.433333333333332,20.366666666666667,0.5566666666666666,10.333333333333334,6.400000000000001
GEO,Georgia,GEO.9_1,Samegrelo-Zemo Svaneti,Region,56.25,16.0,27.75,1.6099999999999999,12.5,6.1
GEO,Georgia,GEO.8_1,Racha-Lechkhumi-Kvemo Svaneti,Region,58.9,16.2,24.9,0.97,11.0,7.1
RUS,Russia,RUS.48_1,North Ossetia,Republic,58.9,16.2,24.899999999999995,0.9700000000000001,11.0,7.099999999999999
KGZ,Kyrgyzstan,KGZ.3_1,Ch??y,Province,58.9,16.2,24.9,0.97,11.0,7.1
KGZ,Kyrgyzstan,KGZ.9_1,Ysyk-K??l,Province,58.899999999999984,16.199999999999996,24.899999999999995,0.9700000000000002,11.0,7.099999999999999
PRK,North Korea,PRK.2_1,Hamgy?�ng-bukto,Province,58.9,16.2,24.9,0.97,11.0,7.1
USA,United States,USA.14_1,Illinois,State,51.289795918367346,20.120408163265303,28.704081632653057,1.1646938775510205,10.63265306122449,6.293877551020408
USA,United States,USA.22_1,Massachusetts,State,51.300000000000004,40.1,8.700000000000001,4.52,24.0,4.1000000000000005
ESP,Spain,ESP.15_1,La Rioja,Autonomous Community,81.6,6.8,11.7,0.44,14.0,7.6
ESP,Spain,ESP.2_1,Arag??n,Autonomous Community,80.46666666666665,7.753333333333332,11.879999999999997,0.4360000000000001,13.666666666666666,7.653333333333331
ESP,Spain,ESP.6_1,Catalu??a,Autonomous Community,77.15454545454546,8.936363636363636,14.009090909090906,0.6981818181818182,13.818181818181818,7.354545454545454
FRA,France,FRA.5_1,Corse,Region,32.7,30.3,37.1,3.28,12.0,4.9
ITA,Italy,ITA.8_1,Lazio,Region,33.28,38.64,28.080000000000002,2.7980000000000005,9.6,6.540000000000001
ITA,Italy,ITA.1_1,Abruzzo,Region,36.4,37.2,26.399999999999995,1.07,9.0,6.900000000000001
MNE,Montenegro,MNE.2_1,Bar,Municipality,58.9,16.2,24.9,0.97,11.0,7.1
ALB,Albania,ALB.10_1,Shkod?�r,County,58.9,16.2,24.9,0.97,11.0,7.1
ALB,Albania,ALB.8_1,Kuk?�s,County,64.3,12.2,23.5,0.63,10.0,6.4
XKO,Kosovo,XKO.6_1,Prizren,District,50.8,16.8,32.3,2.38,8.0,4.1
XKO,Kosovo,XKO.2_1,Gnjilane,District,32.7,30.3,37.1,3.28,12.0,4.9
MKD,Macedonia,MKD.66_1,Staro Nagori?�ane,Municipality,32.7,30.3,37.1,3.28,12.0,4.9
BGR,Bulgaria,BGR.8_1,Kyustendil,Province,48.5,21.25,30.3,1.9549999999999998,11.0,5.65
BGR,Bulgaria,BGR.11_1,Pazardzhik,Province,36.4,37.2,26.4,1.07,9.0,6.9
BGR,Bulgaria,BGR.14_1,Plovdiv,Province,25.1,12.2,62.7,0.68,19.0,7.2
BGR,Bulgaria,BGR.22_1,Stara Zagora,Province,25.1,12.2,62.7,0.68,19.0,7.2
BGR,Bulgaria,BGR.28_1,Yambol,Province,25.1,12.2,62.7,0.68,19.0,7.2
GEO,Georgia,GEO.4_1,Imereti,Region,56.25,16.0,27.75,1.6099999999999999,12.5,6.1
GEO,Georgia,GEO.11_1,Shida Kartli,Region,58.9,16.2,24.9,0.97,11.0,7.1
GEO,Georgia,GEO.7_1,Mtskheta-Mtianeti,Region,58.9,16.2,24.9,0.97,11.0,7.1
GEO,Georgia,GEO.5_1,Kakheti,Region,53.1,20.3,26.599999999999998,1.385,10.75,6.8999999999999995
TKM,Turkmenistan,TKM.3_1,Balkan,Province,56.99000000000001,21.420000000000005,21.68333333333333,0.4103333333333334,10.666666666666666,7.969999999999999
TKM,Turkmenistan,TKM.6_1,Tashauz,Province,31.2125,31.4125,37.4,0.35124999999999995,8.25,8.05
KGZ,Kyrgyzstan,KGZ.8_1,Talas,Province,58.9,16.2,24.9,0.97,11.0,7.1
KGZ,Kyrgyzstan,KGZ.5_1,Naryn,Province,58.2625,17.05625,24.693749999999998,0.949375,11.625,7.168749999999999
CHN,China,CHN.5_1,Gansu,Province,60.354615384615364,15.156153846153845,24.53538461538462,0.6675384615384614,10.823076923076924,7.513846153846155
CHN,China,CHN.10_1,Hebei,Province,46.393442622950815,20.954098360655745,32.65737704918033,1.538688524590164,11.918032786885245,6.754098360655738
USA,United States,USA.5_1,California,State,59.30530303030304,15.001515151515154,25.676515151515154,1.1572727272727272,11.159090909090908,6.21060606060606
USA,United States,USA.29_1,Nevada,State,58.57070707070706,18.347474747474745,23.04747474747475,0.6542424242424243,9.424242424242424,6.576767676767676
USA,United States,USA.45_1,Utah,State,55.28970588235295,21.450000000000003,23.30882352941176,1.0588235294117647,10.897058823529411,7.222058823529412
USA,United States,USA.15_1,Indiana,State,70.06875000000002,12.421875,17.518749999999997,0.6349999999999999,10.8125,6.321875000000001
USA,United States,USA.39_1,Pennsylvania,State,38.36216216216216,26.57837837837838,35.13513513513513,2.941891891891892,12.27027027027027,5.018918918918919
USA,United States,USA.7_1,Connecticut,State,51.3,40.1,8.7,4.52,24.0,4.1
USA,United States,USA.40_1,Rhode Island,State,51.3,40.1,8.7,4.52,24.0,4.1
PRT,Portugal,PRT.4_1,Braga,District,55.2,21.0,23.8,3.86,11.0,5.3
PRT,Portugal,PRT.19_1,Vila Real,District,55.2,21.0,23.8,3.86,11.0,5.3
PRT,Portugal,PRT.5_1,Bragan?�a,District,58.9,16.2,24.9,0.97,11.0,7.1
ITA,Italy,ITA.12_1,Molise,Region,32.7,30.3,37.1,3.28,12.0,4.9
ITA,Italy,ITA.2_1,Apulia,Region,51.900000000000006,12.683333333333332,35.416666666666664,0.625,12.833333333333334,6.666666666666667
ALB,Albania,ALB.9_1,Lezh?�,County,39.6,39.9,20.6,0.65,10.0,8.0
ALB,Albania,ALB.2_1,Dib?�r,County,64.3,12.2,23.5,0.63,10.0,6.4
MKD,Macedonia,MKD.47_1,Mavrovo and Rostu?�a,Municipality,32.7,30.3,37.1,3.28,12.0,4.9
MKD,Macedonia,MKD.46_1,Makedonski Brod,Municipality,48.5,30.8,20.7,1.74,9.0,7.6
MKD,Macedonia,MKD.27_1,Gradsko,Municipality,63.5,19.2,17.3,0.76,11.0,7.6
MKD,Macedonia,MKD.59_1,Radovi?�,Municipality,32.7,30.3,37.1,3.28,12.0,4.9
MKD,Macedonia,MKD.54_1,Peh?�evo,Municipality,32.7,30.3,37.1,3.28,12.0,4.9
BGR,Bulgaria,BGR.1_1,Blagoevgrad,Province,64.3,12.2,23.5,0.63,10.0,6.4
BGR,Bulgaria,BGR.20_1,Smolyan,Province,36.4,37.2,26.4,1.07,9.0,6.9
BGR,Bulgaria,BGR.7_1,Kardzhali,Province,64.3,12.2,23.5,0.63,10.0,6.4
BGR,Bulgaria,BGR.6_1,Haskovo,Province,64.3,12.2,23.5,0.63,10.0,6.4
GRC,Greece,GRC.6_1,Macedonia and Thrace,Decentralized administration,61.83,14.969999999999999,23.21,0.632,10.0,6.5600000000000005
TUR,Turkey,TUR.28_1,Edirne,Province,64.3,12.2,23.5,0.63,10.0,6.4
TUR,Turkey,TUR.50_1,Kirklareli,Province,64.3,12.2,23.5,0.63,10.0,6.4
TUR,Turkey,TUR.13_1,Bart??n,Province,53.6,15.8,30.6,2.25,14.0,5.1
TUR,Turkey,TUR.46_1,Kastamonu,Province,52.53333333333333,21.433333333333337,26.05,1.555,12.333333333333334,6.116666666666666
TUR,Turkey,TUR.70_1,Sinop,Province,81.6,6.8,11.7,0.44,14.0,7.6
GEO,Georgia,GEO.2_1,Ajaria,Autonomous Republic,58.9,16.2,24.9,0.97,11.0,7.1
GEO,Georgia,GEO.10_1,Samtskhe-Javakheti,Region,57.8,18.974999999999998,23.224999999999998,1.2675,11.0,7.249999999999999
GEO,Georgia,GEO.6_1,Kvemo Kartli,Region,58.9,16.2,24.9,0.97,11.0,7.1
GEO,Georgia,GEO.12_1,Tbilisi,Independent City,54.5,27.3,18.2,2.16,11.0,7.7
AZE,Azerbaijan,AZE.9_1,Shaki-Zaqatala,Region,46.36666666666667,19.733333333333334,33.9,1.2833333333333332,10.333333333333334,6.166666666666667
UZB,Uzbekistan,UZB.7_1,Khorezm,Region,0.0,0.0,0.0,0.0,0.0,0.0
UZB,Uzbekistan,UZB.14_1,Tashkent,Region,53.800000000000004,23.05,23.25,0.8049999999999999,16.0,7.65
KGZ,Kyrgyzstan,KGZ.4_1,Jalal-Abad,Province,57.97272727272727,17.44545454545454,24.599999999999998,0.9400000000000002,11.909090909090908,7.199999999999999
PRK,North Korea,PRK.13_1,Ryanggang,Province,58.9,16.2,24.9,0.97,11.0,7.1
USA,United States,USA.31_1,New Jersey,State,52.5,20.366666666666667,27.183333333333334,2.3216666666666668,14.0,5.05
PRT,Portugal,PRT.15_1,Porto,District,55.2,21.0,23.8,3.86,11.0,5.3
PRT,Portugal,PRT.20_1,Viseu,District,55.2,21.0,23.8,3.86,11.0,5.3
ESP,Spain,ESP.4_1,Castilla-La Mancha,Autonomous Community,68.86785714285712,13.25357142857143,17.957142857142856,0.8460714285714287,12.785714285714286,7.189285714285712
ITA,Italy,ITA.5_1,Campania,Region,33.25,34.35,32.45,2.895,10.75,5.75
ALB,Albania,ALB.11_1,Tiran?�,County,64.3,12.2,23.5,0.63,10.0,6.4
ALB,Albania,ALB.4_1,Elbasan,County,64.3,12.2,23.5,0.63,10.0,6.4
MKD,Macedonia,MKD.52_1,Ohrid,Municipality,32.7,30.3,37.1,3.28,12.0,4.9
MKD,Macedonia,MKD.4_1,Bitola,Municipality,32.7,30.3,37.1,3.28,12.0,4.9
MKD,Macedonia,MKD.57_1,Prilep,Municipality,32.7,30.3,37.1,3.28,12.0,4.9
MKD,Macedonia,MKD.24_1,Gevgelija,Municipality,32.7,30.3,37.1,3.28,12.0,4.9
TUR,Turkey,TUR.73_1,Tekirdag,Province,38.166666666666664,12.199999999999998,49.63333333333333,0.6633333333333334,16.0,6.933333333333334
TUR,Turkey,TUR.40_1,Istanbul,Province,64.3,12.2,23.5,0.63,10.0,6.4
TUR,Turkey,TUR.52_1,Kocaeli,Province,64.3,12.2,23.5,0.63,10.0,6.4
TUR,Turkey,TUR.81_1,Zinguldak,Province,53.6,15.8,30.6,2.25,14.0,5.1
TUR,Turkey,TUR.43_1,Karab??k,Province,53.6,15.8,30.6,2.25,14.0,5.1
TUR,Turkey,TUR.24_1,?�orum,Province,46.65,31.11666666666667,22.399999999999995,0.7116666666666668,19.0,7.983333333333332
TUR,Turkey,TUR.67_1,Samsun,Province,63.3,16.65,20.1,1.05,12.75,6.800000000000001
TUR,Turkey,TUR.65_1,Rize,Province,53.6,15.8,30.6,2.25,14.0,5.1
TUR,Turkey,TUR.10_1,Artvin,Province,58.9,16.2,24.899999999999995,0.9700000000000001,11.0,7.099999999999999
TUR,Turkey,TUR.9_1,Ardahan,Province,58.9,16.2,24.9,0.97,11.0,7.1
ARM,Armenia,ARM.7_1,Lori,Province,58.9,16.2,24.9,0.97,11.0,7.1
AZE,Azerbaijan,AZE.4_1,Ganja-Qazakh,Region,71.725,10.05,18.3,0.4825,10.25,7.1
AZE,Azerbaijan,AZE.8_1,Quba-Khachmaz,Region,49.5,18.85,31.65,1.205,10.5,6.4
TKM,Turkmenistan,TKM.4_1,Chardzhou,Province,56.099999999999994,23.9,20.15,0.45000000000000007,14.5,8.1
UZB,Uzbekistan,UZB.2_1,Bukhoro,Region,39.72222222222222,27.72222222222222,32.611111111111114,0.3266666666666667,8.0,8.0
UZB,Uzbekistan,UZB.4_1,Jizzakh,Region,48.7,29.9,21.6,0.64,21.0,8.2
UZB,Uzbekistan,UZB.8_1,Namangan,Region,58.9,16.2,24.9,0.97,11.0,7.1
PRK,North Korea,PRK.1_1,Chagang-do,Province,58.9,16.2,24.899999999999995,0.9700000000000001,11.0,7.099999999999999
PRK,North Korea,PRK.3_1,Hamgy?�ng-namdo,Province,53.275,21.450000000000003,25.275,0.995,10.5,7.05
USA,United States,USA.6_1,Colorado,State,67.85238095238095,17.398809523809526,14.820238095238093,0.8636904761904761,14.642857142857142,6.952380952380953
USA,United States,USA.26_1,Missouri,State,56.803174603174604,16.595238095238095,26.644444444444435,1.3079365079365077,11.761904761904763,5.860317460317461
USA,United States,USA.49_1,West Virginia,State,35.55000000000001,28.322727272727263,36.21363636363637,3.139545454545455,12.272727272727273,4.927272727272729
PRT,Portugal,PRT.1_1,Aveiro,District,55.2,21.0,23.8,3.86,11.0,5.3
PRT,Portugal,PRT.10_1,Guarda,District,55.2,21.0,23.8,3.86,11.0,5.3
ESP,Spain,ESP.8_1,Comunidad de Madrid,Autonomous Community,29.400000000000002,28.8,41.900000000000006,2.57,11.5,5.75
ESP,Spain,ESP.10_1,Comunidad Valenciana,Autonomous Community,81.60000000000001,6.8,11.700000000000001,0.44,14.0,7.6000000000000005
ITA,Italy,ITA.14_1,Sardegna,Autonomous Region,42.857142857142854,32.857142857142854,24.3,0.9800000000000002,9.714285714285714,7.0
ITA,Italy,ITA.3_1,Basilicata,Region,49.5,21.974999999999998,28.575000000000003,1.9224999999999999,10.75,5.65
ALB,Albania,ALB.5_1,Fier,County,64.3,12.2,23.5,0.63,10.0,6.4
ALB,Albania,ALB.1_1,Berat,County,64.3,12.2,23.5,0.63,10.0,6.4
ALB,Albania,ALB.7_1,Kor?�?�,County,63.5,19.2,17.3,0.76,11.0,7.6
GRC,Greece,GRC.5_1,Epirus and Western Macedonia,Decentralized administration,61.33333333333332,16.533333333333335,22.133333333333336,0.8433333333333333,10.833333333333334,7.150000000000001
TUR,Turkey,TUR.22_1,?�anakkale,Province,70.15,11.05,18.8,0.52,10.5,6.4
TUR,Turkey,TUR.21_1,Bursa,Province,49.6,28.100000000000005,22.3,0.85,9.666666666666666,6.733333333333334
TUR,Turkey,TUR.66_1,Sakarya,Province,78.8,8.35,12.899999999999999,0.425,12.5,7.0
TUR,Turkey,TUR.19_1,Bolu,Province,78.8,8.35,12.899999999999999,0.425,12.5,7.0
TUR,Turkey,TUR.7_1,Ankara,Province,54.05714285714286,25.085714285714285,21.0,0.6542857142857142,18.142857142857142,7.785714285714286
TUR,Turkey,TUR.23_1,?�ankiri,Province,62.35,19.9,17.85,0.525,16.0,7.3
TUR,Turkey,TUR.6_1,Amasya,Province,36.4,37.2,26.4,1.07,9.0,6.9
TUR,Turkey,TUR.74_1,Tokat,Province,49.63333333333333,23.066666666666666,27.3,1.43,11.333333333333334,6.366666666666667
TUR,Turkey,TUR.63_1,Ordu,Province,53.6,15.8,30.6,2.25,14.0,5.1
TUR,Turkey,TUR.34_1,Giresun,Province,53.6,15.8,30.6,2.25,14.0,5.1
TUR,Turkey,TUR.35_1,G??m??shane,Province,55.36666666666667,15.933333333333332,28.7,1.8233333333333333,13.0,5.766666666666666
TUR,Turkey,TUR.75_1,Trabzon,Province,53.6,15.8,30.6,2.25,14.0,5.1
TUR,Turkey,TUR.31_1,Erzurum,Province,54.4375,22.9875,22.574999999999996,1.42875,10.75,7.3
TUR,Turkey,TUR.45_1,Kars,Province,58.9,16.2,24.9,0.97,11.0,7.1
ARM,Armenia,ARM.8_1,Shirak,Province,54.5,27.3,18.2,2.16,11.0,7.7
ARM,Armenia,ARM.1_1,Aragatsotn,Province,54.5,27.3,18.2,2.16,11.0,7.7
ARM,Armenia,ARM.5_1,Gegharkunik,Province,58.9,16.2,24.899999999999995,0.9700000000000001,11.0,7.099999999999999
AZE,Azerbaijan,AZE.2_1,Aran,Region,48.699999999999996,29.900000000000002,21.599999999999998,0.64,21.0,8.200000000000001
AZE,Azerbaijan,AZE.3_1,Daglig-Shirvan,Region,76.0,8.0,16.1,0.32,10.0,7.1
AZE,Azerbaijan,AZE.1_1,Absheron,Region,62.35,18.95,18.85,0.48,15.5,7.6499999999999995
UZB,Uzbekistan,UZB.11_1,Sirdaryo,Region,48.7,29.9,21.6,0.64,21.0,8.2
TJK,Tajikistan,TJK.4_1,Leninabad,Region,54.26363636363636,22.427272727272722,23.400000000000002,0.82,15.545454545454545,7.599999999999998
UZB,Uzbekistan,UZB.3_1,Ferghana,Region,32.9,23.7,43.4,2.02,15.0,6.1
UZB,Uzbekistan,UZB.1_1,Andijon,Region,72.8,10.5,16.8,0.36,8.0,7.2
KGZ,Kyrgyzstan,KGZ.7_1,Osh,Province,57.97272727272727,17.44545454545454,24.599999999999998,0.9400000000000002,11.909090909090908,7.199999999999999
CHN,China,CHN.2_1,Beijing,Municipality,55.14,17.259999999999998,27.6,1.064,10.8,6.82
PRK,North Korea,PRK.9_1,P'y?�ngan-bukto,Province,58.9,16.2,24.9,0.97,11.0,7.1
JPN,Japan,JPN.3_1,Aomori,Prefecture,52.0,23.0,25.0,1.6533333333333333,11.0,6.733333333333333
PRT,Portugal,PRT.7_1,Coimbra,District,55.2,21.0,23.8,3.86,11.0,5.3
PRT,Portugal,PRT.6_1,Castelo Branco,District,45.8,23.25,31.0,2.125,11.5,6.0
ESP,Spain,ESP.11_1,Extremadura,Autonomous Community,41.43846153846153,31.88461538461538,26.684615384615377,1.4130769230769231,9.615384615384615,6.6000000000000005
ALB,Albania,ALB.6_1,Gjirokast?�r,County,64.3,12.2,23.5,0.63,10.0,6.4
GRC,Greece,GRC.8_1,Thessaly and Central Greece,Decentralized administration,57.8375,18.1625,24.0125,0.845,10.625,7.0375
TUR,Turkey,TUR.12_1,Balikesir,Province,76.0,9.9,14.1,0.41,11.0,6.3999999999999995
TUR,Turkey,TUR.16_1,Bilecik,Province,36.4,37.2,26.4,1.07,9.0,6.9
TUR,Turkey,TUR.32_1,Eskisehir,Province,61.85999999999999,20.660000000000004,17.639999999999997,0.56,18.2,7.959999999999999
TUR,Turkey,TUR.49_1,Kinkkale,Province,48.7,29.9,21.6,0.64,21.0,8.2
TUR,Turkey,TUR.80_1,Yozgat,Province,59.35999999999999,19.799999999999997,20.94,0.732,15.6,7.639999999999999
TUR,Turkey,TUR.72_1,Sivas,Province,55.81,23.81,20.479999999999997,0.696,17.0,7.7700000000000005
TUR,Turkey,TUR.15_1,Bayburt,Province,58.9,16.2,24.9,0.97,11.0,7.1
TUR,Turkey,TUR.38_1,I?�d??r,Province,54.5,27.3,18.2,2.16,11.0,7.7
ARM,Armenia,ARM.2_1,Ararat,Province,58.9,16.2,24.9,0.97,11.0,7.1
AZE,Azerbaijan,AZE.5_1,Kalbajar-Lachin,Region,58.9,16.2,24.899999999999995,0.9700000000000001,11.0,7.099999999999999
