GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1,Sand,Silt,Clay,OC,CN,pH
GRL,Greenland,GRL.2_1,Northeast Greenland National Park,National Park,82.5,9.900000000000002,7.700000000000001,1.6999999999999997,10.0,5.4
CAN,Canada,CAN.8_1,Nunavut,Territory,78.75753424657533,11.360654490106548,9.971461187214613,1.6547031963470318,10.221461187214611,5.527092846270928
GRL,Greenland,GRL.3_1,Qaasuitsup,Commune,82.5,9.9,7.700000000000001,1.6999999999999997,10.0,5.4
RUS,Russia,RUS.35_1,Krasnoyarsk,Territory,47.273351099267146,30.058560959360424,22.67408394403731,2.846822118587608,13.79147235176549,5.987341772151898
CAN,Canada,CAN.6_1,Northwest Territories,Territory,56.630341340075844,23.671681415929203,19.7614412136536,9.366839443742098,16.553729456384325,5.565613147914032
RUS,Russia,RUS.4_1,Arkhangel'sk,Region,57.57777777777777,31.877366255144032,10.607407407407406,2.681481481481481,16.83127572016461,5.130864197530865
RUS,Russia,RUS.60_1,Sakha,Republic,49.326919087136915,25.82064315352697,24.85539419087137,1.6814782157676351,12.983402489626556,5.992842323651451
RUS,Russia,RUS.80_1,Yamal-Nenets,Autonomous Province,42.439909297052154,30.28390022675737,27.285941043083902,9.48562358276644,19.972789115646258,5.338548752834468
RUS,Russia,RUS.12_1,Chukot,Autonomous Province,55.09355555555555,21.337333333333326,23.56911111111111,2.479977777777777,13.24,6.671555555555554
GRL,Greenland,GRL.5_1,Sermersooq,Commune,82.5,9.9,7.7,1.7,10.0,5.400000000000001
USA,United States,USA.2_1,Alaska,State,38.217548076923066,22.911057692307693,38.88028846153846,2.569651442307692,12.088942307692308,5.649879807692309
NOR,Norway,NOR.5_1,Finnmark,County,67.00000000000003,27.450000000000006,5.7299999999999995,1.5819999999999996,15.5,5.21
RUS,Russia,RUS.46_1,Nenets,Autonomous Province,65.99047619047619,21.141904761904758,12.945714285714283,17.406761904761904,23.152380952380952,5.061904761904762
NOR,Norway,NOR.17_1,Troms,County,61.90000000000001,20.366666666666664,17.799999999999997,1.1966666666666665,12.666666666666666,6.3999999999999995
FIN,Finland,FIN.2_1,Lapland,Province,56.375,31.970588235294112,11.777941176470588,17.060441176470587,29.647058823529413,4.822058823529411
RUS,Russia,RUS.45_1,Murmansk,Region,63.76597938144328,28.834020618556693,7.562886597938145,6.300103092783505,19.814432989690722,5.090721649484537
CAN,Canada,CAN.13_1,Yukon,Territory,43.54117647058823,30.546691176470578,25.912132352941182,1.3569485294117647,9.808823529411764,6.7628676470588225
NOR,Norway,NOR.10_1,Nordland,County,64.62727272727275,24.154545454545453,11.345454545454546,1.4027272727272724,14.181818181818182,5.763636363636363
SWE,Sweden,SWE.10_1,Norrbotten,County,64.27313432835818,23.662686567164176,12.183582089552237,1.3759701492537317,13.985074626865671,5.8462686567164175
RUS,Russia,RUS.32_1,Komi,Republic,64.8011952191235,27.330677290836654,7.965737051792829,4.746374501992032,18.89243027888446,4.856972111553785
GRL,Greenland,GRL.4_1,Qeqqata,Commune,82.5,9.9,7.699999999999999,1.7,10.0,5.400000000000001
ISL,Iceland,ISL.2_1,H?�lshreppur,Region,59.58181818181818,18.45454545454545,21.963636363636365,1.310909090909091,11.0,6.79090909090909
FIN,Finland,FIN.3_1,Oulu,Province,54.04736842105264,33.45789473684211,12.610526315789475,20.87105263157894,33.26315789473684,4.66315789473684
RUS,Russia,RUS.26_1,Karelia,Republic,61.21136363636363,32.67045454545455,6.286363636363635,6.814318181818183,20.613636363636363,4.881818181818182
ISL,Iceland,ISL.7_1,Vestfir??ir,Region,60.7,18.7,20.639999999999997,1.1059999999999999,12.0,6.68
ISL,Iceland,ISL.4_1,Nor??urland vestra,Region,63.07142857142857,22.628571428571426,14.357142857142858,1.2871428571428574,12.428571428571429,6.271428571428572
ISL,Iceland,ISL.1_1,Austurland,Region,62.75714285714286,21.557142857142853,15.771428571428572,1.2614285714285713,13.142857142857142,6.2
SWE,Sweden,SWE.18_1,V?�sterbotten,County,66.53636363636365,26.80606060606061,6.827272727272727,1.5469696969696969,15.242424242424242,5.318181818181818
RUS,Russia,RUS.40_1,Maga Buryatdan,Region,56.532015810276675,19.05691699604743,24.41106719367589,1.373320158102767,11.367588932806324,6.947430830039526
ISL,Iceland,ISL.8_1,Vesturland,Region,65.65,25.575,8.925,1.4799999999999998,14.75,5.525
RUS,Russia,RUS.30_1,Khanty-Mansiy,Autonomous Province,38.84006849315068,35.909246575342465,25.28013698630137,18.378287671232876,28.904109589041095,4.744520547945206
ISL,Iceland,ISL.5_1,Su??urland,Region,61.20833333333332,20.974999999999994,17.833333333333336,1.4108333333333336,11.416666666666666,6.508333333333333
NOR,Norway,NOR.9_1,Nord-Tr??ndelag,County,67.89999999999999,28.699999999999996,3.6000000000000005,1.6499999999999997,16.0,5.0
SWE,Sweden,SWE.6_1,J?�mtland,County,63.83548387096776,26.42580645161291,9.880645161290326,1.4590322580645159,14.419354838709678,5.596774193548387
RUS,Russia,RUS.24_1,Kamchatka,Territory,53.824999999999996,22.41339285714285,23.76160714285714,3.8821874999999997,13.901785714285714,6.632142857142855
ISL,Iceland,ISL.3_1,H??fu??borgarsv?�??i,Region,55.2,21.0,23.8,3.86,11.0,5.3
NOR,Norway,NOR.15_1,S??r-Tr??ndelag,County,67.9,28.7,3.6,1.65,16.0,5.0
SWE,Sweden,SWE.19_1,V?�sternorrland,County,67.89999999999999,28.7,3.6,1.6499999999999997,16.0,5.0
FIN,Finland,FIN.5_1,Western Finland,Province,61.31914893617023,28.41702127659575,10.43404255319149,2.6285106382978727,17.638297872340427,5.174468085106383
FIN,Finland,FIN.1_1,Eastern Finland,Province,65.84375000000001,29.40625,4.9375,4.503125,18.5625,4.95
RUS,Russia,RUS.18_1,Irkutsk,Region,52.821690140845064,24.562253521126756,22.61605633802817,1.2552394366197186,11.746478873239436,6.407042253521126
NOR,Norway,NOR.8_1,M??re og Romsdal,County,65.32857142857142,25.128571428571426,9.685714285714285,1.455714285714286,14.571428571428571,5.6000000000000005
CAN,Canada,CAN.11_1,Qu??bec,Province,61.37347893915756,23.45507020280811,15.26443057722309,4.624570982839314,16.213728549141965,5.92776911076443
GRL,Greenland,GRL.1_1,Kujalleq,Commune,82.5,9.9,7.7,1.7,10.0,5.4
NOR,Norway,NOR.6_1,Hedmark,County,67.89999999999999,28.699999999999996,3.6000000000000005,1.6499999999999997,16.0,5.0
NOR,Norway,NOR.14_1,Sogn og Fjordane,County,65.65,25.575,8.925,1.48,14.75,5.525
NOR,Norway,NOR.11_1,Oppland,County,66.61428571428571,26.91428571428571,6.642857142857141,1.5528571428571425,15.285714285714286,5.3
SWE,Sweden,SWE.2_1,Dalarna,County,67.9,28.7,3.6,1.65,16.0,5.0
SWE,Sweden,SWE.3_1,G?�vleborg,County,67.9,28.7,3.6,1.65,16.0,5.0
RUS,Russia,RUS.66_1,Sverdlovsk,Region,54.36185567010309,27.802061855670104,17.843298969072162,2.245051546391753,13.45360824742268,5.956701030927834
RUS,Russia,RUS.28_1,Khabarovsk,Territory,54.60171919770772,20.602578796561602,24.795988538681947,4.118481375358166,12.054441260744985,6.861031518624642
FIN,Finland,FIN.4_1,Southern Finland,Province,55.73636363636363,27.96363636363636,16.445454545454545,1.5,19.272727272727273,5.654545454545455
RUS,Russia,RUS.38_1,Leningrad,Region,63.57837837837837,26.829729729729728,9.640540540540542,1.5016216216216214,11.18918918918919,5.278378378378379
RUS,Russia,RUS.78_1,Vologda,Region,34.079166666666666,53.75833333333334,12.181944444444444,2.030972222222222,13.61111111111111,4.866666666666666
RUS,Russia,RUS.55_1,Perm',Territory,56.47901234567902,30.40123456790124,13.125925925925923,1.2837037037037038,10.765432098765432,5.493827160493827
NOR,Norway,NOR.7_1,Hordaland,County,67.9,28.7,3.6,1.65,16.0,5.0
NOR,Norway,NOR.4_1,Buskerud,County,67.9,28.700000000000003,3.5999999999999996,1.65,16.0,5.0
SWE,Sweden,SWE.17_1,V?�rmland,County,67.9,28.700000000000003,3.5999999999999996,1.65,16.0,5.0
RUS,Russia,RUS.31_1,Kirov,Region,51.155737704918025,38.03278688524592,10.814754098360659,1.3273770491803276,11.0,5.11311475409836
RUS,Russia,RUS.69_1,Tomsk,Region,49.79354838709678,32.85354838709678,17.38258064516129,7.921806451612903,15.374193548387098,5.256129032258064
NOR,Norway,NOR.1_1,Akershus,County,67.9,28.7,3.6,1.65,16.0,5.0
SWE,Sweden,SWE.20_1,V?�stmanland,County,45.60000000000001,27.35,27.150000000000002,1.375,22.0,6.199999999999999
SWE,Sweden,SWE.16_1,Uppsala,County,41.00000000000001,32.275000000000006,26.775,1.2225000000000001,15.5,6.550000000000001
RUS,Russia,RUS.14_1,City of St. Petersburg,City,69.5,23.25,7.35,1.56,12.5,5.15
CAN,Canada,CAN.2_1,British Columbia,Province,63.22262210796915,20.287403598971718,16.561696658097688,4.1413624678663234,17.712082262210796,6.276863753213367
CAN,Canada,CAN.1_1,Alberta,Province,56.983103448275855,24.393793103448274,18.66413793103448,12.67548275862069,28.05862068965517,6.265862068965519
CAN,Canada,CAN.12_1,Saskatchewan,Province,61.24518518518517,26.7162962962963,12.13888888888889,3.5195555555555553,17.47037037037037,6.185925925925927
CAN,Canada,CAN.3_1,Manitoba,Province,55.32361623616236,29.227306273062727,15.522878228782288,19.512250922509224,31.612546125461254,5.378597785977861
CAN,Canada,CAN.5_1,Newfoundland and Labrador,Province,63.354658385093146,23.095031055900616,13.65590062111801,1.959192546583851,14.173913043478262,5.95527950310559
NOR,Norway,NOR.13_1,Rogaland,County,66.1,26.2,7.859999999999999,1.5139999999999998,15.0,5.42
NOR,Norway,NOR.3_1,Aust-Agder,County,67.9,28.7,3.6,1.65,16.0,5.0
NOR,Norway,NOR.16_1,Telemark,County,67.89999999999999,28.699999999999996,3.6000000000000005,1.6500000000000001,16.0,5.0
NOR,Norway,NOR.19_1,Vestfold,County,67.9,28.7,3.6,1.65,16.0,5.0
NOR,Norway,NOR.2_1,?�stfold,County,67.9,28.7,3.6,1.65,16.0,5.0
SWE,Sweden,SWE.11_1,Orebro,County,60.025000000000006,30.825,9.3,1.505,14.25,5.475
SWE,Sweden,SWE.15_1,Stockholm,County,36.4,37.2,26.399999999999995,1.07,9.0,6.900000000000001
RUS,Russia,RUS.73_1,Tyumen',Region,51.50694444444444,31.551388888888894,16.956944444444442,8.866805555555555,18.708333333333332,5.618055555555555
SWE,Sweden,SWE.21_1,V?�stra G??taland,County,55.184615384615384,28.730769230769226,16.223076923076924,1.4784615384615383,18.23076923076923,5.699999999999999
SWE,Sweden,SWE.14_1,S??dermanland,County,36.4,37.2,26.399999999999995,1.07,9.0,6.900000000000001
EST,Estonia,EST.7_1,L?�?�ne,County,48.5,30.8,20.7,1.74,9.0,7.6
EST,Estonia,EST.11_1,Rapla,County,48.5,30.8,20.7,1.74,9.0,7.6
EST,Estonia,EST.1_1,Harju,County,48.5,30.8,20.7,1.74,9.0,7.6
EST,Estonia,EST.4_1,J?�rva,County,48.5,30.8,20.7,1.74,9.0,7.6
EST,Estonia,EST.6_1,L?�?�ne-Viru,County,48.5,30.8,20.7,1.74,9.0,7.6
EST,Estonia,EST.3_1,Ida-Viru,County,59.8,24.3,15.899999999999999,1.605,9.0,6.449999999999999
RUS,Russia,RUS.49_1,Novgorod,Region,68.19642857142856,19.521428571428572,12.282142857142858,3.1260714285714286,10.714285714285714,5.425
RUS,Russia,RUS.33_1,Kostroma,Region,69.85517241379308,18.56551724137931,11.579310344827588,3.050344827586206,10.655172413793103,5.262068965517243
GBR,United Kingdom,GBR.3_1,Scotland,Kingdom,46.71000000000001,30.99666666666666,22.34,15.850666666666664,29.066666666666666,4.926666666666667
NOR,Norway,NOR.18_1,Vest-Agder,County,63.400000000000006,22.45,14.25,1.31,13.5,6.05
SWE,Sweden,SWE.12_1,?�sterg??tland,County,46.38,31.559999999999995,22.139999999999997,1.3080000000000003,15.6,6.24
EST,Estonia,EST.8_1,P?�rnu,County,48.5,30.8,20.7,1.74,9.0,7.6
EST,Estonia,EST.15_1,Viljandi,County,48.5,30.8,20.7,1.74,9.0,7.6
EST,Estonia,EST.13_1,Tartu,County,48.5,30.8,20.7,1.74,9.0,7.6
EST,Estonia,EST.9_1,Peipsi,Water body,0.0,0.0,0.0,0.0,0.0,0.0
RUS,Russia,RUS.57_1,Pskov,Region,71.1,17.8,11.1,1.47,9.0,5.3
RUS,Russia,RUS.72_1,Tver',Region,71.1,17.8,11.1,1.47,9.0,5.3
RUS,Russia,RUS.81_1,Yaroslavl',Region,71.09999999999998,17.8,11.099999999999998,1.4699999999999998,9.0,5.299999999999999
RUS,Russia,RUS.51_1,Omsk,Region,50.085294117647045,28.688235294117643,21.236764705882347,2.254411764705882,15.485294117647058,6.607352941176471
SWE,Sweden,SWE.7_1,J??nk??ping,County,60.025000000000006,30.825000000000003,9.3,1.505,14.25,5.475
SWE,Sweden,SWE.8_1,Kalmar,County,67.9,28.7,3.6,1.65,16.0,5.0
LVA,Latvia,LVA.3_1,Riga,Province,71.10000000000001,17.8,11.099999999999998,1.4700000000000002,9.0,5.3
LVA,Latvia,LVA.4_1,Vidzeme,Province,71.1,17.8,11.1,1.47,9.0,5.3
EST,Estonia,EST.14_1,Valga,County,71.1,17.8,11.1,1.47,9.0,5.3
EST,Estonia,EST.10_1,P??lva,County,71.1,17.8,11.1,1.47,9.0,5.3
RUS,Russia,RUS.47_1,Nizhegorod,Region,69.76111111111112,17.23333333333333,13.008333333333333,1.283888888888889,11.083333333333334,5.666666666666666
RUS,Russia,RUS.74_1,Udmurt,Republic,71.91666666666667,16.48333333333333,11.6,1.2933333333333334,9.333333333333334,5.483333333333334
RUS,Russia,RUS.83_1,Zabaykal'ye,Territory,55.52702702702702,19.66378378378378,24.809189189189194,1.2734594594594593,11.562162162162162,7.089189189189189
DNK,Denmark,DNK.3_1,Nordjylland,Region,60.75,26.85,12.525,1.38,13.75,5.875
SWE,Sweden,SWE.5_1,Halland,County,36.4,37.2,26.4,1.07,9.0,6.9
SWE,Sweden,SWE.4_1,Gotland,County,36.4,37.2,26.4,1.07,9.0,6.9
LVA,Latvia,LVA.1_1,Kurzeme,Province,71.10000000000001,17.8,11.1,1.47,9.0,5.3
RUS,Russia,RUS.19_1,Ivanovo,Region,71.1,17.800000000000004,11.099999999999998,1.4700000000000002,9.0,5.299999999999999
DNK,Denmark,DNK.2_1,Midtjylland,Region,63.25,27.775000000000002,9.1,1.8875000000000002,16.0,5.300000000000001
SWE,Sweden,SWE.9_1,Kronoberg,County,67.9,28.7,3.6,1.65,16.0,5.0
LVA,Latvia,LVA.2_1,Latgale,Province,71.1,17.8,11.1,1.47,9.0,5.3
RUS,Russia,RUS.41_1,Mariy-El,Republic,70.20769230769231,16.469230769230773,13.32307692307692,4.587692307692307,13.461538461538462,5.638461538461538
RUS,Russia,RUS.50_1,Novosibirsk,Region,39.49871794871795,32.452564102564104,28.060256410256425,6.040897435897435,17.243589743589745,6.848717948717951
RUS,Russia,RUS.9_1,Buryat,Republic,57.21418439716311,18.215602836879434,24.57021276595745,1.449929078014184,11.375886524822695,7.0283687943262425
RUS,Russia,RUS.3_1,Amur,Region,51.65911949685534,20.01635220125786,28.327672955974833,6.085974842767295,16.528301886792452,6.504402515723271
CAN,Canada,CAN.9_1,Ontario,Province,58.04677002583979,28.86459948320413,13.200258397932817,16.388217054263567,27.315245478036175,5.102067183462533
SWE,Sweden,SWE.13_1,Sk?�ne,County,49.00000000000001,33.8,17.28,1.302,11.8,6.139999999999999
SWE,Sweden,SWE.1_1,Blekinge,County,67.9,28.7,3.6,1.6499999999999997,16.0,5.0
LTU,Lithuania,LTU.3_1,Klaipedos,County,71.1,17.8,11.1,1.47,9.0,5.3
LTU,Lithuania,LTU.8_1,Tel?�iai,County,71.1,17.8,11.1,1.47,9.0,5.3
LTU,Lithuania,LTU.6_1,?�iauliai,County,48.75,21.85,29.400000000000002,1.955,11.5,5.65
LVA,Latvia,LVA.5_1,Zemgale,Province,26.399999999999995,25.899999999999995,47.70000000000001,2.44,14.0,6.0
LTU,Lithuania,LTU.5_1,Panevezio,County,26.399999999999995,25.899999999999995,47.70000000000001,2.44,14.0,6.0
RUS,Russia,RUS.44_1,Moskva,Region,71.96470588235293,16.405882352941177,11.629411764705882,1.2829411764705883,9.352941176470589,5.4941176470588236
RUS,Russia,RUS.76_1,Vladimir,Region,71.85384615384615,16.58461538461539,11.56153846153846,1.306923076923077,9.307692307692308,5.469230769230768
RUS,Russia,RUS.13_1,Chuvash,Republic,69.0125,13.5625,17.4375,0.7825,14.875,6.3875
RUS,Russia,RUS.68_1,Tatarstan,Republic,57.7,22.25,20.067857142857147,1.3753571428571427,18.785714285714285,6.617857142857142
RUS,Russia,RUS.6_1,Bashkortostan,Republic,53.78281249999999,23.328124999999996,22.898437500000004,1.4665625000000002,15.328125,6.895312500000001
RUS,Russia,RUS.11_1,Chelyabinsk,Region,46.47692307692307,27.682051282051273,25.843589743589742,1.6356410256410256,20.53846153846154,7.092307692307693
RUS,Russia,RUS.36_1,Kurgan,Region,49.69677419354839,25.741935483870968,24.57096774193549,1.4519354838709682,23.387096774193548,6.983870967741935
RUS,Russia,RUS.27_1,Kemerovo,Region,51.777499999999996,25.3925,22.8375,1.70575,16.5,6.6450000000000005
DNK,Denmark,DNK.5_1,Syddanmark,Region,60.025000000000006,30.825,9.3,1.505,14.25,5.475
DNK,Denmark,DNK.1_1,Hovedstaden,Region,36.4,37.2,26.4,1.07,9.0,6.9
LTU,Lithuania,LTU.9_1,Utenos,County,71.1,17.8,11.1,1.47,9.0,5.3
BLR,Belarus,BLR.6_1,Vitsyebsk,Region,71.09999999999998,17.8,11.1,1.4699999999999998,9.0,5.3
RUS,Russia,RUS.64_1,Smolensk,Region,71.09999999999997,17.800000000000004,11.099999999999998,1.4699999999999998,9.0,5.299999999999999
RUS,Russia,RUS.43_1,Moscow City,City,71.1,17.8,11.1,1.47,9.0,5.3
GBR,United Kingdom,GBR.2_1,Northern Ireland,Province,37.75,25.35,36.95,2.29,12.0,5.65
GBR,United Kingdom,GBR.1_1,England,Kingdom,46.13111111111111,23.302222222222227,30.582222222222207,1.9233333333333333,11.844444444444445,6.162222222222221
RUS,Russia,RUS.21_1,Kaliningrad,Region,71.10000000000001,17.8,11.1,1.47,9.0,5.3
LTU,Lithuania,LTU.7_1,Taurages,County,48.75,21.85,29.400000000000002,1.955,11.5,5.65
LTU,Lithuania,LTU.2_1,Kauno,County,41.3,23.2,35.5,2.1166666666666667,12.333333333333334,5.766666666666667
LTU,Lithuania,LTU.10_1,Vilniaus,County,71.1,17.8,11.1,1.47,9.0,5.3
RUS,Russia,RUS.23_1,Kaluga,Region,70.26,16.160000000000004,13.579999999999997,1.2300000000000002,10.066666666666666,5.6066666666666665
RUS,Russia,RUS.59_1,Ryazan',Region,67.28333333333333,17.58888888888889,15.149999999999999,1.28,13.555555555555555,6.0055555555555555
KAZ,Kazakhstan,KAZ.7_1,North Kazakhstan,Region,37.248888888888885,37.335555555555544,25.415555555555553,2.3879999999999995,13.155555555555555,7.246666666666667
RUS,Russia,RUS.29_1,Khakass,Republic,52.453571428571436,23.000000000000007,24.553571428571423,1.524642857142857,11.178571428571429,6.8964285714285705
IRL,Ireland,IRL.5_1,Donegal,County,18.9,21.8,59.3,2.92,10.0,4.7
DEU,Germany,DEU.15_1,Schleswig-Holstein,State,80.0,15.4,4.683333333333333,2.7183333333333337,21.0,4.65
POL,Poland,POL.11_1,Pomorskie,Province|Voivodeship,61.142857142857146,27.571428571428577,11.357142857142858,2.864285714285714,18.857142857142858,5.114285714285714
LTU,Lithuania,LTU.4_1,Marijampoles,County,48.75,21.85,29.400000000000002,1.955,11.5,5.65
BLR,Belarus,BLR.3_1,Hrodna,Region,68.04545454545455,16.600000000000005,15.354545454545452,1.2681818181818185,10.636363636363637,5.627272727272726
BLR,Belarus,BLR.5_1,Minsk,Region,65.17058823529412,15.470588235294118,19.35882352941176,1.0782352941176472,12.176470588235293,5.935294117647059
RUS,Russia,RUS.70_1,Tula,Region,60.74166666666665,18.058333333333334,21.200000000000003,0.9283333333333332,23.833333333333332,6.658333333333332
RUS,Russia,RUS.42_1,Mordovia,Republic,50.699999999999996,26.87272727272727,22.44545454545455,1.7572727272727275,24.818181818181817,6.427272727272726
RUS,Russia,RUS.75_1,Ul'yanovsk,Region,52.54705882352942,23.876470588235293,23.576470588235296,1.3294117647058823,24.941176470588236,6.894117647058823
RUS,Russia,RUS.62_1,Samara,Region,42.6,33.8142857142857,23.585714285714282,2.282857142857142,18.857142857142858,7.27142857142857
KAZ,Kazakhstan,KAZ.10_1,Qostanay,Region,46.28780487804878,29.15853658536586,24.58414634146341,1.7552439024390245,10.524390243902438,7.581707317073173
IRL,Ireland,IRL.16_1,Mayo,County,40.5,30.3,29.2,6.56,15.0,5.0
IRL,Ireland,IRL.21_1,Sligo,County,18.9,21.8,59.3,2.92,10.0,4.7
IRL,Ireland,IRL.12_1,Leitrim,County,18.9,21.8,59.3,2.92,10.0,4.7
IRL,Ireland,IRL.2_1,Cavan,County,18.9,21.8,59.3,2.92,10.0,4.7
IRL,Ireland,IRL.18_1,Monaghan,County,32.7,30.3,37.1,3.28,12.0,4.9
DEU,Germany,DEU.8_1,Mecklenburg-Vorpommern,State,62.4,20.020000000000003,17.619999999999997,1.8059999999999998,13.8,5.640000000000001
POL,Poland,POL.16_1,Zachodniopomorskie,Province|Voivodeship,60.175,25.4125,14.462499999999999,2.02125,16.25,5.75
POL,Poland,POL.14_1,Warmi?�sko-Mazurskie,Province|Voivodeship,57.48181818181818,25.99090909090909,16.58181818181818,1.1136363636363638,11.818181818181818,6.109090909090909
POL,Poland,POL.10_1,Podlaskie,Province|Voivodeship,58.1125,31.325000000000003,10.575000000000001,1.04375,12.125,5.8125
LTU,Lithuania,LTU.1_1,Alytaus,County,71.1,17.8,11.1,1.47,9.0,5.3
BLR,Belarus,BLR.4_1,Mahilyow,Region,65.06923076923077,15.430769230769235,19.499999999999996,1.0715384615384618,12.23076923076923,5.946153846153846
RUS,Russia,RUS.53_1,Orenburg,Region,43.479629629629635,34.05185185185185,22.47037037037037,2.390740740740741,11.962962962962964,7.387037037037037
KAZ,Kazakhstan,KAZ.8_1,Pavlodar,Region,54.49074074074073,25.950000000000003,19.570370370370373,1.8903703703703703,11.148148148148149,7.65925925925926
RUS,Russia,RUS.2_1,Altay,Territory,47.06268656716418,28.68955223880597,24.25970149253732,1.8334328358208958,16.238805970149254,7.182089552238808
IRL,Ireland,IRL.7_1,Galway,County,50.96666666666667,25.8,23.23333333333333,2.6799999999999997,11.666666666666666,6.1000000000000005
IRL,Ireland,IRL.24_1,Westmeath,County,76.0,9.9,14.1,0.41,11.0,6.4
IRL,Ireland,IRL.17_1,Meath,County,76.0,9.9,14.1,0.41,11.0,6.4
DEU,Germany,DEU.9_1,Niedersachsen,State,42.05499999999999,43.695,14.294999999999998,1.6115,14.95,5.490000000000001
DEU,Germany,DEU.6_1,Hamburg,State,80.8,16.5,2.8,3.18,23.0,4.3
POL,Poland,POL.15_1,Wielkopolskie,Province|Voivodeship,58.892307692307675,25.915384615384617,15.230769230769226,2.189230769230769,17.0,5.415384615384615
POL,Poland,POL.2_1,Kujawsko-Pomorskie,Province|Voivodeship,55.525,24.075,20.45,2.2475,16.5,5.525
RUS,Russia,RUS.8_1,Bryansk,Region,67.92666666666666,13.933333333333337,18.139999999999997,0.8913333333333335,11.933333333333334,6.073333333333335
RUS,Russia,RUS.52_1,Orel,Region,49.64,26.2,24.180000000000003,1.5739999999999998,26.8,6.76
RUS,Russia,RUS.39_1,Lipetsk,Region,44.89,26.82,28.29,1.4469999999999998,34.5,7.1
RUS,Russia,RUS.67_1,Tambov,Region,42.08666666666667,34.19333333333334,23.719999999999995,2.240666666666667,19.933333333333334,6.859999999999998
RUS,Russia,RUS.54_1,Penza,Region,50.106249999999996,24.487499999999997,25.40625,1.33,29.0,6.96875
KAZ,Kazakhstan,KAZ.2_1,Aqmola,Region,48.21147540983607,28.672131147540984,23.116393442622954,1.9111475409836063,11.01639344262295,7.531147540983606
RUS,Russia,RUS.71_1,Tuva,Republic,58.98873239436618,16.885915492957746,24.13098591549296,1.0357746478873238,10.985915492957746,7.126760563380283
CHN,China,CHN.11_1,Heilongjiang,Province,48.01058823529411,22.439999999999994,29.557058823529417,1.5431176470588237,10.594117647058823,6.800000000000002
RUS,Russia,RUS.61_1,Sakhalin,Region,34.28846153846154,48.723076923076924,16.988461538461536,1.0173076923076922,12.615384615384615,5.857692307692307
IRL,Ireland,IRL.3_1,Clare,County,18.9,21.8,59.3,2.92,10.0,4.7
IRL,Ireland,IRL.22_1,Tipperary,County,76.0,9.9,14.1,0.41,11.0,6.400000000000001
IRL,Ireland,IRL.11_1,Laoighis,County,76.0,9.9,14.1,0.41,11.0,6.4
IRL,Ireland,IRL.1_1,Carlow,County,32.7,30.3,37.1,3.28,12.0,4.9
IRL,Ireland,IRL.26_1,Wicklow,County,32.7,30.3,37.1,3.28,12.0,4.9
GBR,United Kingdom,GBR.4_1,Wales,Principality,33.56666666666667,30.299999999999997,36.22222222222222,3.644444444444444,12.333333333333334,4.911111111111111
NLD,Netherlands,NLD.6_1,IJsselmeer,Water body,0.0,0.0,0.0,0.0,0.0,0.0
NLD,Netherlands,NLD.3_1,Friesland,Province,80.8,16.5,2.8,3.18,23.0,4.3
NLD,Netherlands,NLD.1_1,Drenthe,Province,35.0,40.0,25.0,47.3,57.0,4.2
DEU,Germany,DEU.13_1,Sachsen-Anhalt,State,41.0,31.011111111111113,28.055555555555557,2.7266666666666666,12.444444444444445,6.011111111111111
DEU,Germany,DEU.4_1,Brandenburg,State,36.63636363636363,28.44545454545455,35.009090909090915,3.019090909090909,11.909090909090908,5.036363636363636
POL,Poland,POL.5_1,Lubuskie,Province|Voivodeship,55.84000000000001,29.82,14.440000000000001,2.876,17.4,4.9
POL,Poland,POL.7_1,Mazowieckie,Province|Voivodeship,54.36875,32.831250000000004,12.85625,2.1374999999999997,16.5625,5.19375
BLR,Belarus,BLR.1_1,Brest,Region,60.28461538461537,22.915384615384617,16.830769230769228,5.446923076923077,18.384615384615383,5.407692307692307
BLR,Belarus,BLR.2_1,Homyel',Region,61.76666666666668,14.133333333333333,24.099999999999998,0.8533333333333334,14.0,6.300000000000001
CHN,China,CHN.19_1,Nei Mongol,Autonomous Region,53.43544973544973,23.45820105820106,23.146296296296295,1.2982010582010584,11.142857142857142,7.258465608465608
IRL,Ireland,IRL.8_1,Kerry,County,37.7,25.05,37.25,5.77,19.5,4.7
IRL,Ireland,IRL.13_1,Limerick,County,76.0,9.9,14.1,0.41,11.0,6.4
IRL,Ireland,IRL.10_1,Kilkenny,County,32.7,30.3,37.1,3.28,12.0,4.9
IRL,Ireland,IRL.25_1,Wexford,County,32.7,30.3,37.1,3.28,12.0,4.9
NLD,Netherlands,NLD.4_1,Gelderland,Province,70.8,12.8,16.5,1.15,14.0,6.6
NLD,Netherlands,NLD.10_1,Overijssel,Province,80.8,16.5,2.8,3.18,23.0,4.3
DEU,Germany,DEU.10_1,Nordrhein-Westfalen,State,58.71875,21.3375,20.0,2.081875,14.0625,5.46875
RUS,Russia,RUS.37_1,Kursk,Region,40.19230769230769,37.71538461538462,22.107692307692307,2.5930769230769224,13.76923076923077,6.838461538461536
RUS,Russia,RUS.63_1,Saratov,Region,42.9195652173913,33.573913043478264,23.504347826086963,2.191521739130435,13.695652173913043,7.519565217391304
RUS,Russia,RUS.16_1,Gorno-Altay,Republic,58.900000000000006,16.200000000000003,24.899999999999995,0.9699999999999999,11.0,7.099999999999999
