,GID_0,NAME_0,NAME_1,ENGTYPE_1,Sand,Silt,Clay,OC,CN
GRL.2_1,GRL,Greenland,Northeast Greenland National Park,National Park,82.5,9.900000000000002,7.700000000000001,1.6999999999999997,10.0
CAN.8_1,CAN,Canada,Nunavut,Territory,78.75753424657533,11.360654490106548,9.971461187214613,1.6547031963470318,10.221461187214611
GRL.3_1,GRL,Greenland,Qaasuitsup,Commune,82.5,9.9,7.700000000000001,1.6999999999999997,10.0
RUS.35_1,RUS,Russia,Krasnoyarsk,Territory,47.273351099267146,30.058560959360424,22.67408394403731,2.846822118587608,13.79147235176549
CAN.6_1,CAN,Canada,Northwest Territories,Territory,56.630341340075844,23.671681415929203,19.7614412136536,9.366839443742098,16.553729456384325
RUS.4_1,RUS,Russia,Arkhangel'sk,Region,57.57777777777777,31.877366255144032,10.607407407407406,2.681481481481481,16.83127572016461
RUS.60_1,RUS,Russia,Sakha,Republic,49.326919087136915,25.82064315352697,24.85539419087137,1.6814782157676351,12.983402489626556
RUS.80_1,RUS,Russia,Yamal-Nenets,Autonomous Province,42.439909297052154,30.28390022675737,27.285941043083902,9.48562358276644,19.972789115646258
RUS.12_1,RUS,Russia,Chukot,Autonomous Province,55.09355555555555,21.337333333333326,23.56911111111111,2.479977777777777,13.24
GRL.5_1,GRL,Greenland,Sermersooq,Commune,82.5,9.9,7.7,1.7,10.0
USA.2_1,USA,United States,Alaska,State,38.217548076923066,22.911057692307693,38.88028846153846,2.569651442307692,12.088942307692308
NOR.5_1,NOR,Norway,Finnmark,County,67.00000000000003,27.450000000000006,5.7299999999999995,1.5819999999999996,15.5
RUS.46_1,RUS,Russia,Nenets,Autonomous Province,65.99047619047619,21.141904761904758,12.945714285714283,17.406761904761904,23.152380952380952
NOR.17_1,NOR,Norway,Troms,County,61.90000000000001,20.366666666666664,17.799999999999997,1.1966666666666665,12.666666666666666
FIN.2_1,FIN,Finland,Lapland,Province,56.375,31.970588235294112,11.777941176470588,17.060441176470587,29.647058823529413
RUS.45_1,RUS,Russia,Murmansk,Region,63.76597938144328,28.834020618556693,7.562886597938145,6.300103092783505,19.814432989690722
CAN.13_1,CAN,Canada,Yukon,Territory,43.54117647058823,30.546691176470578,25.912132352941182,1.3569485294117647,9.808823529411764
NOR.10_1,NOR,Norway,Nordland,County,64.62727272727275,24.154545454545453,11.345454545454546,1.4027272727272724,14.181818181818182
SWE.10_1,SWE,Sweden,Norrbotten,County,64.27313432835818,23.662686567164176,12.183582089552237,1.3759701492537317,13.985074626865671
RUS.32_1,RUS,Russia,Komi,Republic,64.8011952191235,27.330677290836654,7.965737051792829,4.746374501992032,18.89243027888446
GRL.4_1,GRL,Greenland,Qeqqata,Commune,82.5,9.9,7.699999999999999,1.7,10.0
ISL.2_1,ISL,Iceland,H?�lshreppur,Region,59.58181818181818,18.45454545454545,21.963636363636365,1.310909090909091,11.0
FIN.3_1,FIN,Finland,Oulu,Province,54.04736842105264,33.45789473684211,12.610526315789475,20.87105263157894,33.26315789473684
RUS.26_1,RUS,Russia,Karelia,Republic,61.21136363636363,32.67045454545455,6.286363636363635,6.814318181818183,20.613636363636363
ISL.7_1,ISL,Iceland,Vestfir??ir,Region,60.7,18.7,20.639999999999997,1.1059999999999999,12.0
ISL.4_1,ISL,Iceland,Nor??urland vestra,Region,63.07142857142857,22.628571428571426,14.357142857142858,1.2871428571428574,12.428571428571429
ISL.1_1,ISL,Iceland,Austurland,Region,62.75714285714286,21.557142857142853,15.771428571428572,1.2614285714285713,13.142857142857142
SWE.18_1,SWE,Sweden,V?�sterbotten,County,66.53636363636365,26.80606060606061,6.827272727272727,1.5469696969696969,15.242424242424242
RUS.40_1,RUS,Russia,Maga Buryatdan,Region,56.532015810276675,19.05691699604743,24.41106719367589,1.373320158102767,11.367588932806324
ISL.8_1,ISL,Iceland,Vesturland,Region,65.65,25.575,8.925,1.4799999999999998,14.75
RUS.30_1,RUS,Russia,Khanty-Mansiy,Autonomous Province,38.84006849315068,35.909246575342465,25.28013698630137,18.378287671232876,28.904109589041095
ISL.5_1,ISL,Iceland,Su??urland,Region,61.20833333333332,20.974999999999994,17.833333333333336,1.4108333333333336,11.416666666666666
NOR.9_1,NOR,Norway,Nord-Tr??ndelag,County,67.89999999999999,28.699999999999996,3.6000000000000005,1.6499999999999997,16.0
SWE.6_1,SWE,Sweden,J?�mtland,County,63.83548387096776,26.42580645161291,9.880645161290326,1.4590322580645159,14.419354838709678
RUS.24_1,RUS,Russia,Kamchatka,Territory,53.824999999999996,22.41339285714285,23.76160714285714,3.8821874999999997,13.901785714285714
ISL.3_1,ISL,Iceland,H??fu??borgarsv?�??i,Region,55.2,21.0,23.8,3.86,11.0
NOR.15_1,NOR,Norway,S??r-Tr??ndelag,County,67.9,28.7,3.6,1.65,16.0
SWE.19_1,SWE,Sweden,V?�sternorrland,County,67.89999999999999,28.7,3.6,1.6499999999999997,16.0
FIN.5_1,FIN,Finland,Western Finland,Province,61.31914893617023,28.41702127659575,10.43404255319149,2.6285106382978727,17.638297872340427
FIN.1_1,FIN,Finland,Eastern Finland,Province,65.84375000000001,29.40625,4.9375,4.503125,18.5625
RUS.18_1,RUS,Russia,Irkutsk,Region,52.821690140845064,24.562253521126756,22.61605633802817,1.2552394366197186,11.746478873239436
NOR.8_1,NOR,Norway,M??re og Romsdal,County,65.32857142857142,25.128571428571426,9.685714285714285,1.455714285714286,14.571428571428571
CAN.11_1,CAN,Canada,Qu??bec,Province,61.37347893915756,23.45507020280811,15.26443057722309,4.624570982839314,16.213728549141965
GRL.1_1,GRL,Greenland,Kujalleq,Commune,82.5,9.9,7.7,1.7,10.0
NOR.6_1,NOR,Norway,Hedmark,County,67.89999999999999,28.699999999999996,3.6000000000000005,1.6499999999999997,16.0
NOR.14_1,NOR,Norway,Sogn og Fjordane,County,65.65,25.575,8.925,1.48,14.75
NOR.11_1,NOR,Norway,Oppland,County,66.61428571428571,26.91428571428571,6.642857142857141,1.5528571428571425,15.285714285714286
SWE.2_1,SWE,Sweden,Dalarna,County,67.9,28.7,3.6,1.65,16.0
SWE.3_1,SWE,Sweden,G?�vleborg,County,67.9,28.7,3.6,1.65,16.0
RUS.66_1,RUS,Russia,Sverdlovsk,Region,54.36185567010309,27.802061855670104,17.843298969072162,2.245051546391753,13.45360824742268
RUS.28_1,RUS,Russia,Khabarovsk,Territory,54.60171919770772,20.602578796561602,24.795988538681947,4.118481375358166,12.054441260744985
FIN.4_1,FIN,Finland,Southern Finland,Province,55.73636363636363,27.96363636363636,16.445454545454545,1.5,19.272727272727273
RUS.38_1,RUS,Russia,Leningrad,Region,63.57837837837837,26.829729729729728,9.640540540540542,1.5016216216216214,11.18918918918919
RUS.78_1,RUS,Russia,Vologda,Region,34.079166666666666,53.75833333333334,12.181944444444444,2.030972222222222,13.61111111111111
RUS.55_1,RUS,Russia,Perm',Territory,56.47901234567902,30.40123456790124,13.125925925925923,1.2837037037037038,10.765432098765432
NOR.7_1,NOR,Norway,Hordaland,County,67.9,28.7,3.6,1.65,16.0
NOR.4_1,NOR,Norway,Buskerud,County,67.9,28.700000000000003,3.5999999999999996,1.65,16.0
SWE.17_1,SWE,Sweden,V?�rmland,County,67.9,28.700000000000003,3.5999999999999996,1.65,16.0
RUS.31_1,RUS,Russia,Kirov,Region,51.155737704918025,38.03278688524592,10.814754098360659,1.3273770491803276,11.0
RUS.69_1,RUS,Russia,Tomsk,Region,49.79354838709678,32.85354838709678,17.38258064516129,7.921806451612903,15.374193548387098
NOR.1_1,NOR,Norway,Akershus,County,67.9,28.7,3.6,1.65,16.0
SWE.20_1,SWE,Sweden,V?�stmanland,County,45.60000000000001,27.35,27.150000000000002,1.375,22.0
SWE.16_1,SWE,Sweden,Uppsala,County,41.00000000000001,32.275000000000006,26.775,1.2225000000000001,15.5
RUS.14_1,RUS,Russia,City of St. Petersburg,City,69.5,23.25,7.35,1.56,12.5
CAN.2_1,CAN,Canada,British Columbia,Province,63.22262210796915,20.287403598971718,16.561696658097688,4.1413624678663234,17.712082262210796
CAN.1_1,CAN,Canada,Alberta,Province,56.983103448275855,24.393793103448274,18.66413793103448,12.67548275862069,28.05862068965517
CAN.12_1,CAN,Canada,Saskatchewan,Province,61.24518518518517,26.7162962962963,12.13888888888889,3.5195555555555553,17.47037037037037
CAN.3_1,CAN,Canada,Manitoba,Province,55.32361623616236,29.227306273062727,15.522878228782288,19.512250922509224,31.612546125461254
CAN.5_1,CAN,Canada,Newfoundland and Labrador,Province,63.354658385093146,23.095031055900616,13.65590062111801,1.959192546583851,14.173913043478262
NOR.13_1,NOR,Norway,Rogaland,County,66.1,26.2,7.859999999999999,1.5139999999999998,15.0
NOR.3_1,NOR,Norway,Aust-Agder,County,67.9,28.7,3.6,1.65,16.0
NOR.16_1,NOR,Norway,Telemark,County,67.89999999999999,28.699999999999996,3.6000000000000005,1.6500000000000001,16.0
NOR.19_1,NOR,Norway,Vestfold,County,67.9,28.7,3.6,1.65,16.0
NOR.2_1,NOR,Norway,?�stfold,County,67.9,28.7,3.6,1.65,16.0
SWE.11_1,SWE,Sweden,Orebro,County,60.025000000000006,30.825,9.3,1.505,14.25
SWE.15_1,SWE,Sweden,Stockholm,County,36.4,37.2,26.399999999999995,1.07,9.0
RUS.73_1,RUS,Russia,Tyumen',Region,51.50694444444444,31.551388888888894,16.956944444444442,8.866805555555555,18.708333333333332
SWE.21_1,SWE,Sweden,V?�stra G??taland,County,55.184615384615384,28.730769230769226,16.223076923076924,1.4784615384615383,18.23076923076923
SWE.14_1,SWE,Sweden,S??dermanland,County,36.4,37.2,26.399999999999995,1.07,9.0
EST.7_1,EST,Estonia,L?�?�ne,County,48.5,30.8,20.7,1.74,9.0
EST.11_1,EST,Estonia,Rapla,County,48.5,30.8,20.7,1.74,9.0
EST.1_1,EST,Estonia,Harju,County,48.5,30.8,20.7,1.74,9.0
EST.4_1,EST,Estonia,J?�rva,County,48.5,30.8,20.7,1.74,9.0
EST.6_1,EST,Estonia,L?�?�ne-Viru,County,48.5,30.8,20.7,1.74,9.0
EST.3_1,EST,Estonia,Ida-Viru,County,59.8,24.3,15.899999999999999,1.605,9.0
RUS.49_1,RUS,Russia,Novgorod,Region,68.19642857142856,19.521428571428572,12.282142857142858,3.1260714285714286,10.714285714285714
RUS.33_1,RUS,Russia,Kostroma,Region,69.85517241379308,18.56551724137931,11.579310344827588,3.050344827586206,10.655172413793103
GBR.3_1,GBR,United Kingdom,Scotland,Kingdom,46.71000000000001,30.99666666666666,22.34,15.850666666666664,29.066666666666666
NOR.18_1,NOR,Norway,Vest-Agder,County,63.400000000000006,22.45,14.25,1.31,13.5
SWE.12_1,SWE,Sweden,?�sterg??tland,County,46.38,31.559999999999995,22.139999999999997,1.3080000000000003,15.6
EST.8_1,EST,Estonia,P?�rnu,County,48.5,30.8,20.7,1.74,9.0
EST.15_1,EST,Estonia,Viljandi,County,48.5,30.8,20.7,1.74,9.0
EST.13_1,EST,Estonia,Tartu,County,48.5,30.8,20.7,1.74,9.0
EST.9_1,EST,Estonia,Peipsi,Water body,0.0,0.0,0.0,0.0,0.0
RUS.57_1,RUS,Russia,Pskov,Region,71.1,17.8,11.1,1.47,9.0
RUS.72_1,RUS,Russia,Tver',Region,71.1,17.8,11.1,1.47,9.0
RUS.81_1,RUS,Russia,Yaroslavl',Region,71.09999999999998,17.8,11.099999999999998,1.4699999999999998,9.0
RUS.51_1,RUS,Russia,Omsk,Region,50.085294117647045,28.688235294117643,21.236764705882347,2.254411764705882,15.485294117647058
SWE.7_1,SWE,Sweden,J??nk??ping,County,60.025000000000006,30.825000000000003,9.3,1.505,14.25
SWE.8_1,SWE,Sweden,Kalmar,County,67.9,28.7,3.6,1.65,16.0
LVA.3_1,LVA,Latvia,Riga,Province,71.10000000000001,17.8,11.099999999999998,1.4700000000000002,9.0
LVA.4_1,LVA,Latvia,Vidzeme,Province,71.1,17.8,11.1,1.47,9.0
EST.14_1,EST,Estonia,Valga,County,71.1,17.8,11.1,1.47,9.0
EST.10_1,EST,Estonia,P??lva,County,71.1,17.8,11.1,1.47,9.0
RUS.47_1,RUS,Russia,Nizhegorod,Region,69.76111111111112,17.23333333333333,13.008333333333333,1.283888888888889,11.083333333333334
RUS.74_1,RUS,Russia,Udmurt,Republic,71.91666666666667,16.48333333333333,11.6,1.2933333333333334,9.333333333333334
RUS.83_1,RUS,Russia,Zabaykal'ye,Territory,55.52702702702702,19.66378378378378,24.809189189189194,1.2734594594594593,11.562162162162162
DNK.3_1,DNK,Denmark,Nordjylland,Region,60.75,26.85,12.525,1.38,13.75
SWE.5_1,SWE,Sweden,Halland,County,36.4,37.2,26.4,1.07,9.0
SWE.4_1,SWE,Sweden,Gotland,County,36.4,37.2,26.4,1.07,9.0
LVA.1_1,LVA,Latvia,Kurzeme,Province,71.10000000000001,17.8,11.1,1.47,9.0
RUS.19_1,RUS,Russia,Ivanovo,Region,71.1,17.800000000000004,11.099999999999998,1.4700000000000002,9.0
DNK.2_1,DNK,Denmark,Midtjylland,Region,63.25,27.775000000000002,9.1,1.8875000000000002,16.0
SWE.9_1,SWE,Sweden,Kronoberg,County,67.9,28.7,3.6,1.65,16.0
LVA.2_1,LVA,Latvia,Latgale,Province,71.1,17.8,11.1,1.47,9.0
RUS.41_1,RUS,Russia,Mariy-El,Republic,70.20769230769231,16.469230769230773,13.32307692307692,4.587692307692307,13.461538461538462
RUS.50_1,RUS,Russia,Novosibirsk,Region,39.49871794871795,32.452564102564104,28.060256410256425,6.040897435897435,17.243589743589745
RUS.9_1,RUS,Russia,Buryat,Republic,57.21418439716311,18.215602836879434,24.57021276595745,1.449929078014184,11.375886524822695
RUS.3_1,RUS,Russia,Amur,Region,51.65911949685534,20.01635220125786,28.327672955974833,6.085974842767295,16.528301886792452
CAN.9_1,CAN,Canada,Ontario,Province,58.04677002583979,28.86459948320413,13.200258397932817,16.388217054263567,27.315245478036175
SWE.13_1,SWE,Sweden,Sk?�ne,County,49.00000000000001,33.8,17.28,1.302,11.8
SWE.1_1,SWE,Sweden,Blekinge,County,67.9,28.7,3.6,1.6499999999999997,16.0
LTU.3_1,LTU,Lithuania,Klaipedos,County,71.1,17.8,11.1,1.47,9.0
LTU.8_1,LTU,Lithuania,Tel?�iai,County,71.1,17.8,11.1,1.47,9.0
LTU.6_1,LTU,Lithuania,?�iauliai,County,48.75,21.85,29.400000000000002,1.955,11.5
LVA.5_1,LVA,Latvia,Zemgale,Province,26.399999999999995,25.899999999999995,47.70000000000001,2.44,14.0
LTU.5_1,LTU,Lithuania,Panevezio,County,26.399999999999995,25.899999999999995,47.70000000000001,2.44,14.0
RUS.44_1,RUS,Russia,Moskva,Region,71.96470588235293,16.405882352941177,11.629411764705882,1.2829411764705883,9.352941176470589
RUS.76_1,RUS,Russia,Vladimir,Region,71.85384615384615,16.58461538461539,11.56153846153846,1.306923076923077,9.307692307692308
RUS.13_1,RUS,Russia,Chuvash,Republic,69.0125,13.5625,17.4375,0.7825,14.875
RUS.68_1,RUS,Russia,Tatarstan,Republic,57.7,22.25,20.067857142857147,1.3753571428571427,18.785714285714285
RUS.6_1,RUS,Russia,Bashkortostan,Republic,53.78281249999999,23.328124999999996,22.898437500000004,1.4665625000000002,15.328125
RUS.11_1,RUS,Russia,Chelyabinsk,Region,46.47692307692307,27.682051282051273,25.843589743589742,1.6356410256410256,20.53846153846154
RUS.36_1,RUS,Russia,Kurgan,Region,49.69677419354839,25.741935483870968,24.57096774193549,1.4519354838709682,23.387096774193548
RUS.27_1,RUS,Russia,Kemerovo,Region,51.777499999999996,25.3925,22.8375,1.70575,16.5
DNK.5_1,DNK,Denmark,Syddanmark,Region,60.025000000000006,30.825,9.3,1.505,14.25
DNK.1_1,DNK,Denmark,Hovedstaden,Region,36.4,37.2,26.4,1.07,9.0
LTU.9_1,LTU,Lithuania,Utenos,County,71.1,17.8,11.1,1.47,9.0
BLR.6_1,BLR,Belarus,Vitsyebsk,Region,71.09999999999998,17.8,11.1,1.4699999999999998,9.0
RUS.64_1,RUS,Russia,Smolensk,Region,71.09999999999997,17.800000000000004,11.099999999999998,1.4699999999999998,9.0
RUS.43_1,RUS,Russia,Moscow City,City,71.1,17.8,11.1,1.47,9.0
GBR.2_1,GBR,United Kingdom,Northern Ireland,Province,37.75,25.35,36.95,2.29,12.0
GBR.1_1,GBR,United Kingdom,England,Kingdom,46.13111111111111,23.302222222222227,30.582222222222207,1.9233333333333333,11.844444444444445
RUS.21_1,RUS,Russia,Kaliningrad,Region,71.10000000000001,17.8,11.1,1.47,9.0
LTU.7_1,LTU,Lithuania,Taurages,County,48.75,21.85,29.400000000000002,1.955,11.5
LTU.2_1,LTU,Lithuania,Kauno,County,41.3,23.2,35.5,2.1166666666666667,12.333333333333334
LTU.10_1,LTU,Lithuania,Vilniaus,County,71.1,17.8,11.1,1.47,9.0
RUS.23_1,RUS,Russia,Kaluga,Region,70.26,16.160000000000004,13.579999999999997,1.2300000000000002,10.066666666666666
RUS.59_1,RUS,Russia,Ryazan',Region,67.28333333333333,17.58888888888889,15.149999999999999,1.28,13.555555555555555
KAZ.7_1,KAZ,Kazakhstan,North Kazakhstan,Region,37.248888888888885,37.335555555555544,25.415555555555553,2.3879999999999995,13.155555555555555
RUS.29_1,RUS,Russia,Khakass,Republic,52.453571428571436,23.000000000000007,24.553571428571423,1.524642857142857,11.178571428571429
IRL.5_1,IRL,Ireland,Donegal,County,18.9,21.8,59.3,2.92,10.0
DEU.15_1,DEU,Germany,Schleswig-Holstein,State,80.0,15.4,4.683333333333333,2.7183333333333337,21.0
POL.11_1,POL,Poland,Pomorskie,Province|Voivodeship,61.142857142857146,27.571428571428577,11.357142857142858,2.864285714285714,18.857142857142858
LTU.4_1,LTU,Lithuania,Marijampoles,County,48.75,21.85,29.400000000000002,1.955,11.5
BLR.3_1,BLR,Belarus,Hrodna,Region,68.04545454545455,16.600000000000005,15.354545454545452,1.2681818181818185,10.636363636363637
BLR.5_1,BLR,Belarus,Minsk,Region,65.17058823529412,15.470588235294118,19.35882352941176,1.0782352941176472,12.176470588235293
RUS.70_1,RUS,Russia,Tula,Region,60.74166666666665,18.058333333333334,21.200000000000003,0.9283333333333332,23.833333333333332
RUS.42_1,RUS,Russia,Mordovia,Republic,50.699999999999996,26.87272727272727,22.44545454545455,1.7572727272727275,24.818181818181817
RUS.75_1,RUS,Russia,Ul'yanovsk,Region,52.54705882352942,23.876470588235293,23.576470588235296,1.3294117647058823,24.941176470588236
RUS.62_1,RUS,Russia,Samara,Region,42.6,33.8142857142857,23.585714285714282,2.282857142857142,18.857142857142858
KAZ.10_1,KAZ,Kazakhstan,Qostanay,Region,46.28780487804878,29.15853658536586,24.58414634146341,1.7552439024390245,10.524390243902438
IRL.16_1,IRL,Ireland,Mayo,County,40.5,30.3,29.2,6.56,15.0
IRL.21_1,IRL,Ireland,Sligo,County,18.9,21.8,59.3,2.92,10.0
IRL.12_1,IRL,Ireland,Leitrim,County,18.9,21.8,59.3,2.92,10.0
IRL.2_1,IRL,Ireland,Cavan,County,18.9,21.8,59.3,2.92,10.0
IRL.18_1,IRL,Ireland,Monaghan,County,32.7,30.3,37.1,3.28,12.0
DEU.8_1,DEU,Germany,Mecklenburg-Vorpommern,State,62.4,20.020000000000003,17.619999999999997,1.8059999999999998,13.8
POL.16_1,POL,Poland,Zachodniopomorskie,Province|Voivodeship,60.175,25.4125,14.462499999999999,2.02125,16.25
POL.14_1,POL,Poland,Warmi?�sko-Mazurskie,Province|Voivodeship,57.48181818181818,25.99090909090909,16.58181818181818,1.1136363636363638,11.818181818181818
POL.10_1,POL,Poland,Podlaskie,Province|Voivodeship,58.1125,31.325000000000003,10.575000000000001,1.04375,12.125
LTU.1_1,LTU,Lithuania,Alytaus,County,71.1,17.8,11.1,1.47,9.0
BLR.4_1,BLR,Belarus,Mahilyow,Region,65.06923076923077,15.430769230769235,19.499999999999996,1.0715384615384618,12.23076923076923
RUS.53_1,RUS,Russia,Orenburg,Region,43.479629629629635,34.05185185185185,22.47037037037037,2.390740740740741,11.962962962962964
KAZ.8_1,KAZ,Kazakhstan,Pavlodar,Region,54.49074074074073,25.950000000000003,19.570370370370373,1.8903703703703703,11.148148148148149
RUS.2_1,RUS,Russia,Altay,Territory,47.06268656716418,28.68955223880597,24.25970149253732,1.8334328358208958,16.238805970149254
IRL.7_1,IRL,Ireland,Galway,County,50.96666666666667,25.8,23.23333333333333,2.6799999999999997,11.666666666666666
IRL.24_1,IRL,Ireland,Westmeath,County,76.0,9.9,14.1,0.41,11.0
IRL.17_1,IRL,Ireland,Meath,County,76.0,9.9,14.1,0.41,11.0
DEU.9_1,DEU,Germany,Niedersachsen,State,42.05499999999999,43.695,14.294999999999998,1.6115,14.95
DEU.6_1,DEU,Germany,Hamburg,State,80.8,16.5,2.8,3.18,23.0
POL.15_1,POL,Poland,Wielkopolskie,Province|Voivodeship,58.892307692307675,25.915384615384617,15.230769230769226,2.189230769230769,17.0
POL.2_1,POL,Poland,Kujawsko-Pomorskie,Province|Voivodeship,55.525,24.075,20.45,2.2475,16.5
RUS.8_1,RUS,Russia,Bryansk,Region,67.92666666666666,13.933333333333337,18.139999999999997,0.8913333333333335,11.933333333333334
RUS.52_1,RUS,Russia,Orel,Region,49.64,26.2,24.180000000000003,1.5739999999999998,26.8
RUS.39_1,RUS,Russia,Lipetsk,Region,44.89,26.82,28.29,1.4469999999999998,34.5
RUS.67_1,RUS,Russia,Tambov,Region,42.08666666666667,34.19333333333334,23.719999999999995,2.240666666666667,19.933333333333334
RUS.54_1,RUS,Russia,Penza,Region,50.106249999999996,24.487499999999997,25.40625,1.33,29.0
KAZ.2_1,KAZ,Kazakhstan,Aqmola,Region,48.21147540983607,28.672131147540984,23.116393442622954,1.9111475409836063,11.01639344262295
RUS.71_1,RUS,Russia,Tuva,Republic,58.98873239436618,16.885915492957746,24.13098591549296,1.0357746478873238,10.985915492957746
CHN.11_1,CHN,China,Heilongjiang,Province,48.01058823529411,22.439999999999994,29.557058823529417,1.5431176470588237,10.594117647058823
RUS.61_1,RUS,Russia,Sakhalin,Region,34.28846153846154,48.723076923076924,16.988461538461536,1.0173076923076922,12.615384615384615
IRL.3_1,IRL,Ireland,Clare,County,18.9,21.8,59.3,2.92,10.0
IRL.22_1,IRL,Ireland,Tipperary,County,76.0,9.9,14.1,0.41,11.0
IRL.11_1,IRL,Ireland,Laoighis,County,76.0,9.9,14.1,0.41,11.0
IRL.1_1,IRL,Ireland,Carlow,County,32.7,30.3,37.1,3.28,12.0
IRL.26_1,IRL,Ireland,Wicklow,County,32.7,30.3,37.1,3.28,12.0
GBR.4_1,GBR,United Kingdom,Wales,Principality,33.56666666666667,30.299999999999997,36.22222222222222,3.644444444444444,12.333333333333334
NLD.6_1,NLD,Netherlands,IJsselmeer,Water body,0.0,0.0,0.0,0.0,0.0
NLD.3_1,NLD,Netherlands,Friesland,Province,80.8,16.5,2.8,3.18,23.0
NLD.1_1,NLD,Netherlands,Drenthe,Province,35.0,40.0,25.0,47.3,57.0
DEU.13_1,DEU,Germany,Sachsen-Anhalt,State,41.0,31.011111111111113,28.055555555555557,2.7266666666666666,12.444444444444445
DEU.4_1,DEU,Germany,Brandenburg,State,36.63636363636363,28.44545454545455,35.009090909090915,3.019090909090909,11.909090909090908
POL.5_1,POL,Poland,Lubuskie,Province|Voivodeship,55.84000000000001,29.82,14.440000000000001,2.876,17.4
POL.7_1,POL,Poland,Mazowieckie,Province|Voivodeship,54.36875,32.831250000000004,12.85625,2.1374999999999997,16.5625
BLR.1_1,BLR,Belarus,Brest,Region,60.28461538461537,22.915384615384617,16.830769230769228,5.446923076923077,18.384615384615383
BLR.2_1,BLR,Belarus,Homyel',Region,61.76666666666668,14.133333333333333,24.099999999999998,0.8533333333333334,14.0
CHN.19_1,CHN,China,Nei Mongol,Autonomous Region,53.43544973544973,23.45820105820106,23.146296296296295,1.2982010582010584,11.142857142857142
IRL.8_1,IRL,Ireland,Kerry,County,37.7,25.05,37.25,5.77,19.5
IRL.13_1,IRL,Ireland,Limerick,County,76.0,9.9,14.1,0.41,11.0
IRL.10_1,IRL,Ireland,Kilkenny,County,32.7,30.3,37.1,3.28,12.0
IRL.25_1,IRL,Ireland,Wexford,County,32.7,30.3,37.1,3.28,12.0
NLD.4_1,NLD,Netherlands,Gelderland,Province,70.8,12.8,16.5,1.15,14.0
NLD.10_1,NLD,Netherlands,Overijssel,Province,80.8,16.5,2.8,3.18,23.0
DEU.10_1,DEU,Germany,Nordrhein-Westfalen,State,58.71875,21.3375,20.0,2.081875,14.0625
RUS.37_1,RUS,Russia,Kursk,Region,40.19230769230769,37.71538461538462,22.107692307692307,2.5930769230769224,13.76923076923077
RUS.63_1,RUS,Russia,Saratov,Region,42.9195652173913,33.573913043478264,23.504347826086963,2.191521739130435,13.695652173913043
RUS.16_1,RUS,Russia,Gorno-Altay,Republic,58.900000000000006,16.200000000000003,24.899999999999995,0.9699999999999999,11.0
IRL.4_1,IRL,Ireland,Cork,County,40.63333333333333,29.633333333333336,29.8,5.06,17.666666666666668
NLD.14_1,NLD,Netherlands,Zuid-Holland,Province,39.6,39.9,20.6,0.65,10.0
NLD.8_1,NLD,Netherlands,Noord-Brabant,Province,70.8,12.8,16.5,1.15,14.0
POL.3_1,POL,Poland,?�??dzkie,Province|Voivodeship,51.3,40.1,8.7,4.52,24.0
POL.4_1,POL,Poland,Lubelskie,Province|Voivodeship,51.959999999999994,35.87,12.24,2.745,17.5
UKR.25_1,UKR,Ukraine,Volyn,Region,51.86666666666667,20.566666666666666,27.566666666666666,1.5311111111111113,13.11111111111111
UKR.19_1,UKR,Ukraine,Rivne,Region,57.0,20.2,22.799999999999997,1.2275,13.25
UKR.2_1,UKR,Ukraine,Chernihiv,Region,56.09999999999998,18.169230769230772,25.730769230769234,0.9299999999999998,24.53846153846154
UKR.21_1,UKR,Ukraine,Sumy,Region,49.711111111111116,26.68888888888889,23.6,1.608888888888889,20.444444444444443
RUS.79_1,RUS,Russia,Voronezh,Region,36.95000000000001,38.69500000000001,24.359999999999996,2.5915,17.1
MNG.14_1,MNG,Mongolia,H??vsg??l,Province,58.900000000000006,16.200000000000003,24.9,0.9699999999999999,11.0
BEL.2_1,BEL,Belgium,Vlaanderen,Region,80.8,16.5,2.7999999999999994,3.18,23.0
NLD.12_1,NLD,Netherlands,Zeeland,Province,80.8,16.5,2.8,3.18,23.0
NLD.7_1,NLD,Netherlands,Limburg,Province,80.8,16.5,2.8,3.18,23.0
DEU.7_1,DEU,Germany,Hessen,State,37.51111111111111,28.033333333333335,34.54444444444445,2.961111111111111,11.88888888888889
DEU.16_1,DEU,Germany,Th??ringen,State,37.142857142857146,32.41428571428572,30.5,2.8057142857142856,11.142857142857142
DEU.14_1,DEU,Germany,Sachsen,State,43.525000000000006,25.200000000000003,31.35,2.5625,11.75
POL.1_1,POL,Poland,Dolno?�l?�skie,Province|Voivodeship,65.08333333333333,20.55,14.4,1.8333333333333333,16.0
UKR.27_1,UKR,Ukraine,Zhytomyr,Region,64.19999999999999,15.72727272727273,20.07272727272727,1.0190909090909093,14.454545454545455
UKR.12_1,UKR,Ukraine,Kiev,Region,54.98461538461538,23.069230769230767,21.96923076923077,1.5169230769230768,18.384615384615383
RUS.7_1,RUS,Russia,Belgorod,Region,37.32727272727272,37.118181818181824,25.55454545454545,2.3963636363636365,21.09090909090909
KAZ.13_1,KAZ,Kazakhstan,West Kazakhstan,Region,45.78846153846154,29.90576923076923,24.373076923076926,1.745,10.288461538461538
KAZ.3_1,KAZ,Kazakhstan,Aqt??be,Region,54.720338983050844,24.32796610169492,21.031355932203386,1.2806779661016945,9.983050847457626
