,GID_0,NAME_0,NAME_1,ENGTYPE_1,Sand,Silt,Clay,OC,CN
RUS.17_1,RUS,Russia,Ingush,Republic,46.3,24.9,28.8,1.27,37.0
RUS.10_1,RUS,Russia,Chechnya,Republic,44.1,25.6,30.300000000000004,1.855,12.0
UZB.9_1,UZB,Uzbekistan,Navoi,Region,58.592307692307685,21.461538461538456,20.069230769230767,0.43153846153846154,12.23076923076923
CHN.18_1,CHN,China,Liaoning,Province,44.60204081632653,20.855102040816327,34.54285714285715,1.6110204081632653,12.122448979591837
USA.28_1,USA,United States,Nebraska,State,45.05466666666666,31.70533333333334,23.315999999999995,1.5138666666666665,9.48
USA.36_1,USA,United States,Ohio,State,62.91052631578946,15.636842105263156,21.478947368421053,1.1989473684210528,11.68421052631579
ESP.5_1,ESP,Spain,Castilla y Le??n,Autonomous Community,58.11818181818182,16.760606060606058,25.172727272727276,1.9836363636363634,12.06060606060606
ESP.3_1,ESP,Spain,Cantabria,Autonomous Community,81.6,6.8,11.7,0.44,14.0
ESP.16_1,ESP,Spain,Pa?�s Vasco,Autonomous Community,81.6,6.8,11.7,0.44,14.0
ESP.9_1,ESP,Spain,Comunidad Foral de Navarra,Autonomous Community,69.75,10.2,20.125,0.785,13.25
MNE.12_1,MNE,Montenegro,Nik?�ic,Municipality,53.7,23.5,22.799999999999997,1.355,10.0
MNE.9_1,MNE,Montenegro,Kola?�in,Municipality,32.7,30.3,37.1,3.28,12.0
MNE.17_1,MNE,Montenegro,Ro??aje,Municipality,48.5,30.8,20.7,1.74,9.0
XKO.3_1,XKO,Kosovo,Kosovska Mitrovica,District,32.7,30.3,37.1,3.28,12.0
XKO.5_1,XKO,Kosovo,Pristina,District,32.7,30.3,37.1,3.28,12.0
SRB.4_1,SRB,Serbia,Jablani?�ki,District,32.7,30.3,37.1,3.28,12.0
BGR.21_1,BGR,Bulgaria,Sofia,Province,37.666666666666664,21.166666666666668,41.2,2.606666666666667,14.0
BGR.5_1,BGR,Bulgaria,Grad Sofiya,Province,64.3,12.2,23.5,0.63,10.0
BGR.9_1,BGR,Bulgaria,Lovech,Province,76.0,9.9,14.1,0.41,11.0
BGR.4_1,BGR,Bulgaria,Gabrovo,Province,76.0,9.9,14.1,0.41,11.0
BGR.19_1,BGR,Bulgaria,Sliven,Province,76.0,9.9,14.1,0.41,11.0
BGR.2_1,BGR,Bulgaria,Burgas,Province,68.2,11.433333333333332,20.366666666666667,0.5566666666666666,10.333333333333334
GEO.9_1,GEO,Georgia,Samegrelo-Zemo Svaneti,Region,56.25,16.0,27.75,1.6099999999999999,12.5
GEO.8_1,GEO,Georgia,Racha-Lechkhumi-Kvemo Svaneti,Region,58.9,16.2,24.9,0.97,11.0
RUS.48_1,RUS,Russia,North Ossetia,Republic,58.9,16.2,24.899999999999995,0.9700000000000001,11.0
KGZ.3_1,KGZ,Kyrgyzstan,Ch??y,Province,58.9,16.2,24.9,0.97,11.0
KGZ.9_1,KGZ,Kyrgyzstan,Ysyk-K??l,Province,58.899999999999984,16.199999999999996,24.899999999999995,0.9700000000000002,11.0
PRK.2_1,PRK,North Korea,Hamgy?�ng-bukto,Province,58.9,16.2,24.9,0.97,11.0
USA.14_1,USA,United States,Illinois,State,51.289795918367346,20.120408163265303,28.704081632653057,1.1646938775510205,10.63265306122449
USA.22_1,USA,United States,Massachusetts,State,51.300000000000004,40.1,8.700000000000001,4.52,24.0
ESP.15_1,ESP,Spain,La Rioja,Autonomous Community,81.6,6.8,11.7,0.44,14.0
ESP.2_1,ESP,Spain,Arag??n,Autonomous Community,80.46666666666665,7.753333333333332,11.879999999999997,0.4360000000000001,13.666666666666666
ESP.6_1,ESP,Spain,Catalu??a,Autonomous Community,77.15454545454546,8.936363636363636,14.009090909090906,0.6981818181818182,13.818181818181818
FRA.5_1,FRA,France,Corse,Region,32.7,30.3,37.1,3.28,12.0
ITA.8_1,ITA,Italy,Lazio,Region,33.28,38.64,28.080000000000002,2.7980000000000005,9.6
ITA.1_1,ITA,Italy,Abruzzo,Region,36.4,37.2,26.399999999999995,1.07,9.0
MNE.2_1,MNE,Montenegro,Bar,Municipality,58.9,16.2,24.9,0.97,11.0
ALB.10_1,ALB,Albania,Shkod?�r,County,58.9,16.2,24.9,0.97,11.0
ALB.8_1,ALB,Albania,Kuk?�s,County,64.3,12.2,23.5,0.63,10.0
XKO.6_1,XKO,Kosovo,Prizren,District,50.8,16.8,32.3,2.38,8.0
XKO.2_1,XKO,Kosovo,Gnjilane,District,32.7,30.3,37.1,3.28,12.0
MKD.66_1,MKD,Macedonia,Staro Nagori?�ane,Municipality,32.7,30.3,37.1,3.28,12.0
BGR.8_1,BGR,Bulgaria,Kyustendil,Province,48.5,21.25,30.3,1.9549999999999998,11.0
BGR.11_1,BGR,Bulgaria,Pazardzhik,Province,36.4,37.2,26.4,1.07,9.0
BGR.14_1,BGR,Bulgaria,Plovdiv,Province,25.1,12.2,62.7,0.68,19.0
BGR.22_1,BGR,Bulgaria,Stara Zagora,Province,25.1,12.2,62.7,0.68,19.0
BGR.28_1,BGR,Bulgaria,Yambol,Province,25.1,12.2,62.7,0.68,19.0
GEO.4_1,GEO,Georgia,Imereti,Region,56.25,16.0,27.75,1.6099999999999999,12.5
GEO.11_1,GEO,Georgia,Shida Kartli,Region,58.9,16.2,24.9,0.97,11.0
GEO.7_1,GEO,Georgia,Mtskheta-Mtianeti,Region,58.9,16.2,24.9,0.97,11.0
GEO.5_1,GEO,Georgia,Kakheti,Region,53.1,20.3,26.599999999999998,1.385,10.75
TKM.3_1,TKM,Turkmenistan,Balkan,Province,56.99000000000001,21.420000000000005,21.68333333333333,0.4103333333333334,10.666666666666666
TKM.6_1,TKM,Turkmenistan,Tashauz,Province,31.2125,31.4125,37.4,0.35124999999999995,8.25
KGZ.8_1,KGZ,Kyrgyzstan,Talas,Province,58.9,16.2,24.9,0.97,11.0
KGZ.5_1,KGZ,Kyrgyzstan,Naryn,Province,58.2625,17.05625,24.693749999999998,0.949375,11.625
CHN.5_1,CHN,China,Gansu,Province,60.354615384615364,15.156153846153845,24.53538461538462,0.6675384615384614,10.823076923076924
CHN.10_1,CHN,China,Hebei,Province,46.393442622950815,20.954098360655745,32.65737704918033,1.538688524590164,11.918032786885245
USA.5_1,USA,United States,California,State,59.30530303030304,15.001515151515154,25.676515151515154,1.1572727272727272,11.159090909090908
USA.29_1,USA,United States,Nevada,State,58.57070707070706,18.347474747474745,23.04747474747475,0.6542424242424243,9.424242424242424
USA.45_1,USA,United States,Utah,State,55.28970588235295,21.450000000000003,23.30882352941176,1.0588235294117647,10.897058823529411
USA.15_1,USA,United States,Indiana,State,70.06875000000002,12.421875,17.518749999999997,0.6349999999999999,10.8125
USA.39_1,USA,United States,Pennsylvania,State,38.36216216216216,26.57837837837838,35.13513513513513,2.941891891891892,12.27027027027027
USA.7_1,USA,United States,Connecticut,State,51.3,40.1,8.7,4.52,24.0
USA.40_1,USA,United States,Rhode Island,State,51.3,40.1,8.7,4.52,24.0
PRT.4_1,PRT,Portugal,Braga,District,55.2,21.0,23.8,3.86,11.0
PRT.19_1,PRT,Portugal,Vila Real,District,55.2,21.0,23.8,3.86,11.0
PRT.5_1,PRT,Portugal,Bragan?�a,District,58.9,16.2,24.9,0.97,11.0
ITA.12_1,ITA,Italy,Molise,Region,32.7,30.3,37.1,3.28,12.0
ITA.2_1,ITA,Italy,Apulia,Region,51.900000000000006,12.683333333333332,35.416666666666664,0.625,12.833333333333334
ALB.9_1,ALB,Albania,Lezh?�,County,39.6,39.9,20.6,0.65,10.0
ALB.2_1,ALB,Albania,Dib?�r,County,64.3,12.2,23.5,0.63,10.0
MKD.47_1,MKD,Macedonia,Mavrovo and Rostu?�a,Municipality,32.7,30.3,37.1,3.28,12.0
MKD.46_1,MKD,Macedonia,Makedonski Brod,Municipality,48.5,30.8,20.7,1.74,9.0
MKD.27_1,MKD,Macedonia,Gradsko,Municipality,63.5,19.2,17.3,0.76,11.0
MKD.59_1,MKD,Macedonia,Radovi?�,Municipality,32.7,30.3,37.1,3.28,12.0
MKD.54_1,MKD,Macedonia,Peh?�evo,Municipality,32.7,30.3,37.1,3.28,12.0
BGR.1_1,BGR,Bulgaria,Blagoevgrad,Province,64.3,12.2,23.5,0.63,10.0
BGR.20_1,BGR,Bulgaria,Smolyan,Province,36.4,37.2,26.4,1.07,9.0
BGR.7_1,BGR,Bulgaria,Kardzhali,Province,64.3,12.2,23.5,0.63,10.0
BGR.6_1,BGR,Bulgaria,Haskovo,Province,64.3,12.2,23.5,0.63,10.0
GRC.6_1,GRC,Greece,Macedonia and Thrace,Decentralized administration,61.83,14.969999999999999,23.21,0.632,10.0
TUR.28_1,TUR,Turkey,Edirne,Province,64.3,12.2,23.5,0.63,10.0
TUR.50_1,TUR,Turkey,Kirklareli,Province,64.3,12.2,23.5,0.63,10.0
TUR.13_1,TUR,Turkey,Bart??n,Province,53.6,15.8,30.6,2.25,14.0
TUR.46_1,TUR,Turkey,Kastamonu,Province,52.53333333333333,21.433333333333337,26.05,1.555,12.333333333333334
TUR.70_1,TUR,Turkey,Sinop,Province,81.6,6.8,11.7,0.44,14.0
GEO.2_1,GEO,Georgia,Ajaria,Autonomous Republic,58.9,16.2,24.9,0.97,11.0
GEO.10_1,GEO,Georgia,Samtskhe-Javakheti,Region,57.8,18.974999999999998,23.224999999999998,1.2675,11.0
GEO.6_1,GEO,Georgia,Kvemo Kartli,Region,58.9,16.2,24.9,0.97,11.0
GEO.12_1,GEO,Georgia,Tbilisi,Independent City,54.5,27.3,18.2,2.16,11.0
AZE.9_1,AZE,Azerbaijan,Shaki-Zaqatala,Region,46.36666666666667,19.733333333333334,33.9,1.2833333333333332,10.333333333333334
UZB.7_1,UZB,Uzbekistan,Khorezm,Region,0.0,0.0,0.0,0.0,0.0
UZB.14_1,UZB,Uzbekistan,Tashkent,Region,53.800000000000004,23.05,23.25,0.8049999999999999,16.0
KGZ.4_1,KGZ,Kyrgyzstan,Jalal-Abad,Province,57.97272727272727,17.44545454545454,24.599999999999998,0.9400000000000002,11.909090909090908
PRK.13_1,PRK,North Korea,Ryanggang,Province,58.9,16.2,24.9,0.97,11.0
USA.31_1,USA,United States,New Jersey,State,52.5,20.366666666666667,27.183333333333334,2.3216666666666668,14.0
PRT.15_1,PRT,Portugal,Porto,District,55.2,21.0,23.8,3.86,11.0
PRT.20_1,PRT,Portugal,Viseu,District,55.2,21.0,23.8,3.86,11.0
ESP.4_1,ESP,Spain,Castilla-La Mancha,Autonomous Community,68.86785714285712,13.25357142857143,17.957142857142856,0.8460714285714287,12.785714285714286
ITA.5_1,ITA,Italy,Campania,Region,33.25,34.35,32.45,2.895,10.75
ALB.11_1,ALB,Albania,Tiran?�,County,64.3,12.2,23.5,0.63,10.0
ALB.4_1,ALB,Albania,Elbasan,County,64.3,12.2,23.5,0.63,10.0
MKD.52_1,MKD,Macedonia,Ohrid,Municipality,32.7,30.3,37.1,3.28,12.0
MKD.4_1,MKD,Macedonia,Bitola,Municipality,32.7,30.3,37.1,3.28,12.0
MKD.57_1,MKD,Macedonia,Prilep,Municipality,32.7,30.3,37.1,3.28,12.0
MKD.24_1,MKD,Macedonia,Gevgelija,Municipality,32.7,30.3,37.1,3.28,12.0
TUR.73_1,TUR,Turkey,Tekirdag,Province,38.166666666666664,12.199999999999998,49.63333333333333,0.6633333333333334,16.0
TUR.40_1,TUR,Turkey,Istanbul,Province,64.3,12.2,23.5,0.63,10.0
TUR.52_1,TUR,Turkey,Kocaeli,Province,64.3,12.2,23.5,0.63,10.0
TUR.81_1,TUR,Turkey,Zinguldak,Province,53.6,15.8,30.6,2.25,14.0
TUR.43_1,TUR,Turkey,Karab??k,Province,53.6,15.8,30.6,2.25,14.0
TUR.24_1,TUR,Turkey,?�orum,Province,46.65,31.11666666666667,22.399999999999995,0.7116666666666668,19.0
TUR.67_1,TUR,Turkey,Samsun,Province,63.3,16.65,20.1,1.05,12.75
TUR.65_1,TUR,Turkey,Rize,Province,53.6,15.8,30.6,2.25,14.0
TUR.10_1,TUR,Turkey,Artvin,Province,58.9,16.2,24.899999999999995,0.9700000000000001,11.0
TUR.9_1,TUR,Turkey,Ardahan,Province,58.9,16.2,24.9,0.97,11.0
ARM.7_1,ARM,Armenia,Lori,Province,58.9,16.2,24.9,0.97,11.0
AZE.4_1,AZE,Azerbaijan,Ganja-Qazakh,Region,71.725,10.05,18.3,0.4825,10.25
AZE.8_1,AZE,Azerbaijan,Quba-Khachmaz,Region,49.5,18.85,31.65,1.205,10.5
TKM.4_1,TKM,Turkmenistan,Chardzhou,Province,56.099999999999994,23.9,20.15,0.45000000000000007,14.5
UZB.2_1,UZB,Uzbekistan,Bukhoro,Region,39.72222222222222,27.72222222222222,32.611111111111114,0.3266666666666667,8.0
UZB.4_1,UZB,Uzbekistan,Jizzakh,Region,48.7,29.9,21.6,0.64,21.0
UZB.8_1,UZB,Uzbekistan,Namangan,Region,58.9,16.2,24.9,0.97,11.0
PRK.1_1,PRK,North Korea,Chagang-do,Province,58.9,16.2,24.899999999999995,0.9700000000000001,11.0
PRK.3_1,PRK,North Korea,Hamgy?�ng-namdo,Province,53.275,21.450000000000003,25.275,0.995,10.5
USA.6_1,USA,United States,Colorado,State,67.85238095238095,17.398809523809526,14.820238095238093,0.8636904761904761,14.642857142857142
USA.26_1,USA,United States,Missouri,State,56.803174603174604,16.595238095238095,26.644444444444435,1.3079365079365077,11.761904761904763
USA.49_1,USA,United States,West Virginia,State,35.55000000000001,28.322727272727263,36.21363636363637,3.139545454545455,12.272727272727273
PRT.1_1,PRT,Portugal,Aveiro,District,55.2,21.0,23.8,3.86,11.0
PRT.10_1,PRT,Portugal,Guarda,District,55.2,21.0,23.8,3.86,11.0
ESP.8_1,ESP,Spain,Comunidad de Madrid,Autonomous Community,29.400000000000002,28.8,41.900000000000006,2.57,11.5
ESP.10_1,ESP,Spain,Comunidad Valenciana,Autonomous Community,81.60000000000001,6.8,11.700000000000001,0.44,14.0
ITA.14_1,ITA,Italy,Sardegna,Autonomous Region,42.857142857142854,32.857142857142854,24.3,0.9800000000000002,9.714285714285714
ITA.3_1,ITA,Italy,Basilicata,Region,49.5,21.974999999999998,28.575000000000003,1.9224999999999999,10.75
ALB.5_1,ALB,Albania,Fier,County,64.3,12.2,23.5,0.63,10.0
ALB.1_1,ALB,Albania,Berat,County,64.3,12.2,23.5,0.63,10.0
ALB.7_1,ALB,Albania,Kor?�?�,County,63.5,19.2,17.3,0.76,11.0
GRC.5_1,GRC,Greece,Epirus and Western Macedonia,Decentralized administration,61.33333333333332,16.533333333333335,22.133333333333336,0.8433333333333333,10.833333333333334
TUR.22_1,TUR,Turkey,?�anakkale,Province,70.15,11.05,18.8,0.52,10.5
TUR.21_1,TUR,Turkey,Bursa,Province,49.6,28.100000000000005,22.3,0.85,9.666666666666666
TUR.66_1,TUR,Turkey,Sakarya,Province,78.8,8.35,12.899999999999999,0.425,12.5
TUR.19_1,TUR,Turkey,Bolu,Province,78.8,8.35,12.899999999999999,0.425,12.5
TUR.7_1,TUR,Turkey,Ankara,Province,54.05714285714286,25.085714285714285,21.0,0.6542857142857142,18.142857142857142
TUR.23_1,TUR,Turkey,?�ankiri,Province,62.35,19.9,17.85,0.525,16.0
TUR.6_1,TUR,Turkey,Amasya,Province,36.4,37.2,26.4,1.07,9.0
TUR.74_1,TUR,Turkey,Tokat,Province,49.63333333333333,23.066666666666666,27.3,1.43,11.333333333333334
TUR.63_1,TUR,Turkey,Ordu,Province,53.6,15.8,30.6,2.25,14.0
TUR.34_1,TUR,Turkey,Giresun,Province,53.6,15.8,30.6,2.25,14.0
TUR.35_1,TUR,Turkey,G??m??shane,Province,55.36666666666667,15.933333333333332,28.7,1.8233333333333333,13.0
TUR.75_1,TUR,Turkey,Trabzon,Province,53.6,15.8,30.6,2.25,14.0
TUR.31_1,TUR,Turkey,Erzurum,Province,54.4375,22.9875,22.574999999999996,1.42875,10.75
TUR.45_1,TUR,Turkey,Kars,Province,58.9,16.2,24.9,0.97,11.0
ARM.8_1,ARM,Armenia,Shirak,Province,54.5,27.3,18.2,2.16,11.0
ARM.1_1,ARM,Armenia,Aragatsotn,Province,54.5,27.3,18.2,2.16,11.0
ARM.5_1,ARM,Armenia,Gegharkunik,Province,58.9,16.2,24.899999999999995,0.9700000000000001,11.0
AZE.2_1,AZE,Azerbaijan,Aran,Region,48.699999999999996,29.900000000000002,21.599999999999998,0.64,21.0
AZE.3_1,AZE,Azerbaijan,Daglig-Shirvan,Region,76.0,8.0,16.1,0.32,10.0
AZE.1_1,AZE,Azerbaijan,Absheron,Region,62.35,18.95,18.85,0.48,15.5
UZB.11_1,UZB,Uzbekistan,Sirdaryo,Region,48.7,29.9,21.6,0.64,21.0
TJK.4_1,TJK,Tajikistan,Leninabad,Region,54.26363636363636,22.427272727272722,23.400000000000002,0.82,15.545454545454545
UZB.3_1,UZB,Uzbekistan,Ferghana,Region,32.9,23.7,43.4,2.02,15.0
UZB.1_1,UZB,Uzbekistan,Andijon,Region,72.8,10.5,16.8,0.36,8.0
KGZ.7_1,KGZ,Kyrgyzstan,Osh,Province,57.97272727272727,17.44545454545454,24.599999999999998,0.9400000000000002,11.909090909090908
CHN.2_1,CHN,China,Beijing,Municipality,55.14,17.259999999999998,27.6,1.064,10.8
PRK.9_1,PRK,North Korea,P'y?�ngan-bukto,Province,58.9,16.2,24.9,0.97,11.0
JPN.3_1,JPN,Japan,Aomori,Prefecture,52.0,23.0,25.0,1.6533333333333333,11.0
PRT.7_1,PRT,Portugal,Coimbra,District,55.2,21.0,23.8,3.86,11.0
PRT.6_1,PRT,Portugal,Castelo Branco,District,45.8,23.25,31.0,2.125,11.5
ESP.11_1,ESP,Spain,Extremadura,Autonomous Community,41.43846153846153,31.88461538461538,26.684615384615377,1.4130769230769231,9.615384615384615
ALB.6_1,ALB,Albania,Gjirokast?�r,County,64.3,12.2,23.5,0.63,10.0
GRC.8_1,GRC,Greece,Thessaly and Central Greece,Decentralized administration,57.8375,18.1625,24.0125,0.845,10.625
TUR.12_1,TUR,Turkey,Balikesir,Province,76.0,9.9,14.1,0.41,11.0
TUR.16_1,TUR,Turkey,Bilecik,Province,36.4,37.2,26.4,1.07,9.0
TUR.32_1,TUR,Turkey,Eskisehir,Province,61.85999999999999,20.660000000000004,17.639999999999997,0.56,18.2
TUR.49_1,TUR,Turkey,Kinkkale,Province,48.7,29.9,21.6,0.64,21.0
TUR.80_1,TUR,Turkey,Yozgat,Province,59.35999999999999,19.799999999999997,20.94,0.732,15.6
TUR.72_1,TUR,Turkey,Sivas,Province,55.81,23.81,20.479999999999997,0.696,17.0
TUR.15_1,TUR,Turkey,Bayburt,Province,58.9,16.2,24.9,0.97,11.0
TUR.38_1,TUR,Turkey,I?�d??r,Province,54.5,27.3,18.2,2.16,11.0
ARM.2_1,ARM,Armenia,Ararat,Province,58.9,16.2,24.9,0.97,11.0
AZE.5_1,AZE,Azerbaijan,Kalbajar-Lachin,Region,58.9,16.2,24.899999999999995,0.9700000000000001,11.0
AZE.10_1,AZE,Azerbaijan,Yukhari-Karabakh,Region,76.0,8.0,16.1,0.32,10.0
TKM.1_1,TKM,Turkmenistan,Ahal,Province,54.82000000000001,21.68,23.580000000000002,0.8379999999999999,15.0
UZB.10_1,UZB,Uzbekistan,Samarkand,Region,35.800000000000004,33.26666666666667,31.066666666666663,0.5633333333333334,16.666666666666668
KGZ.1_1,KGZ,Kyrgyzstan,Batken,Province,52.1,25.333333333333332,22.7,0.75,17.666666666666668
CHN.25_1,CHN,China,Shanxi,Province,56.29795918367347,17.377551020408163,26.33877551020409,1.0851020408163263,11.204081632653061
CHN.27_1,CHN,China,Tianjin,Municipality,29.825000000000003,24.799999999999997,45.375,2.19,13.0
PRK.10_1,PRK,North Korea,P'y?�ngan-namdo,Province,45.4,28.8,25.8,1.03,9.8
JPN.2_1,JPN,Japan,Akita,Prefecture,58.9,16.2,24.9,0.97,11.0
JPN.16_1,JPN,Japan,Iwate,Prefecture,50.620000000000005,24.360000000000003,25.02,1.7899999999999998,11.0
USA.17_1,USA,United States,Kansas,State,39.34461538461539,33.596923076923076,27.14307692307692,1.566,10.046153846153846
USA.21_1,USA,United States,Maryland,State,50.32857142857142,18.985714285714284,30.728571428571428,2.1671428571428573,14.142857142857142
USA.8_1,USA,United States,Delaware,State,53.6,15.8,30.6,2.25,14.0
PRT.11_1,PRT,Portugal,Leiria,District,81.6,6.8,11.7,0.44,14.0
PRT.16_1,PRT,Portugal,Santar??m,District,67.9,28.7,3.6,1.65,16.0
PRT.14_1,PRT,Portugal,Portalegre,District,64.93333333333334,13.166666666666666,21.899999999999995,0.7033333333333333,12.333333333333334
ESP.13_1,ESP,Spain,Islas Baleares,Autonomous Community,81.6,6.8,11.7,0.44,14.0
ITA.4_1,ITA,Italy,Calabria,Region,36.4,37.2,26.399999999999995,1.07,9.0
TUR.54_1,TUR,Turkey,K??tahya,Province,63.519999999999996,18.96,17.580000000000002,0.692,12.0
TUR.51_1,TUR,Turkey,Kirsehir,Province,48.7,29.9,21.6,0.64,21.0
TUR.30_1,TUR,Turkey,Erzincan,Province,76.0,9.9,14.1,0.41,11.0
TUR.76_1,TUR,Turkey,Tunceli,Province,68.08,15.360000000000003,16.56,0.542,10.6
TUR.17_1,TUR,Turkey,Bing??l,Province,36.4,37.2,26.399999999999995,1.07,9.0
TUR.4_1,TUR,Turkey,Agri,Province,56.7,21.75,21.549999999999997,1.565,11.0
IRN.29_1,IRN,Iran,West Azarbaijan,Province,59.66666666666666,16.699999999999996,23.63333333333333,0.935,11.0
AZE.7_1,AZE,Azerbaijan,Nakhchivan,Region,58.9,16.2,24.9,0.97,11.0
ARM.9_1,ARM,Armenia,Syunik,Province,58.9,16.2,24.9,0.97,11.0
IRN.2_1,IRN,Iran,Ardebil,Province,59.628571428571426,17.685714285714287,22.72857142857143,0.847142857142857,10.571428571428571
TKM.5_1,TKM,Turkmenistan,Mary,Province,50.68333333333333,28.400000000000002,21.091666666666665,0.6541666666666666,19.333333333333332
TJK.5_1,TJK,Tajikistan,Tadzhikistan Territories,Region,58.900000000000006,16.2,24.9,0.9700000000000001,11.0
CHN.22_1,CHN,China,Shaanxi,Province,60.30468749999999,15.170312500000001,24.557812500000004,0.9848437499999999,11.84375
USA.18_1,USA,United States,Kentucky,State,50.843243243243236,18.721621621621615,30.46756756756756,2.047837837837838,11.837837837837839
USA.47_1,USA,United States,Virginia,State,48.902631578947364,19.623684210526317,31.47631578947367,2.287105263157895,13.473684210526315
PRT.12_1,PRT,Portugal,Lisboa,District,81.6,6.8,11.7,0.44,14.0
GRC.7_1,GRC,Greece,"Peloponnese, Western Greece and the Ionian Islands",Decentralized administration,61.6,14.200000000000001,24.2,0.7999999999999999,10.5
TUR.56_1,TUR,Turkey,Manisa,Province,57.550000000000004,19.875,22.575,0.855,10.5
TUR.3_1,TUR,Turkey,Afyon,Province,72.52,10.559999999999999,16.98,0.6519999999999999,12.8
TUR.53_1,TUR,Turkey,Konya,Province,52.25333333333334,26.533333333333324,21.38,0.6706666666666667,19.2
TUR.61_1,TUR,Turkey,Nevsehir,Province,48.7,29.9,21.6,0.64,21.0
TUR.47_1,TUR,Turkey,Kayseri,Province,50.74,27.159999999999997,22.26,0.7060000000000001,19.0
TUR.55_1,TUR,Turkey,Malatya,Province,52.1,25.333333333333332,22.7,0.75,17.666666666666668
TUR.29_1,TUR,Turkey,Elaz???�,Province,76.0,9.9,14.1,0.41,11.0
TUR.60_1,TUR,Turkey,Mus,Province,35.65,34.75,29.65,1.0150000000000001,11.5
TUR.18_1,TUR,Turkey,Bitlis,Province,30.633333333333336,38.0,31.23333333333333,1.3233333333333333,13.666666666666666
TUR.78_1,TUR,Turkey,Van,Province,46.785714285714285,25.542857142857137,27.614285714285717,1.1214285714285712,12.142857142857142
IRN.5_1,IRN,Iran,East Azarbaijan,Province,55.9,20.542857142857144,23.642857142857146,0.7828571428571429,12.142857142857142
AZE.6_1,AZE,Azerbaijan,Lankaran,Region,63.5,19.2,17.3,0.76,11.0
UZB.6_1,UZB,Uzbekistan,Kashkadarya,Region,54.25555555555555,24.188888888888886,21.68888888888889,0.6288888888888888,15.88888888888889
UZB.12_1,UZB,Uzbekistan,Surkhandarya,Region,54.81999999999999,21.68,23.580000000000002,0.8379999999999999,15.0
TJK.2_1,TJK,Tajikistan,Gorno-Badakhshan,Region,58.9,16.2,24.9,0.9700000000000001,11.0
CHN.21_1,CHN,China,Qinghai,Province,54.48744394618833,19.291479820627796,26.22735426008968,4.409461883408071,14.10762331838565
CHN.20_1,CHN,China,Ningxia Hui,Autonomous Region,57.98888888888889,17.68333333333333,24.377777777777776,0.875,13.11111111111111
PRK.11_1,PRK,North Korea,P'y?�ngyang,Special City,58.9,16.2,24.9,0.97,11.0
PRK.4_1,PRK,North Korea,Hwanghae-bukto,Province,58.9,16.2,24.899999999999995,0.9700000000000001,11.0
PRK.7_1,PRK,North Korea,Kangw?�n-do,Province,58.9,16.2,24.9,0.97,11.0
JPN.45_1,JPN,Japan,Yamagata,Prefecture,58.9,16.2,24.899999999999995,0.9700000000000001,11.0
PRT.17_1,PRT,Portugal,Set??bal,District,59.9,13.4,26.7,0.73,15.0
PRT.8_1,PRT,Portugal,?�vora,District,66.75,12.899999999999999,20.4,0.6799999999999999,11.5
ESP.1_1,ESP,Spain,Andaluc?�a,Autonomous Community,51.01071428571429,22.37857142857143,26.646428571428572,0.8442857142857144,12.178571428571429
ESP.18_1,ESP,Spain,Regi??n de Murcia,Autonomous Community,81.6,6.8,11.699999999999998,0.44,14.0
TUR.41_1,TUR,Turkey,Izmir,Province,51.4,23.2,25.399999999999995,1.0033333333333332,10.333333333333334
TUR.77_1,TUR,Turkey,Usak,Province,81.6,6.8,11.7,0.44,14.0
TUR.25_1,TUR,Turkey,Denizli,Province,64.625,16.75,18.674999999999997,0.73,12.0
TUR.5_1,TUR,Turkey,Aksaray,Province,48.7,29.9,21.6,0.64,21.0
TUR.62_1,TUR,Turkey,Nigde,Province,63.599999999999994,15.649999999999999,20.75,0.735,10.0
TUR.1_1,TUR,Turkey,Adana,Province,42.98333333333333,22.46666666666667,34.516666666666666,0.8933333333333332,11.333333333333334
TUR.42_1,TUR,Turkey,K. Maras,Province,55.9,20.880000000000003,23.3,0.7699999999999999,14.8
TUR.26_1,TUR,Turkey,Diyarbakir,Province,58.1,17.816666666666666,24.116666666666664,0.8583333333333333,12.5
TUR.14_1,TUR,Turkey,Batman,Province,61.599999999999994,14.2,24.2,0.8,10.5
IRN.8_1,IRN,Iran,Gilan,Province,43.625,27.750000000000004,28.625,1.1025,10.25
TJK.3_1,TJK,Tajikistan,Khatlon,Region,55.075,21.3375,23.6625,0.84625,14.75
AFG.1_1,AFG,Afghanistan,Badakhshan,Province,58.9,16.2,24.9,0.97,11.0
PRK.5_1,PRK,North Korea,Hwanghae-namdo,Province,36.4,37.2,26.4,1.07,9.0
KOR.6_1,KOR,South Korea,Gangwon-do,Province,58.9,16.2,24.900000000000002,0.9699999999999999,11.0
JPN.24_1,JPN,Japan,Miyagi,Prefecture,58.9,16.2,24.9,0.97,11.0
PRT.3_1,PRT,Portugal,Beja,District,58.9,16.2,24.9,0.97,11.0
ITA.15_1,ITA,Italy,Sicily,Autonomous Region,67.75714285714285,16.685714285714283,15.557142857142859,0.6285714285714287,9.285714285714286
TUR.11_1,TUR,Turkey,Aydin,Province,37.46666666666667,38.1,24.46666666666667,0.93,9.333333333333334
TUR.20_1,TUR,Turkey,Burdur,Province,81.6,6.8,11.7,0.44,14.0
TUR.39_1,TUR,Turkey,Isparta,Province,58.9,16.2,24.9,0.97,11.0
